question_id,mean_prob,std_prob,frac_correct,last_correct,last_prob,pred_correct,pred_prob,region,seed,encoder_run_id
high10261.txt_q2,0.5837478414177895,0.20943183652373995,1.0,1,0.8601719737052917,1,0.860172,ambiguous,0,enc_longformer_seed0
high10261.txt_q3,0.9309750199317932,0.08924661120999249,1.0,1,0.999952793121338,1,0.9999528,middle,0,enc_longformer_seed0
high10261.txt_q4,0.06914672258426433,0.09155177799858567,0.0,0,0.0007046890677884,0,0.00070468907,hard,0,enc_longformer_seed0
high10272.txt_q0,0.9929512590169907,0.013774527168749306,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10272.txt_q1,0.8564371764659882,0.15706670579808765,1.0,1,0.9730095267295836,1,0.9730095,ambiguous,0,enc_longformer_seed0
high10272.txt_q2,0.28379381820559496,0.29011049020851093,0.25,0,0.2450829595327377,0,0.24508296,ambiguous,0,enc_longformer_seed0
high10316.txt_q0,0.03664891373773565,0.0665080278579378,0.0,0,0.0009011525544337,0,0.00090115255,hard,0,enc_longformer_seed0
high10316.txt_q1,0.5713282153010368,0.07289841897843168,1.0,1,0.5757668018341064,1,0.5757668,middle,0,enc_longformer_seed0
high10316.txt_q2,0.20455539971590037,0.15850521054245836,0.25,0,0.0525977239012718,0,0.052597724,ambiguous,0,enc_longformer_seed0
high10316.txt_q3,0.24607234634459013,0.17123629553593592,0.0,0,0.0664687529206276,0,0.06646875,ambiguous,0,enc_longformer_seed0
high10355.txt_q0,0.8579813614487648,0.26929558617461147,0.75,1,0.9999754428863524,1,0.99997544,ambiguous,0,enc_longformer_seed0
high10355.txt_q1,0.30272215232253075,0.07707051620617723,0.0,0,0.3650690615177154,0,0.36506906,hard,0,enc_longformer_seed0
high10429.txt_q0,0.9955730438232422,0.008847475945464981,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10429.txt_q1,0.9867602735757828,0.016778308774201806,1.0,1,0.9998760223388672,1,0.999876,easy,0,enc_longformer_seed0
high10429.txt_q2,0.9196135997772217,0.07083511882030542,1.0,1,0.9974742531776428,1,0.99747425,middle,0,enc_longformer_seed0
high10429.txt_q3,0.9771464467048645,0.015206390728134093,1.0,1,0.9996607303619384,1,0.99966073,easy,0,enc_longformer_seed0
high10449.txt_q0,0.9109098166227341,0.16800189798624846,1.0,1,0.9988999366760254,1,0.99889994,ambiguous,0,enc_longformer_seed0
high10449.txt_q1,0.7949078381061554,0.15971576369880938,1.0,1,0.940697193145752,1,0.9406972,ambiguous,0,enc_longformer_seed0
high10449.txt_q2,0.9257005304098129,0.05181786943805416,1.0,1,0.9883650541305542,1,0.98836505,middle,0,enc_longformer_seed0
high10449.txt_q3,0.7507251277565956,0.23503759581815065,0.75,1,0.9327056407928468,1,0.93270564,ambiguous,0,enc_longformer_seed0
high10467.txt_q0,0.9203946888446808,0.08426167830161788,1.0,1,0.9975380897521972,1,0.9975381,middle,0,enc_longformer_seed0
high10467.txt_q1,0.9195461422204971,0.09006849701775613,1.0,1,0.9994232654571532,1,0.99942327,middle,0,enc_longformer_seed0
high10467.txt_q2,0.05219744297210122,0.04084725728502557,0.0,0,0.0052715414203703,0,0.0052715414,hard,0,enc_longformer_seed0
high10467.txt_q3,0.02072785238652836,0.03231361101664387,0.0,0,3.799206069743377e-06,0,3.799206e-06,hard,0,enc_longformer_seed0
high10479.txt_q0,0.9961834996938705,0.004251922894152193,1.0,1,0.9999910593032836,1,0.99999106,easy,0,enc_longformer_seed0
high10479.txt_q1,0.5326365530490875,0.1914138748165803,0.5,1,0.8096386194229126,1,0.8096386,ambiguous,0,enc_longformer_seed0
high10479.txt_q2,0.916809007525444,0.13876239909494625,1.0,1,0.9999836683273317,1,0.99998367,middle,0,enc_longformer_seed0
high10479.txt_q3,0.12731278431601822,0.167136485888579,0.25,0,0.0038274684920907,0,0.0038274685,ambiguous,0,enc_longformer_seed0
high1048.txt_q0,0.9966029673814774,0.0055996891409589925,1.0,1,0.9999932050704956,1,0.9999932,easy,0,enc_longformer_seed0
high1048.txt_q1,0.35414712876081467,0.17888884112030698,0.5,0,0.2363421469926834,0,0.23634215,ambiguous,0,enc_longformer_seed0
high1048.txt_q2,0.9802567362785339,0.039034412168878936,1.0,1,0.9999997615814208,1,0.99999976,easy,0,enc_longformer_seed0
high10490.txt_q0,0.31775412545539433,0.20238388273722185,0.75,0,0.0151639217510819,0,0.015163922,ambiguous,0,enc_longformer_seed0
high10504.txt_q0,0.4707995317876339,0.25479453399139085,0.5,0,0.4768943190574646,0,0.47689432,ambiguous,0,enc_longformer_seed0
high10504.txt_q1,0.9367099106311798,0.05874165390068343,1.0,1,0.99616676568985,1,0.99616677,middle,0,enc_longformer_seed0
high10504.txt_q2,0.5889606326818466,0.13138277903495865,1.0,1,0.7011246085166931,1,0.7011246,middle,0,enc_longformer_seed0
high10504.txt_q3,0.5661167651414871,0.21250354360292018,0.75,1,0.8161659836769104,1,0.816166,ambiguous,0,enc_longformer_seed0
high10532.txt_q0,0.07556016603484744,0.08119097670766706,0.0,0,0.0094006806612014,0,0.009400681,hard,0,enc_longformer_seed0
high10532.txt_q1,0.912242978811264,0.07902664684781625,1.0,1,0.9946492314338684,1,0.99464923,middle,0,enc_longformer_seed0
high10532.txt_q2,0.04621072487547193,0.07411663044377384,0.0,0,3.792425218307472e-08,0,3.7924252e-08,hard,0,enc_longformer_seed0
high10570.txt_q0,0.9938813596963882,0.009894082195685982,1.0,1,0.9999985694885254,1,0.99999857,easy,0,enc_longformer_seed0
high10570.txt_q1,0.9498334974050522,0.07985467331420358,1.0,1,0.999951720237732,1,0.9999517,middle,0,enc_longformer_seed0
high10570.txt_q2,0.9290615022182465,0.13183296536639474,1.0,1,0.9995023012161256,1,0.9995023,middle,0,enc_longformer_seed0
high10570.txt_q3,0.9025149196386337,0.1662170438869822,1.0,1,0.99992573261261,1,0.99992573,ambiguous,0,enc_longformer_seed0
high10570.txt_q4,0.9351525157690048,0.07683439762015916,1.0,1,0.999936819076538,1,0.9999368,middle,0,enc_longformer_seed0
high10579.txt_q0,0.17356547340750691,0.15253264999694632,0.0,0,0.018605463206768,0,0.018605463,ambiguous,0,enc_longformer_seed0
high10579.txt_q1,0.9140542149543762,0.15053900049307875,1.0,1,0.9995273351669312,1,0.99952734,ambiguous,0,enc_longformer_seed0
high10579.txt_q2,0.8570456355810165,0.13266471312631348,1.0,1,0.986974835395813,1,0.98697484,middle,0,enc_longformer_seed0
high10579.txt_q3,0.7267838642001152,0.27408130181273854,0.75,1,0.9946537017822266,1,0.9946537,ambiguous,0,enc_longformer_seed0
high10643.txt_q0,0.9996400624513626,0.00043240624462591326,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10643.txt_q1,0.13204945024335754,0.2050660959645428,0.0,0,0.0038066294509917,0,0.0038066295,ambiguous,0,enc_longformer_seed0
high10643.txt_q2,0.31094330921769137,0.276739785429572,0.25,0,0.1260333061218261,0,0.1260333,ambiguous,0,enc_longformer_seed0
high10643.txt_q3,0.7136672101914883,0.36220608804094634,0.75,1,0.8353381156921387,1,0.8353381,ambiguous,0,enc_longformer_seed0
high10666.txt_q0,0.26765961572527885,0.050979488407103764,0.0,0,0.29339799284935,0,0.293398,hard,0,enc_longformer_seed0
high10666.txt_q1,0.32965006306767464,0.10080877784334903,0.5,1,0.4356970191001892,1,0.43569702,middle,0,enc_longformer_seed0
high10666.txt_q2,0.7922464236617088,0.31252555537778126,0.75,1,0.9998598098754884,1,0.9998598,ambiguous,0,enc_longformer_seed0
high10668.txt_q0,0.40531066805124283,0.21751260071770817,0.5,1,0.6829098463058472,1,0.68290985,ambiguous,0,enc_longformer_seed0
high10668.txt_q1,0.8416020274162292,0.2611534127850745,1.0,1,0.9961674809455872,1,0.9961675,ambiguous,0,enc_longformer_seed0
high10668.txt_q2,0.3994494900107383,0.06811314729671805,0.25,0,0.3738349676132202,0,0.37383497,hard,0,enc_longformer_seed0
high10677.txt_q0,0.9465875178575516,0.04646560434280387,1.0,1,0.9981101751327516,1,0.9981102,easy,0,enc_longformer_seed0
high10677.txt_q1,0.9086602926254272,0.11856177588918236,1.0,1,0.9962627291679382,1,0.9962627,middle,0,enc_longformer_seed0
high10677.txt_q2,0.8695026338100433,0.1372704448893119,1.0,1,0.9948915243148804,1,0.9948915,middle,0,enc_longformer_seed0
high10677.txt_q3,0.8808964490890503,0.1382725242243585,1.0,1,0.998686134815216,1,0.99868613,middle,0,enc_longformer_seed0
high10677.txt_q4,0.9767461866140366,0.04226537046472961,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10687.txt_q0,0.7474939078092575,0.042431988593073254,1.0,1,0.7655260562896729,1,0.76552606,middle,0,enc_longformer_seed0
high10687.txt_q1,0.24838891811668867,0.177928786301177,0.0,0,0.0672600716352462,0,0.06726007,ambiguous,0,enc_longformer_seed0
high10687.txt_q2,0.8373110592365265,0.22997079725666572,1.0,1,0.999984860420227,1,0.99998486,ambiguous,0,enc_longformer_seed0
high10687.txt_q3,0.7561453878879547,0.3760401564758321,0.75,1,0.9930211901664734,1,0.9930212,ambiguous,0,enc_longformer_seed0
high1069.txt_q0,0.9594912528991699,0.04873572260083425,1.0,1,0.9961202144622804,1,0.9961202,middle,0,enc_longformer_seed0
high1069.txt_q1,0.9424357861280441,0.10299398978531261,1.0,1,0.999990940093994,1,0.99999094,middle,0,enc_longformer_seed0
high1069.txt_q2,0.9859201908111572,0.015682621653617296,1.0,1,0.999626398086548,1,0.9996264,easy,0,enc_longformer_seed0
high1069.txt_q3,0.9917894154787064,0.009374829312051478,1.0,1,0.9999784231185912,1,0.9999784,easy,0,enc_longformer_seed0
high107.txt_q0,0.9969926625490189,0.00574113946981561,1.0,1,0.9999995231628418,1,0.9999995,easy,0,enc_longformer_seed0
high107.txt_q1,0.02152879785444379,0.03628038806649033,0.0,0,4.669611371355131e-06,0,4.6696114e-06,hard,0,enc_longformer_seed0
high107.txt_q2,0.0987879314980091,0.17297030169239763,0.25,0,7.360291056102142e-05,0,7.360291e-05,ambiguous,0,enc_longformer_seed0
high10709.txt_q0,0.983236238360405,0.0212449408043292,1.0,1,0.9999768733978271,1,0.9999769,easy,0,enc_longformer_seed0
high10709.txt_q1,0.22502516116946936,0.16301458874745267,0.0,0,0.038721214979887,0,0.038721215,ambiguous,0,enc_longformer_seed0
high10709.txt_q2,0.748739942908287,0.18369472970830433,1.0,1,0.9152267575263976,1,0.91522676,ambiguous,0,enc_longformer_seed0
high10720.txt_q0,0.0390288943890482,0.03909962590734893,0.0,0,0.0022770706564188,0,0.0022770707,hard,0,enc_longformer_seed0
high10720.txt_q1,0.27749524265527725,0.14061437568707313,0.25,0,0.1601349413394928,0,0.16013494,ambiguous,0,enc_longformer_seed0
high10720.txt_q2,0.9055768251419067,0.10568429410491452,1.0,1,0.9999423027038574,1,0.9999423,middle,0,enc_longformer_seed0
high10760.txt_q0,0.8347998410463333,0.1379720096979943,1.0,1,0.9946985244750975,1,0.9946985,middle,0,enc_longformer_seed0
high10760.txt_q1,0.9633055180311203,0.04854010804408288,1.0,1,0.9994975328445436,1,0.99949753,middle,0,enc_longformer_seed0
high10760.txt_q2,0.9999823868274689,2.061329931617495e-05,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10771.txt_q0,0.876848891377449,0.05935770892092344,1.0,1,0.8964146375656128,1,0.89641464,middle,0,enc_longformer_seed0
high10771.txt_q1,0.9328163862228394,0.08458125414483696,1.0,1,0.9998631477355956,1,0.99986315,middle,0,enc_longformer_seed0
high10771.txt_q2,0.9974882453680038,0.004294390712017415,1.0,1,0.9999998807907104,1,0.9999999,easy,0,enc_longformer_seed0
high10775.txt_q0,0.874421551823616,0.2154563822169864,1.0,1,0.9994865655899048,1,0.99948657,ambiguous,0,enc_longformer_seed0
high10775.txt_q1,0.9233175963163376,0.10123849550815545,1.0,1,0.9996356964111328,1,0.9996357,middle,0,enc_longformer_seed0
high10775.txt_q2,0.910939559340477,0.13132321550055034,1.0,1,0.9997617602348328,1,0.99976176,middle,0,enc_longformer_seed0
high10788.txt_q0,0.0947915511205792,0.04585353213161264,0.0,0,0.0389340780675411,0,0.038934078,hard,0,enc_longformer_seed0
high10788.txt_q1,0.9898687303066254,0.013923046311045241,1.0,1,0.999966025352478,1,0.999966,easy,0,enc_longformer_seed0
high10788.txt_q2,0.9359983652830124,0.1273474555033637,1.0,1,0.9999985694885254,1,0.99999857,middle,0,enc_longformer_seed0
high1080.txt_q0,0.9783609509468079,0.033691222300143334,1.0,1,0.998655080795288,1,0.9986551,easy,0,enc_longformer_seed0
high1080.txt_q1,0.9798499047756195,0.0370365211299733,1.0,1,0.9999629259109496,1,0.9999629,easy,0,enc_longformer_seed0
high1080.txt_q2,0.4901650510728359,0.3172189874930744,0.5,0,0.3489775061607361,0,0.3489775,ambiguous,0,enc_longformer_seed0
high1080.txt_q3,0.9891819655895233,0.012626640204561031,1.0,1,0.9999880790710448,1,0.9999881,easy,0,enc_longformer_seed0
high1080.txt_q4,0.2720524072647094,0.05827588083659662,0.0,0,0.2277937680482864,0,0.22779377,hard,0,enc_longformer_seed0
high1083.txt_q0,0.2628610953688621,0.12084017496101393,0.0,0,0.4135499000549316,0,0.4135499,hard,0,enc_longformer_seed0
high1083.txt_q1,0.9237982481718063,0.09753422548333626,1.0,1,0.99817156791687,1,0.99817157,middle,0,enc_longformer_seed0
high1083.txt_q2,0.8461773991584778,0.19146109289667992,1.0,1,0.99933522939682,1,0.9993352,ambiguous,0,enc_longformer_seed0
high10897.txt_q0,0.9856197685003281,0.018563188049122218,1.0,1,0.9999436140060424,1,0.9999436,easy,0,enc_longformer_seed0
high10897.txt_q1,0.31237434782087803,0.24054193195456483,0.25,0,0.415772408246994,0,0.4157724,ambiguous,0,enc_longformer_seed0
high10897.txt_q2,0.5844062566757202,0.184143890910588,0.75,1,0.7846249341964722,1,0.78462493,ambiguous,0,enc_longformer_seed0
high1090.txt_q0,0.9680453985929489,0.05500890582120238,1.0,1,0.9998288154602052,1,0.9998288,middle,0,enc_longformer_seed0
high1090.txt_q1,0.9963290095329285,0.006453759234568436,1.0,1,0.9997426867485046,1,0.9997427,easy,0,enc_longformer_seed0
high1090.txt_q2,0.9930738657712936,0.013696821260258075,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10902.txt_q0,0.9429933875799179,0.10177838692415608,1.0,1,0.9986334443092346,1,0.99863344,middle,0,enc_longformer_seed0
high10902.txt_q1,0.9412523061037064,0.11569863565326266,1.0,1,0.9999992847442628,1,0.9999993,middle,0,enc_longformer_seed0
high10908.txt_q0,0.007095837466493956,0.008377567466066799,0.0,0,1.9019761339222896e-06,0,1.9019761e-06,hard,0,enc_longformer_seed0
high10908.txt_q1,0.4353218786418438,0.21976341637144922,0.5,1,0.609192430973053,1,0.60919243,ambiguous,0,enc_longformer_seed0
high10908.txt_q2,0.7924640253186226,0.2990512129907007,0.75,1,0.9994882345199584,1,0.99948823,ambiguous,0,enc_longformer_seed0
high10908.txt_q3,0.9967515468597412,0.004265758513874289,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high10915.txt_q0,0.06148464246871295,0.08413092757538991,0.0,0,0.0001683399168541,0,0.00016833992,hard,0,enc_longformer_seed0
high10915.txt_q1,0.24540200084447858,0.19119117865840346,0.25,0,0.1396406441926956,0,0.13964064,ambiguous,0,enc_longformer_seed0
high10915.txt_q2,0.011824703808997531,0.013553172627249444,0.0,0,5.138318010722287e-05,0,5.138318e-05,hard,0,enc_longformer_seed0
high10915.txt_q3,0.09358523506671185,0.06649981815130901,0.0,0,0.0117578320205211,0,0.011757832,hard,0,enc_longformer_seed0
high10944.txt_q0,0.0718868265394121,0.05375953438524497,0.0,0,0.0084552140906453,0,0.008455214,hard,0,enc_longformer_seed0
high10944.txt_q1,0.9372363090515137,0.09277064692725218,1.0,1,0.9998663663864136,1,0.99986637,middle,0,enc_longformer_seed0
high10944.txt_q2,0.8801174610853195,0.13781180780119548,1.0,1,0.9981957077980042,1,0.9981957,middle,0,enc_longformer_seed0
high10946.txt_q0,0.7288736887276173,0.4053372928636071,0.75,1,0.9992942810058594,1,0.9992943,ambiguous,0,enc_longformer_seed0
high10946.txt_q1,0.8493097573518753,0.06371372585869917,1.0,1,0.8317975997924805,1,0.8317976,middle,0,enc_longformer_seed0
high10946.txt_q2,0.9565990716218948,0.07026458631745679,1.0,1,0.99997878074646,1,0.9999788,middle,0,enc_longformer_seed0
high11028.txt_q0,0.9977016597986221,0.0038792655376516483,1.0,1,0.9999992847442628,1,0.9999993,easy,0,enc_longformer_seed0
high11028.txt_q1,0.9307833760976791,0.07546859106865682,1.0,1,0.9933195114135742,1,0.9933195,middle,0,enc_longformer_seed0
high11028.txt_q2,0.011600164865740196,0.013277184587830532,0.0,0,8.053522469708696e-05,0,8.0535225e-05,hard,0,enc_longformer_seed0
high11031.txt_q0,0.13193680811673397,0.1004477628260063,0.0,0,0.0367777496576309,0,0.03677775,hard,0,enc_longformer_seed0
high11031.txt_q1,0.13071234634844583,0.1740375748083893,0.0,0,0.0012415486853569,0,0.0012415487,ambiguous,0,enc_longformer_seed0
high11031.txt_q2,0.4632226601243019,0.1943332857098404,0.5,1,0.6670992374420166,1,0.66709924,ambiguous,0,enc_longformer_seed0
high11036.txt_q0,0.9626697301864625,0.06273128603677304,1.0,1,0.997525990009308,1,0.997526,middle,0,enc_longformer_seed0
high11062.txt_q0,0.9937960058450699,0.006961671330974618,1.0,1,0.9999603033065796,1,0.9999603,easy,0,enc_longformer_seed0
high11062.txt_q1,0.782174214720726,0.18880220081455085,1.0,1,0.9088078141212464,1,0.9088078,ambiguous,0,enc_longformer_seed0
high11062.txt_q2,0.6956930905580521,0.2561247130809212,1.0,1,0.9877774119377136,1,0.9877774,ambiguous,0,enc_longformer_seed0
high11062.txt_q3,0.39952564984560013,0.09848209816531053,0.25,0,0.3682920038700104,0,0.368292,hard,0,enc_longformer_seed0
high11099.txt_q0,0.9795532822608948,0.027664350454264363,1.0,1,0.9998021721839904,1,0.9998022,easy,0,enc_longformer_seed0
high11099.txt_q1,0.991323858499527,0.016677162095547458,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high11103.txt_q0,0.19641273468732828,0.11792019731395272,0.0,0,0.275905430316925,0,0.27590543,hard,0,enc_longformer_seed0
high11103.txt_q1,0.571530357003212,0.2600624043228525,0.5,1,0.7838385701179504,1,0.78383857,ambiguous,0,enc_longformer_seed0
high11103.txt_q2,0.7205923423171043,0.3254375955195255,0.75,1,0.9978297352790833,1,0.99782974,ambiguous,0,enc_longformer_seed0
high11103.txt_q3,0.839560404419899,0.1378609778084253,1.0,1,0.9898104667663574,1,0.98981047,middle,0,enc_longformer_seed0
high11109.txt_q0,0.9638785570859909,0.06848329761897164,1.0,1,0.9999991655349731,1,0.99999917,middle,0,enc_longformer_seed0
high11109.txt_q1,0.08688468369655308,0.11722044819141283,0.0,0,0.008857243694365,0,0.008857244,hard,0,enc_longformer_seed0
high11109.txt_q2,0.981854647397995,0.03257055014706262,1.0,1,0.9999675750732422,1,0.9999676,easy,0,enc_longformer_seed0
high1111.txt_q0,0.008325827469462851,0.012464047431960458,0.0,0,1.217651629303873e-06,0,1.2176516e-06,hard,0,enc_longformer_seed0
high1111.txt_q1,0.989397034049034,0.019305158466628166,1.0,1,0.9990803003311156,1,0.9990803,easy,0,enc_longformer_seed0
high1111.txt_q2,0.49375419318675995,0.19904429745180782,0.5,0,0.2650756239891052,0,0.26507562,ambiguous,0,enc_longformer_seed0
high1111.txt_q3,0.08875571191310877,0.08787523871905346,0.0,0,0.0451391823589801,0,0.045139182,hard,0,enc_longformer_seed0
high11112.txt_q0,0.9001834541559219,0.1008808253906424,1.0,1,0.9955369234085084,1,0.9955369,middle,0,enc_longformer_seed0
high11112.txt_q1,0.6526845842599869,0.17079509875706267,0.75,1,0.608593225479126,1,0.6085932,ambiguous,0,enc_longformer_seed0
high11112.txt_q2,0.9896365702152252,0.020052559459453285,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high11113.txt_q0,0.10373287554830307,0.12468582711704965,0.0,0,0.0213609226047992,0,0.021360923,hard,0,enc_longformer_seed0
high11113.txt_q1,0.06644831760786467,0.05905935938801281,0.0,0,0.0132692186161875,0,0.013269219,hard,0,enc_longformer_seed0
high11129.txt_q0,0.9840857982635498,0.0158646350402585,1.0,1,0.9999731779098512,1,0.9999732,easy,0,enc_longformer_seed0
high11129.txt_q1,0.8881712853908539,0.1770064860374021,1.0,1,0.9992688298225404,1,0.99926883,ambiguous,0,enc_longformer_seed0
high11129.txt_q2,0.9390445053577423,0.08730713702789063,1.0,1,0.9999006986618042,1,0.9999007,middle,0,enc_longformer_seed0
high11129.txt_q3,0.9839295148849487,0.02318242264840697,1.0,1,0.99998676776886,1,0.99998677,easy,0,enc_longformer_seed0
high11146.txt_q0,0.9551739245653152,0.04062552495643512,1.0,1,0.9963668584823608,1,0.99636686,easy,0,enc_longformer_seed0
high11146.txt_q1,0.8097392320632935,0.1629829001380943,1.0,1,0.9949709177017212,1,0.9949709,ambiguous,0,enc_longformer_seed0
high11164.txt_q0,0.6919233873486519,0.23851080773672573,0.75,1,0.8075031638145447,1,0.80750316,ambiguous,0,enc_longformer_seed0
high11164.txt_q1,0.3794070407748222,0.05929402631752539,0.75,1,0.4147936403751373,1,0.41479364,middle,0,enc_longformer_seed0
high11164.txt_q2,0.9130894392728806,0.13672600152716147,1.0,1,0.9963048696517944,1,0.99630487,middle,0,enc_longformer_seed0
high11171.txt_q0,0.9127479493618011,0.14279677797625417,1.0,1,0.9999653100967408,1,0.9999653,ambiguous,0,enc_longformer_seed0
