question_id,state
high1083.txt_q0,B_three_valid_exactly_two_same
high1083.txt_q1,A_three_valid_all_same
high1083.txt_q2,A_three_valid_all_same
high10897.txt_q0,A_three_valid_all_same
high10897.txt_q1,B_three_valid_exactly_two_same
high10897.txt_q2,A_three_valid_all_same
high1090.txt_q0,A_three_valid_all_same
high1090.txt_q1,A_three_valid_all_same
high1090.txt_q2,A_three_valid_all_same
high10902.txt_q0,A_three_valid_all_same
high10902.txt_q1,A_three_valid_all_same
high10908.txt_q0,A_three_valid_all_same
high10908.txt_q1,A_three_valid_all_same
high10908.txt_q2,A_three_valid_all_same
high10908.txt_q3,A_three_valid_all_same
high10915.txt_q0,A_three_valid_all_same
high10915.txt_q1,A_three_valid_all_same
high10915.txt_q2,A_three_valid_all_same
high10915.txt_q3,A_three_valid_all_same
high10944.txt_q0,A_three_valid_all_same
high10944.txt_q1,A_three_valid_all_same
high10944.txt_q2,A_three_valid_all_same
high10946.txt_q0,A_three_valid_all_same
high10946.txt_q1,A_three_valid_all_same
high10946.txt_q2,A_three_valid_all_same
high11028.txt_q0,A_three_valid_all_same
high11028.txt_q1,A_three_valid_all_same
high11028.txt_q2,A_three_valid_all_same
high11031.txt_q0,B_three_valid_exactly_two_same
high11031.txt_q1,A_three_valid_all_same
high11031.txt_q2,B_three_valid_exactly_two_same
high11036.txt_q0,A_three_valid_all_same
high11062.txt_q0,A_three_valid_all_same
high11062.txt_q1,A_three_valid_all_same
high11062.txt_q2,A_three_valid_all_same
high11062.txt_q3,A_three_valid_all_same
high11099.txt_q0,A_three_valid_all_same
high11099.txt_q1,A_three_valid_all_same
high11103.txt_q0,A_three_valid_all_same
high11103.txt_q1,A_three_valid_all_same
high11103.txt_q2,A_three_valid_all_same
high11103.txt_q3,A_three_valid_all_same
high11109.txt_q0,A_three_valid_all_same
high11109.txt_q1,A_three_valid_all_same
high11109.txt_q2,A_three_valid_all_same
high1111.txt_q0,A_three_valid_all_same
high1111.txt_q1,A_three_valid_all_same
high1111.txt_q2,A_three_valid_all_same
high1111.txt_q3,B_three_valid_exactly_two_same
high11112.txt_q0,A_three_valid_all_same
high11112.txt_q1,A_three_valid_all_same
high11112.txt_q2,A_three_valid_all_same
high11113.txt_q0,A_three_valid_all_same
high11113.txt_q1,A_three_valid_all_same
high11129.txt_q0,A_three_valid_all_same
high11129.txt_q1,A_three_valid_all_same
high11129.txt_q2,A_three_valid_all_same
high11129.txt_q3,B_three_valid_exactly_two_same
high11146.txt_q0,A_three_valid_all_same
high11146.txt_q1,A_three_valid_all_same
high11164.txt_q0,A_three_valid_all_same
high11164.txt_q1,A_three_valid_all_same
high11164.txt_q2,A_three_valid_all_same
high11171.txt_q0,A_three_valid_all_same
high11171.txt_q1,A_three_valid_all_same
high11252.txt_q0,B_three_valid_exactly_two_same
high11252.txt_q1,A_three_valid_all_same
high11252.txt_q2,A_three_valid_all_same
high11252.txt_q3,A_three_valid_all_same
high11279.txt_q0,A_three_valid_all_same
high11279.txt_q1,A_three_valid_all_same
high11327.txt_q0,A_three_valid_all_same
high11327.txt_q1,A_three_valid_all_same
high11327.txt_q2,A_three_valid_all_same
high11327.txt_q3,B_three_valid_exactly_two_same
high11342.txt_q0,A_three_valid_all_same
high11342.txt_q1,A_three_valid_all_same
high11342.txt_q2,A_three_valid_all_same
high11373.txt_q0,A_three_valid_all_same
high11373.txt_q1,A_three_valid_all_same
high11373.txt_q2,A_three_valid_all_same
high11373.txt_q3,A_three_valid_all_same
high11427.txt_q0,A_three_valid_all_same
high11427.txt_q1,A_three_valid_all_same
high11466.txt_q0,A_three_valid_all_same
high11466.txt_q1,A_three_valid_all_same
high11466.txt_q2,A_three_valid_all_same
high1149.txt_q0,A_three_valid_all_same
high11506.txt_q0,A_three_valid_all_same
high11506.txt_q1,A_three_valid_all_same
high11506.txt_q2,A_three_valid_all_same
high11506.txt_q3,B_three_valid_exactly_two_same
high11509.txt_q0,A_three_valid_all_same
high11509.txt_q1,A_three_valid_all_same
high11509.txt_q2,A_three_valid_all_same
high11515.txt_q0,A_three_valid_all_same
high11515.txt_q1,B_three_valid_exactly_two_same
high11515.txt_q2,A_three_valid_all_same
high11515.txt_q3,A_three_valid_all_same
high11521.txt_q0,A_three_valid_all_same
high11521.txt_q1,B_three_valid_exactly_two_same
high11521.txt_q2,A_three_valid_all_same
high11521.txt_q3,A_three_valid_all_same
high11521.txt_q4,A_three_valid_all_same
high11532.txt_q0,A_three_valid_all_same
high11532.txt_q1,A_three_valid_all_same
high11532.txt_q2,A_three_valid_all_same
high11552.txt_q0,A_three_valid_all_same
high11552.txt_q1,A_three_valid_all_same
high11552.txt_q2,A_three_valid_all_same
high11552.txt_q3,A_three_valid_all_same
high11563.txt_q0,A_three_valid_all_same
high11563.txt_q1,B_three_valid_exactly_two_same
high11582.txt_q0,A_three_valid_all_same
high11582.txt_q1,A_three_valid_all_same
high11582.txt_q2,A_three_valid_all_same
high11582.txt_q3,A_three_valid_all_same
high11598.txt_q0,A_three_valid_all_same
high11598.txt_q1,A_three_valid_all_same
high11598.txt_q2,A_three_valid_all_same
high11598.txt_q3,A_three_valid_all_same
high11629.txt_q0,A_three_valid_all_same
high11629.txt_q1,A_three_valid_all_same
high11629.txt_q2,A_three_valid_all_same
high11648.txt_q0,A_three_valid_all_same
high11648.txt_q1,A_three_valid_all_same
high11648.txt_q2,A_three_valid_all_same
high11648.txt_q3,A_three_valid_all_same
high11654.txt_q0,A_three_valid_all_same
high11654.txt_q1,B_three_valid_exactly_two_same
high11654.txt_q2,A_three_valid_all_same
high11654.txt_q3,A_three_valid_all_same
high11671.txt_q0,A_three_valid_all_same
high11671.txt_q1,B_three_valid_exactly_two_same
high11688.txt_q0,A_three_valid_all_same
high11688.txt_q1,A_three_valid_all_same
high11688.txt_q2,A_three_valid_all_same
high11688.txt_q3,A_three_valid_all_same
high11699.txt_q0,A_three_valid_all_same
high11699.txt_q1,B_three_valid_exactly_two_same
high11699.txt_q2,A_three_valid_all_same
high11699.txt_q3,A_three_valid_all_same
high11731.txt_q0,A_three_valid_all_same
high11731.txt_q1,A_three_valid_all_same
high11731.txt_q2,A_three_valid_all_same
high11742.txt_q0,A_three_valid_all_same
high11742.txt_q1,A_three_valid_all_same
high11742.txt_q2,B_three_valid_exactly_two_same
high11742.txt_q3,B_three_valid_exactly_two_same
high11774.txt_q0,A_three_valid_all_same
high11774.txt_q1,A_three_valid_all_same
high11774.txt_q2,A_three_valid_all_same
high11797.txt_q0,A_three_valid_all_same
high11797.txt_q1,A_three_valid_all_same
high11797.txt_q2,A_three_valid_all_same
high11797.txt_q3,A_three_valid_all_same
high11838.txt_q0,A_three_valid_all_same
high11838.txt_q1,A_three_valid_all_same
high11838.txt_q2,A_three_valid_all_same
high11838.txt_q3,A_three_valid_all_same
high11882.txt_q0,A_three_valid_all_same
high11882.txt_q1,A_three_valid_all_same
high11882.txt_q2,A_three_valid_all_same
high11904.txt_q0,A_three_valid_all_same
high11904.txt_q1,A_three_valid_all_same
high11920.txt_q0,A_three_valid_all_same
high11920.txt_q1,A_three_valid_all_same
high11920.txt_q2,A_three_valid_all_same
high11920.txt_q3,A_three_valid_all_same
high11938.txt_q0,A_three_valid_all_same
high11938.txt_q1,A_three_valid_all_same
high11938.txt_q2,A_three_valid_all_same
high11964.txt_q0,A_three_valid_all_same
high11964.txt_q1,A_three_valid_all_same
high11964.txt_q2,B_three_valid_exactly_two_same
high11991.txt_q0,A_three_valid_all_same
high11991.txt_q1,A_three_valid_all_same
high11991.txt_q2,A_three_valid_all_same
high12009.txt_q0,A_three_valid_all_same
high12009.txt_q1,A_three_valid_all_same
high12009.txt_q2,A_three_valid_all_same
high12016.txt_q0,A_three_valid_all_same
high12016.txt_q1,A_three_valid_all_same
high12016.txt_q2,A_three_valid_all_same
high12024.txt_q0,A_three_valid_all_same
high12024.txt_q1,A_three_valid_all_same
high12024.txt_q2,A_three_valid_all_same
high12024.txt_q3,A_three_valid_all_same
high12034.txt_q0,A_three_valid_all_same
high12034.txt_q1,A_three_valid_all_same
high12072.txt_q0,A_three_valid_all_same
high12072.txt_q1,A_three_valid_all_same
high12072.txt_q2,A_three_valid_all_same
high12105.txt_q0,A_three_valid_all_same
high12105.txt_q1,A_three_valid_all_same
high12105.txt_q2,A_three_valid_all_same
high12105.txt_q3,B_three_valid_exactly_two_same
high12109.txt_q0,A_three_valid_all_same
high12109.txt_q1,B_three_valid_exactly_two_same
high12109.txt_q2,A_three_valid_all_same
high12110.txt_q0,A_three_valid_all_same
high12110.txt_q1,A_three_valid_all_same
high12131.txt_q0,A_three_valid_all_same
high12131.txt_q1,A_three_valid_all_same
high12131.txt_q2,A_three_valid_all_same
high12131.txt_q3,A_three_valid_all_same
high12132.txt_q0,A_three_valid_all_same
high12132.txt_q1,A_three_valid_all_same
high12132.txt_q2,A_three_valid_all_same
high12132.txt_q3,A_three_valid_all_same
high12132.txt_q4,A_three_valid_all_same
high12134.txt_q0,A_three_valid_all_same
high12134.txt_q1,A_three_valid_all_same
high12141.txt_q0,A_three_valid_all_same
high12141.txt_q1,A_three_valid_all_same
high12142.txt_q0,A_three_valid_all_same
high12142.txt_q1,A_three_valid_all_same
high12142.txt_q2,A_three_valid_all_same
high12221.txt_q0,A_three_valid_all_same
high12221.txt_q1,B_three_valid_exactly_two_same
high12262.txt_q0,A_three_valid_all_same
high12262.txt_q1,A_three_valid_all_same
high12262.txt_q2,A_three_valid_all_same
high1227.txt_q0,A_three_valid_all_same
high1227.txt_q1,A_three_valid_all_same
high1227.txt_q2,A_three_valid_all_same
high1227.txt_q3,A_three_valid_all_same
high12282.txt_q0,A_three_valid_all_same
high12282.txt_q1,B_three_valid_exactly_two_same
high12285.txt_q0,A_three_valid_all_same
high12285.txt_q1,A_three_valid_all_same
high12285.txt_q2,A_three_valid_all_same
high12290.txt_q0,A_three_valid_all_same
high12290.txt_q1,A_three_valid_all_same
high12290.txt_q2,A_three_valid_all_same
high12300.txt_q0,A_three_valid_all_same
high12309.txt_q0,A_three_valid_all_same
high12309.txt_q1,A_three_valid_all_same
high12309.txt_q2,A_three_valid_all_same
high12317.txt_q0,A_three_valid_all_same
high12317.txt_q1,A_three_valid_all_same
high12321.txt_q0,A_three_valid_all_same
high12321.txt_q1,A_three_valid_all_same
high12321.txt_q2,A_three_valid_all_same
high12321.txt_q3,A_three_valid_all_same
high12331.txt_q0,A_three_valid_all_same
high12331.txt_q1,A_three_valid_all_same
high12331.txt_q2,A_three_valid_all_same
high12331.txt_q3,A_three_valid_all_same
high12393.txt_q0,A_three_valid_all_same
high12393.txt_q1,A_three_valid_all_same
high12393.txt_q2,A_three_valid_all_same
high12393.txt_q3,A_three_valid_all_same
high12393.txt_q4,B_three_valid_exactly_two_same
high12398.txt_q0,A_three_valid_all_same
high12398.txt_q1,A_three_valid_all_same
high12398.txt_q2,A_three_valid_all_same
high12398.txt_q3,A_three_valid_all_same
high12398.txt_q4,A_three_valid_all_same
high1243.txt_q0,A_three_valid_all_same
high1243.txt_q1,A_three_valid_all_same
high1243.txt_q2,A_three_valid_all_same
high12430.txt_q0,A_three_valid_all_same
high12430.txt_q1,A_three_valid_all_same
high12461.txt_q0,A_three_valid_all_same
high12473.txt_q0,A_three_valid_all_same
high12473.txt_q1,A_three_valid_all_same
high12475.txt_q0,A_three_valid_all_same
high12475.txt_q1,A_three_valid_all_same
high12475.txt_q2,A_three_valid_all_same
high12494.txt_q0,A_three_valid_all_same
high12494.txt_q1,A_three_valid_all_same
high12494.txt_q2,A_three_valid_all_same
high12494.txt_q3,A_three_valid_all_same
high12529.txt_q0,A_three_valid_all_same
high12529.txt_q1,A_three_valid_all_same
high12529.txt_q2,A_three_valid_all_same
high12587.txt_q0,A_three_valid_all_same
high12587.txt_q1,A_three_valid_all_same
high12587.txt_q2,A_three_valid_all_same
high12609.txt_q0,A_three_valid_all_same
high12609.txt_q1,A_three_valid_all_same
high12609.txt_q2,A_three_valid_all_same
high12617.txt_q0,A_three_valid_all_same
high12617.txt_q1,A_three_valid_all_same
high12632.txt_q0,A_three_valid_all_same
high12632.txt_q1,A_three_valid_all_same
high12632.txt_q2,A_three_valid_all_same
high12632.txt_q3,A_three_valid_all_same
high12636.txt_q0,A_three_valid_all_same
high12636.txt_q1,A_three_valid_all_same
high12636.txt_q2,A_three_valid_all_same
high12636.txt_q3,A_three_valid_all_same
high1266.txt_q0,A_three_valid_all_same
high1266.txt_q1,A_three_valid_all_same
high1266.txt_q2,B_three_valid_exactly_two_same
high1266.txt_q3,A_three_valid_all_same
high1266.txt_q4,A_three_valid_all_same
high12687.txt_q0,A_three_valid_all_same
high12687.txt_q1,A_three_valid_all_same
high12687.txt_q2,A_three_valid_all_same
high12687.txt_q3,A_three_valid_all_same
high12700.txt_q0,A_three_valid_all_same
high12700.txt_q1,A_three_valid_all_same
high12716.txt_q0,A_three_valid_all_same
high12716.txt_q1,A_three_valid_all_same
high12716.txt_q2,A_three_valid_all_same
high12716.txt_q3,A_three_valid_all_same
high1272.txt_q0,A_three_valid_all_same
high1272.txt_q1,A_three_valid_all_same
high1272.txt_q2,A_three_valid_all_same
high12723.txt_q0,A_three_valid_all_same
high12723.txt_q1,A_three_valid_all_same
high12723.txt_q2,A_three_valid_all_same
high12723.txt_q3,A_three_valid_all_same
high12734.txt_q0,A_three_valid_all_same
high12734.txt_q1,B_three_valid_exactly_two_same
high12734.txt_q2,A_three_valid_all_same
high12734.txt_q3,A_three_valid_all_same
high12742.txt_q0,A_three_valid_all_same
high12742.txt_q1,A_three_valid_all_same
high12742.txt_q2,A_three_valid_all_same
high12768.txt_q0,A_three_valid_all_same
high12768.txt_q1,A_three_valid_all_same
high12768.txt_q2,A_three_valid_all_same
high12768.txt_q3,B_three_valid_exactly_two_same
high12768.txt_q4,A_three_valid_all_same
high12771.txt_q0,A_three_valid_all_same
high1280.txt_q0,A_three_valid_all_same
high1280.txt_q1,A_three_valid_all_same
high1280.txt_q2,A_three_valid_all_same
high1280.txt_q3,A_three_valid_all_same
high1280.txt_q4,C_three_valid_all_different
high12818.txt_q0,A_three_valid_all_same
high12818.txt_q1,A_three_valid_all_same
high12818.txt_q2,A_three_valid_all_same
high12818.txt_q3,A_three_valid_all_same
high12824.txt_q0,A_three_valid_all_same
high12824.txt_q1,A_three_valid_all_same
high12824.txt_q2,A_three_valid_all_same
high12824.txt_q3,A_three_valid_all_same
high1283.txt_q0,A_three_valid_all_same
high1283.txt_q1,A_three_valid_all_same
high1283.txt_q2,A_three_valid_all_same
high1283.txt_q3,A_three_valid_all_same
high12832.txt_q0,A_three_valid_all_same
high12832.txt_q1,A_three_valid_all_same
high12832.txt_q2,A_three_valid_all_same
high12897.txt_q0,A_three_valid_all_same
high12897.txt_q1,A_three_valid_all_same
high12897.txt_q2,A_three_valid_all_same
high12906.txt_q0,A_three_valid_all_same
high12906.txt_q1,A_three_valid_all_same
high12941.txt_q0,A_three_valid_all_same
high12941.txt_q1,A_three_valid_all_same
high12941.txt_q2,A_three_valid_all_same
high12941.txt_q3,A_three_valid_all_same
high1296.txt_q0,A_three_valid_all_same
high1296.txt_q1,A_three_valid_all_same
high12998.txt_q0,A_three_valid_all_same
high12998.txt_q1,A_three_valid_all_same
high13043.txt_q0,A_three_valid_all_same
high13043.txt_q1,A_three_valid_all_same
high13043.txt_q2,A_three_valid_all_same
high13043.txt_q3,A_three_valid_all_same
high13095.txt_q0,A_three_valid_all_same
high13095.txt_q1,A_three_valid_all_same
high13095.txt_q2,A_three_valid_all_same
high1310.txt_q0,A_three_valid_all_same
high1310.txt_q1,A_three_valid_all_same
high1310.txt_q2,A_three_valid_all_same
high13140.txt_q0,A_three_valid_all_same
high13140.txt_q1,A_three_valid_all_same
high13140.txt_q2,A_three_valid_all_same
high13140.txt_q3,A_three_valid_all_same
high13143.txt_q0,A_three_valid_all_same
high13143.txt_q1,A_three_valid_all_same
high13143.txt_q2,A_three_valid_all_same
high13165.txt_q0,A_three_valid_all_same
high13165.txt_q1,B_three_valid_exactly_two_same
high13165.txt_q2,A_three_valid_all_same
high13165.txt_q3,A_three_valid_all_same
high13171.txt_q0,A_three_valid_all_same
high13171.txt_q1,A_three_valid_all_same
high13171.txt_q2,A_three_valid_all_same
high13171.txt_q3,A_three_valid_all_same
high13199.txt_q0,A_three_valid_all_same
high13199.txt_q1,A_three_valid_all_same
high13199.txt_q2,A_three_valid_all_same
high13199.txt_q3,A_three_valid_all_same
high13208.txt_q0,A_three_valid_all_same
high13208.txt_q1,A_three_valid_all_same
high13208.txt_q2,A_three_valid_all_same
high13220.txt_q0,A_three_valid_all_same
high13220.txt_q1,A_three_valid_all_same
high13238.txt_q0,A_three_valid_all_same
high13238.txt_q1,A_three_valid_all_same
high13238.txt_q2,A_three_valid_all_same
high13238.txt_q3,A_three_valid_all_same
high13250.txt_q0,A_three_valid_all_same
high13250.txt_q1,A_three_valid_all_same
high13250.txt_q2,A_three_valid_all_same
high13251.txt_q0,A_three_valid_all_same
high13251.txt_q1,A_three_valid_all_same
high13251.txt_q2,A_three_valid_all_same
high13273.txt_q0,A_three_valid_all_same
high13273.txt_q1,A_three_valid_all_same
high13273.txt_q2,A_three_valid_all_same
high13279.txt_q0,A_three_valid_all_same
high13279.txt_q1,A_three_valid_all_same
high13279.txt_q2,A_three_valid_all_same
high13279.txt_q3,A_three_valid_all_same
high13284.txt_q0,A_three_valid_all_same
high13284.txt_q1,A_three_valid_all_same
high13314.txt_q0,A_three_valid_all_same
high13314.txt_q1,A_three_valid_all_same
high13314.txt_q2,A_three_valid_all_same
high13319.txt_q0,A_three_valid_all_same
high13319.txt_q1,A_three_valid_all_same
high13342.txt_q0,A_three_valid_all_same
high13342.txt_q1,A_three_valid_all_same
high13342.txt_q2,A_three_valid_all_same
high1335.txt_q0,A_three_valid_all_same
high1335.txt_q1,A_three_valid_all_same
high1335.txt_q2,A_three_valid_all_same
high13366.txt_q0,A_three_valid_all_same
high13366.txt_q1,A_three_valid_all_same
high13366.txt_q2,A_three_valid_all_same
high13366.txt_q3,A_three_valid_all_same
high13366.txt_q4,A_three_valid_all_same
high13393.txt_q0,A_three_valid_all_same
high13393.txt_q1,A_three_valid_all_same
high13393.txt_q2,A_three_valid_all_same
high13393.txt_q3,A_three_valid_all_same
high13393.txt_q4,A_three_valid_all_same
high13398.txt_q0,A_three_valid_all_same
high13398.txt_q1,B_three_valid_exactly_two_same
high13398.txt_q2,A_three_valid_all_same
high13398.txt_q3,A_three_valid_all_same
high13424.txt_q0,A_three_valid_all_same
high13424.txt_q1,A_three_valid_all_same
high13434.txt_q0,A_three_valid_all_same
high13434.txt_q1,A_three_valid_all_same
high13458.txt_q0,A_three_valid_all_same
high13458.txt_q1,A_three_valid_all_same
high13458.txt_q2,A_three_valid_all_same
high13470.txt_q0,A_three_valid_all_same
high13470.txt_q1,A_three_valid_all_same
high1350.txt_q0,B_three_valid_exactly_two_same
high1350.txt_q1,B_three_valid_exactly_two_same
high1350.txt_q2,A_three_valid_all_same
high1350.txt_q3,A_three_valid_all_same
high13545.txt_q0,A_three_valid_all_same
high13545.txt_q1,A_three_valid_all_same
high13577.txt_q0,A_three_valid_all_same
high13577.txt_q1,A_three_valid_all_same
high13577.txt_q2,A_three_valid_all_same
high13577.txt_q3,A_three_valid_all_same
high13588.txt_q0,A_three_valid_all_same
high13588.txt_q1,A_three_valid_all_same
high13588.txt_q2,A_three_valid_all_same
high13597.txt_q0,A_three_valid_all_same
high13597.txt_q1,A_three_valid_all_same
high13597.txt_q2,A_three_valid_all_same
high13618.txt_q0,A_three_valid_all_same
high13618.txt_q1,A_three_valid_all_same
high13618.txt_q2,A_three_valid_all_same
high13618.txt_q3,A_three_valid_all_same
high13618.txt_q4,A_three_valid_all_same
high13683.txt_q0,A_three_valid_all_same
high13683.txt_q1,A_three_valid_all_same
high13702.txt_q0,A_three_valid_all_same
high13702.txt_q1,A_three_valid_all_same
high13702.txt_q2,A_three_valid_all_same
high13704.txt_q0,A_three_valid_all_same
high13704.txt_q1,A_three_valid_all_same
high13704.txt_q2,A_three_valid_all_same
high13716.txt_q0,A_three_valid_all_same
high13716.txt_q1,A_three_valid_all_same
high13716.txt_q2,A_three_valid_all_same
high13716.txt_q3,A_three_valid_all_same
high13761.txt_q0,A_three_valid_all_same
high13761.txt_q1,A_three_valid_all_same
high13781.txt_q0,A_three_valid_all_same
high13781.txt_q1,A_three_valid_all_same
high13781.txt_q2,A_three_valid_all_same
high13814.txt_q0,B_three_valid_exactly_two_same
high13814.txt_q1,A_three_valid_all_same
high13814.txt_q2,A_three_valid_all_same
high13838.txt_q0,A_three_valid_all_same
high13838.txt_q1,A_three_valid_all_same
high13838.txt_q2,A_three_valid_all_same
high13894.txt_q0,A_three_valid_all_same
high13894.txt_q1,A_three_valid_all_same
high13894.txt_q2,A_three_valid_all_same
high13909.txt_q0,A_three_valid_all_same
high13909.txt_q1,A_three_valid_all_same
high13909.txt_q2,A_three_valid_all_same
high1391.txt_q0,A_three_valid_all_same
high1391.txt_q1,A_three_valid_all_same
high1391.txt_q2,A_three_valid_all_same
high1391.txt_q3,A_three_valid_all_same
high1399.txt_q0,A_three_valid_all_same
high1399.txt_q1,A_three_valid_all_same
high1399.txt_q2,A_three_valid_all_same
high14001.txt_q0,A_three_valid_all_same
high14001.txt_q1,A_three_valid_all_same
high14001.txt_q2,A_three_valid_all_same
high14004.txt_q0,A_three_valid_all_same
high14004.txt_q1,B_three_valid_exactly_two_same
high14004.txt_q2,A_three_valid_all_same
high14070.txt_q0,A_three_valid_all_same
high14073.txt_q0,A_three_valid_all_same
high14073.txt_q1,A_three_valid_all_same
high14073.txt_q2,A_three_valid_all_same
high14073.txt_q3,A_three_valid_all_same
high14085.txt_q0,A_three_valid_all_same
