question_id,n_attempts,n_correct,mean_correct,human_bucket,human_diff_score
79,2857,1144,0.40042002100105006,Human-Mid,0.59957997899895
80,3214,2390,0.7436216552582452,Human-Mid,0.2563783447417548
81,176,98,0.5568181818181818,Human-Mid,0.44318181818181823
82,2790,1787,0.6405017921146954,Human-Mid,0.3594982078853046
83,3165,1804,0.5699842022116903,Human-Mid,0.4300157977883097
84,3048,1251,0.4104330708661417,Human-Mid,0.5895669291338583
85,1683,739,0.43909685086155675,Human-Mid,0.5609031491384433
86,2234,1679,0.7515666965085049,Human-Mid,0.24843330349149506
87,3186,1148,0.3603264281230383,Human-Hard,0.6396735718769617
88,2390,1259,0.5267782426778242,Human-Mid,0.47322175732217575
89,3064,2177,0.710509138381201,Human-Mid,0.289490861618799
90,2844,1695,0.5959915611814346,Human-Mid,0.4040084388185654
91,4238,2109,0.4976403964134026,Human-Mid,0.5023596035865974
92,2439,1272,0.5215252152521526,Human-Mid,0.47847478474784744
93,2536,659,0.25985804416403785,Human-Hard,0.7401419558359621
94,1465,443,0.3023890784982935,Human-Hard,0.6976109215017066
95,4549,2618,0.5755111013409541,Human-Mid,0.42448889865904593
96,122,50,0.4098360655737705,Human-Mid,0.5901639344262295
97,1555,940,0.6045016077170418,Human-Mid,0.39549839228295824
98,922,524,0.5683297180043384,Human-Mid,0.4316702819956616
99,1038,527,0.5077071290944123,Human-Mid,0.4922928709055877
100,324,236,0.7283950617283951,Human-Mid,0.2716049382716049
101,2761,1281,0.4639623324882289,Human-Mid,0.5360376675117711
102,310,199,0.6419354838709678,Human-Mid,0.35806451612903223
103,2451,1419,0.5789473684210527,Human-Mid,0.42105263157894735
104,740,404,0.5459459459459459,Human-Mid,0.4540540540540541
105,1880,1008,0.5361702127659574,Human-Mid,0.46382978723404256
106,2514,1468,0.5839299920445505,Human-Mid,0.41607000795544946
107,159,104,0.6540880503144654,Human-Mid,0.3459119496855346
108,571,457,0.8003502626970228,Human-Easy,0.1996497373029772
109,191,104,0.5445026178010471,Human-Mid,0.45549738219895286
110,2232,1076,0.482078853046595,Human-Mid,0.5179211469534051
111,2745,1850,0.6739526411657559,Human-Mid,0.32604735883424407
112,1262,570,0.45166402535657685,Human-Mid,0.5483359746434231
113,299,206,0.6889632107023411,Human-Mid,0.3110367892976589
114,323,200,0.6191950464396285,Human-Mid,0.3808049535603715
115,1436,752,0.5236768802228412,Human-Mid,0.4763231197771588
116,3694,2123,0.5747157552788306,Human-Mid,0.42528424472116944
117,199,122,0.6130653266331658,Human-Mid,0.3869346733668342
118,2530,1323,0.5229249011857707,Human-Mid,0.47707509881422927
119,3029,1497,0.49422251568174314,Human-Mid,0.5057774843182569
120,3750,1680,0.448,Human-Mid,0.552
121,295,157,0.5322033898305085,Human-Mid,0.4677966101694915
122,2355,1517,0.6441613588110403,Human-Mid,0.3558386411889597
123,2495,1210,0.4849699398797595,Human-Mid,0.5150300601202404
124,1418,596,0.4203102961918195,Human-Mid,0.5796897038081805
125,2078,1281,0.6164581328200193,Human-Mid,0.38354186717998073
126,141,58,0.41134751773049644,Human-Mid,0.5886524822695036
127,156,76,0.48717948717948717,Human-Mid,0.5128205128205128
128,995,790,0.7939698492462312,Human-Mid,0.20603015075376885
129,2303,1106,0.48024316109422494,Human-Mid,0.5197568389057751
130,2575,1095,0.42524271844660194,Human-Mid,0.5747572815533981
131,522,258,0.4942528735632184,Human-Mid,0.5057471264367817
132,1722,813,0.4721254355400697,Human-Mid,0.5278745644599303
133,3753,2476,0.6597388755662137,Human-Mid,0.3402611244337863
134,3154,2035,0.6452124286620164,Human-Mid,0.35478757133798355
135,1296,588,0.4537037037037037,Human-Mid,0.5462962962962963
136,1642,1190,0.7247259439707674,Human-Mid,0.2752740560292326
137,2199,1219,0.5543428831286948,Human-Mid,0.44565711687130516
138,2597,1821,0.7011936850211783,Human-Mid,0.2988063149788217
139,128,79,0.6171875,Human-Mid,0.3828125
140,1850,1277,0.6902702702702703,Human-Mid,0.3097297297297297
141,176,76,0.4318181818181818,Human-Mid,0.5681818181818181
142,4666,1753,0.37569652807543935,Human-Hard,0.6243034719245606
143,2961,2092,0.7065180682201959,Human-Mid,0.2934819317798041
144,220,133,0.6045454545454545,Human-Mid,0.3954545454545455
145,2920,1634,0.5595890410958904,Human-Mid,0.44041095890410964
146,1542,390,0.2529182879377432,Human-Hard,0.7470817120622568
147,2616,1556,0.5948012232415902,Human-Mid,0.40519877675840976
148,2526,994,0.393507521773555,Human-Hard,0.6064924782264449
149,278,186,0.6690647482014388,Human-Mid,0.3309352517985612
150,2536,1455,0.5737381703470031,Human-Mid,0.42626182965299686
151,2507,1802,0.7187873952931791,Human-Mid,0.28121260470682086
152,1641,616,0.3753808653260207,Human-Hard,0.6246191346739793
153,1606,1139,0.7092154420921544,Human-Mid,0.29078455790784563
154,2952,2392,0.8102981029810298,Human-Easy,0.18970189701897022
155,1893,428,0.22609614368726888,Human-Hard,0.7739038563127312
156,665,336,0.5052631578947369,Human-Mid,0.49473684210526314
157,2551,1762,0.6907095256762054,Human-Mid,0.30929047432379464
158,4294,2588,0.6027014438751747,Human-Mid,0.39729855612482534
159,3401,1541,0.4531020288150544,Human-Mid,0.5468979711849455
160,2294,1397,0.6089799476896252,Human-Mid,0.39102005231037484
161,4474,1610,0.3598569512740277,Human-Hard,0.6401430487259723
162,1624,642,0.39532019704433496,Human-Hard,0.604679802955665
163,1795,1289,0.7181058495821727,Human-Mid,0.2818941504178273
164,367,285,0.776566757493188,Human-Mid,0.22343324250681196
165,3315,2184,0.6588235294117647,Human-Mid,0.3411764705882353
166,561,232,0.41354723707664887,Human-Mid,0.5864527629233511
167,1740,738,0.4241379310344828,Human-Mid,0.5758620689655172
168,292,225,0.7705479452054794,Human-Mid,0.22945205479452058
169,2691,929,0.34522482348569306,Human-Hard,0.654775176514307
170,2476,1502,0.6066235864297254,Human-Mid,0.39337641357027464
171,2252,1175,0.5217584369449378,Human-Mid,0.47824156305506216
172,2140,1415,0.6612149532710281,Human-Mid,0.3387850467289719
173,251,83,0.33067729083665337,Human-Hard,0.6693227091633467
174,1816,959,0.5280837004405287,Human-Mid,0.47191629955947134
175,246,186,0.7560975609756098,Human-Mid,0.24390243902439024
176,2680,1221,0.45559701492537313,Human-Mid,0.5444029850746268
177,2602,1263,0.4853958493466564,Human-Mid,0.5146041506533436
178,2958,2540,0.8586883029073699,Human-Easy,0.14131169709263014
179,155,71,0.45806451612903226,Human-Mid,0.5419354838709678
180,174,103,0.5919540229885057,Human-Mid,0.40804597701149425
181,1617,839,0.5188620902906618,Human-Mid,0.48113790970933823
182,2315,624,0.26954643628509717,Human-Hard,0.7304535637149028
183,2745,1272,0.4633879781420765,Human-Mid,0.5366120218579236
184,3786,2562,0.6767036450079239,Human-Mid,0.3232963549920761
185,2903,1960,0.6751636238374096,Human-Mid,0.3248363761625904
186,2654,1091,0.4110776186887717,Human-Mid,0.5889223813112283
187,2520,1351,0.5361111111111111,Human-Mid,0.4638888888888889
188,1328,866,0.6521084337349398,Human-Mid,0.34789156626506024
189,1119,660,0.5898123324396782,Human-Mid,0.41018766756032177
190,2793,1862,0.6666666666666666,Human-Mid,0.33333333333333337
191,1304,652,0.5,Human-Mid,0.5
192,171,78,0.45614035087719296,Human-Mid,0.543859649122807
193,2398,1317,0.549207673060884,Human-Mid,0.450792326939116
194,1481,737,0.49763673193787983,Human-Mid,0.5023632680621202
195,3470,2518,0.7256484149855907,Human-Mid,0.27435158501440926
196,1560,902,0.5782051282051283,Human-Mid,0.42179487179487174
197,2226,793,0.35624438454627133,Human-Hard,0.6437556154537287
198,397,195,0.491183879093199,Human-Mid,0.508816120906801
199,3103,2422,0.780534966161779,Human-Mid,0.21946503383822102
200,1311,855,0.6521739130434783,Human-Mid,0.34782608695652173
201,2384,1092,0.45805369127516776,Human-Mid,0.5419463087248322
202,2378,1864,0.783851976450799,Human-Mid,0.21614802354920104
203,919,457,0.4972796517954298,Human-Mid,0.5027203482045701
204,1970,866,0.43959390862944164,Human-Mid,0.5604060913705584
205,528,273,0.5170454545454546,Human-Mid,0.4829545454545454
206,2396,971,0.40525876460767946,Human-Mid,0.5947412353923205
207,2272,1275,0.5611795774647887,Human-Mid,0.43882042253521125
208,1787,1352,0.7565752658086178,Human-Mid,0.24342473419138222
209,2877,2031,0.7059436913451512,Human-Mid,0.2940563086548488
210,3855,1896,0.49182879377431904,Human-Mid,0.5081712062256809
211,2329,1610,0.691283812795191,Human-Mid,0.308716187204809
212,2397,886,0.36962870254484775,Human-Hard,0.6303712974551523
213,3294,1771,0.5376442015786278,Human-Mid,0.4623557984213722
214,4183,1744,0.41692565144633037,Human-Mid,0.5830743485536696
215,1232,648,0.525974025974026,Human-Mid,0.474025974025974
216,2271,1331,0.5860854249229415,Human-Mid,0.41391457507705853
217,2291,948,0.41379310344827586,Human-Mid,0.5862068965517242
218,1672,510,0.3050239234449761,Human-Hard,0.6949760765550239
219,2322,1067,0.4595176571920758,Human-Mid,0.5404823428079242
220,1289,492,0.3816912335143522,Human-Hard,0.6183087664856478
221,1324,848,0.6404833836858006,Human-Mid,0.3595166163141994
222,1743,1044,0.5989672977624785,Human-Mid,0.4010327022375215
223,801,388,0.484394506866417,Human-Mid,0.515605493133583
224,1636,776,0.4743276283618582,Human-Mid,0.5256723716381417
225,2484,1470,0.5917874396135265,Human-Mid,0.40821256038647347
226,2199,839,0.38153706230104595,Human-Hard,0.6184629376989541
227,2484,1744,0.7020933977455717,Human-Mid,0.29790660225442833
228,2057,1341,0.6519202722411278,Human-Mid,0.3480797277588722
229,2830,1729,0.6109540636042403,Human-Mid,0.3890459363957597
230,1832,609,0.3324235807860262,Human-Hard,0.6675764192139738
231,2340,1757,0.7508547008547009,Human-Mid,0.24914529914529915
232,1332,962,0.7222222222222222,Human-Mid,0.2777777777777778
233,2779,1410,0.5073767542281397,Human-Mid,0.49262324577186034
234,2911,1211,0.41600824458948815,Human-Mid,0.5839917554105118
235,2352,1118,0.47534013605442177,Human-Mid,0.5246598639455782
236,2762,1602,0.5800144822592325,Human-Mid,0.41998551774076753
237,2475,1111,0.4488888888888889,Human-Mid,0.5511111111111111
238,2691,1531,0.5689334819769603,Human-Mid,0.43106651802303975
239,136,52,0.38235294117647056,Human-Hard,0.6176470588235294
240,420,250,0.5952380952380952,Human-Mid,0.40476190476190477
241,3822,1973,0.5162218733647305,Human-Mid,0.48377812663526953
242,2654,1035,0.38997739261492087,Human-Hard,0.6100226073850792
243,3115,2349,0.7540930979133227,Human-Mid,0.24590690208667731
244,1592,1298,0.8153266331658291,Human-Easy,0.1846733668341709
245,1647,1133,0.6879174256223437,Human-Mid,0.3120825743776563
246,1804,843,0.4672949002217295,Human-Mid,0.5327050997782705
247,1208,712,0.5894039735099338,Human-Mid,0.4105960264900662
248,2830,2045,0.7226148409893993,Human-Mid,0.2773851590106007
249,3137,1766,0.562958240357029,Human-Mid,0.437041759642971
250,3468,2406,0.6937716262975778,Human-Mid,0.3062283737024222
251,1974,540,0.2735562310030395,Human-Hard,0.7264437689969605
252,3018,2105,0.697481776010603,Human-Mid,0.302518223989397
253,161,90,0.5590062111801242,Human-Mid,0.44099378881987583
254,824,511,0.6201456310679612,Human-Mid,0.37985436893203883
255,3023,1606,0.5312603374131657,Human-Mid,0.4687396625868343
256,1560,1045,0.6698717948717948,Human-Mid,0.3301282051282052
257,961,635,0.6607700312174818,Human-Mid,0.3392299687825182
258,630,301,0.4777777777777778,Human-Mid,0.5222222222222221
259,2295,1388,0.6047930283224401,Human-Mid,0.3952069716775599
260,4239,2736,0.6454352441613588,Human-Mid,0.3545647558386412
261,3448,1981,0.5745359628770301,Human-Mid,0.4254640371229699
262,3661,2125,0.5804425020486206,Human-Mid,0.4195574979513794
263,2600,1141,0.43884615384615383,Human-Mid,0.5611538461538461
264,1852,1077,0.5815334773218143,Human-Mid,0.41846652267818574
265,2758,1270,0.4604786076867295,Human-Mid,0.5395213923132705
266,179,110,0.6145251396648045,Human-Mid,0.3854748603351955
267,1968,888,0.45121951219512196,Human-Mid,0.5487804878048781
268,2239,1073,0.4792317999106744,Human-Mid,0.5207682000893257
269,386,271,0.7020725388601037,Human-Mid,0.2979274611398963
270,120,67,0.5583333333333333,Human-Mid,0.44166666666666665
271,958,389,0.40605427974947805,Human-Mid,0.593945720250522
272,2733,2015,0.7372850347603366,Human-Mid,0.2627149652396634
273,2426,1263,0.5206100577081616,Human-Mid,0.4793899422918384
274,2682,1553,0.5790454884414616,Human-Mid,0.42095451155853836
275,3076,1925,0.6258127438231469,Human-Mid,0.3741872561768531
276,3402,962,0.2827748383303939,Human-Hard,0.7172251616696061
277,2640,1411,0.5344696969696969,Human-Mid,0.46553030303030307
278,3003,1672,0.5567765567765568,Human-Mid,0.4432234432234432
279,2249,892,0.3966207203201423,Human-Hard,0.6033792796798577
280,1513,690,0.4560475875743556,Human-Mid,0.5439524124256444
281,2478,1683,0.6791767554479419,Human-Mid,0.32082324455205813
282,3288,1059,0.3220802919708029,Human-Hard,0.6779197080291971
283,2954,1633,0.552809749492214,Human-Mid,0.44719025050778605
284,2881,1827,0.634154807358556,Human-Mid,0.365845192641444
285,3890,2565,0.6593830334190232,Human-Mid,0.34061696658097684
286,780,354,0.45384615384615384,Human-Mid,0.5461538461538462
287,434,326,0.7511520737327189,Human-Mid,0.24884792626728114
288,888,456,0.5135135135135135,Human-Mid,0.4864864864864865
289,2420,1215,0.5020661157024794,Human-Mid,0.4979338842975206
290,3305,2038,0.616641452344932,Human-Mid,0.38335854765506805
291,3464,1915,0.5528290993071594,Human-Mid,0.4471709006928406
292,2499,1434,0.5738295318127251,Human-Mid,0.4261704681872749
293,3622,2069,0.5712313638873551,Human-Mid,0.42876863611264493
294,998,573,0.5741482965931863,Human-Mid,0.42585170340681366
295,2726,2170,0.7960381511371973,Human-Mid,0.20396184886280266
296,106,53,0.5,Human-Mid,0.5
297,2608,1260,0.4831288343558282,Human-Mid,0.5168711656441718
298,2321,1286,0.5540715208961654,Human-Mid,0.4459284791038346
299,66,47,0.7121212121212122,Human-Mid,0.28787878787878785
300,2329,1185,0.5088020609703735,Human-Mid,0.4911979390296265
301,2856,1378,0.48249299719887956,Human-Mid,0.5175070028011204
302,1648,684,0.41504854368932037,Human-Mid,0.5849514563106797
303,575,202,0.35130434782608694,Human-Hard,0.6486956521739131
304,3879,2444,0.6300592936323794,Human-Mid,0.36994070636762055
305,922,719,0.779826464208243,Human-Mid,0.22017353579175702
306,1488,1028,0.6908602150537635,Human-Mid,0.3091397849462365
307,2265,654,0.28874172185430463,Human-Hard,0.7112582781456953
308,786,241,0.30661577608142493,Human-Hard,0.693384223918575
309,183,130,0.7103825136612022,Human-Mid,0.2896174863387978
310,3234,1463,0.4523809523809524,Human-Mid,0.5476190476190477
311,2763,1403,0.5077813970322114,Human-Mid,0.49221860296778863
312,3084,2653,0.8602464332036317,Human-Easy,0.1397535667963683
313,246,195,0.7926829268292683,Human-Mid,0.20731707317073167
314,2864,1818,0.6347765363128491,Human-Mid,0.36522346368715086
315,563,344,0.61101243339254,Human-Mid,0.38898756660746003
316,1045,502,0.48038277511961724,Human-Mid,0.5196172248803828
317,2153,1229,0.5708313980492337,Human-Mid,0.42916860195076634
318,153,113,0.738562091503268,Human-Mid,0.261437908496732
319,4994,2914,0.5835002002402884,Human-Mid,0.41649979975971163
320,482,335,0.6950207468879668,Human-Mid,0.3049792531120332
321,847,599,0.7072018890200709,Human-Mid,0.29279811097992914
322,878,414,0.4715261958997722,Human-Mid,0.5284738041002278
323,1820,1242,0.6824175824175824,Human-Mid,0.31758241758241756
324,1656,730,0.44082125603864736,Human-Mid,0.5591787439613527
325,2644,1137,0.4300302571860817,Human-Mid,0.5699697428139183
326,2173,984,0.4528301886792453,Human-Mid,0.5471698113207547
327,2824,1260,0.4461756373937677,Human-Mid,0.5538243626062322
328,3411,2092,0.613309879800645,Human-Mid,0.386690120199355
329,226,95,0.42035398230088494,Human-Mid,0.5796460176991151
330,842,551,0.6543942992874109,Human-Mid,0.3456057007125891
331,929,513,0.5522066738428417,Human-Mid,0.4477933261571583
332,3065,1893,0.6176182707993475,Human-Mid,0.3823817292006525
333,2631,1408,0.5351577347016344,Human-Mid,0.4648422652983656
334,760,371,0.4881578947368421,Human-Mid,0.5118421052631579
335,3076,1503,0.4886215864759428,Human-Mid,0.5113784135240572
336,450,235,0.5222222222222223,Human-Mid,0.47777777777777775
337,4373,2598,0.5941001600731763,Human-Mid,0.40589983992682366
338,3800,1528,0.40210526315789474,Human-Mid,0.5978947368421053
339,1517,688,0.4535266974291364,Human-Mid,0.5464733025708636
340,295,209,0.7084745762711865,Human-Mid,0.2915254237288135
341,3361,2068,0.6152930675394228,Human-Mid,0.3847069324605772
342,2907,1179,0.4055727554179567,Human-Mid,0.5944272445820433
343,2414,1595,0.6607290803645401,Human-Mid,0.33927091963545986
344,4866,3292,0.676531031648171,Human-Mid,0.32346896835182903
345,63,35,0.5555555555555556,Human-Mid,0.4444444444444444
346,2744,1652,0.6020408163265306,Human-Mid,0.3979591836734694
347,139,104,0.7482014388489209,Human-Mid,0.2517985611510791
348,2124,1387,0.6530131826741996,Human-Mid,0.3469868173258004
349,3309,2412,0.728921124206709,Human-Mid,0.27107887579329104
350,2148,1465,0.6820297951582868,Human-Mid,0.31797020484171323
351,2309,988,0.4278908618449545,Human-Mid,0.5721091381550455
352,1397,999,0.7151037938439513,Human-Mid,0.2848962061560487
353,1787,1033,0.5780637940682708,Human-Mid,0.4219362059317292
354,1187,571,0.481044650379107,Human-Mid,0.518955349620893
355,626,352,0.5623003194888179,Human-Mid,0.43769968051118213
356,216,82,0.37962962962962965,Human-Hard,0.6203703703703703
357,1784,1455,0.8155829596412556,Human-Easy,0.1844170403587444
358,1333,552,0.41410352588147037,Human-Mid,0.5858964741185296
359,3888,1352,0.3477366255144033,Human-Hard,0.6522633744855967
360,3273,2026,0.6190039718912312,Human-Mid,0.38099602810876876
361,2541,1136,0.4470680834317198,Human-Mid,0.5529319165682802
362,2152,990,0.4600371747211896,Human-Mid,0.5399628252788105
363,3080,2154,0.6993506493506494,Human-Mid,0.3006493506493506
364,1677,687,0.40966010733452596,Human-Mid,0.590339892665474
365,2320,767,0.3306034482758621,Human-Hard,0.6693965517241379
366,186,148,0.7956989247311828,Human-Mid,0.20430107526881724
367,4050,2395,0.591358024691358,Human-Mid,0.408641975308642
368,2740,1664,0.6072992700729927,Human-Mid,0.39270072992700733
369,2759,1659,0.6013048205871693,Human-Mid,0.3986951794128307
370,2991,1688,0.5643597459043798,Human-Mid,0.43564025409562024
371,2906,1311,0.4511355815554026,Human-Mid,0.5488644184445974
372,2951,1873,0.6347001016604541,Human-Mid,0.3652998983395459
373,2371,1332,0.5617882749894559,Human-Mid,0.43821172501054406
374,191,117,0.612565445026178,Human-Mid,0.38743455497382195
375,913,503,0.5509309967141293,Human-Mid,0.44906900328587074
376,3866,2094,0.5416451112260735,Human-Mid,0.4583548887739265
377,835,535,0.6407185628742516,Human-Mid,0.35928143712574845
378,694,299,0.430835734870317,Human-Mid,0.569164265129683
379,3300,1644,0.49818181818181817,Human-Mid,0.5018181818181818
380,3140,1535,0.4888535031847134,Human-Mid,0.5111464968152866
381,962,474,0.49272349272349275,Human-Mid,0.5072765072765073
382,1860,1272,0.6838709677419355,Human-Mid,0.31612903225806455
383,2418,1938,0.8014888337468983,Human-Easy,0.19851116625310172
384,1955,777,0.39744245524296673,Human-Hard,0.6025575447570333
385,1655,667,0.4030211480362538,Human-Mid,0.5969788519637462
386,1782,751,0.4214365881032548,Human-Mid,0.5785634118967452
387,682,295,0.43255131964809385,Human-Mid,0.5674486803519061
388,1085,479,0.4414746543778802,Human-Mid,0.5585253456221198
389,3177,1714,0.5395026754800126,Human-Mid,0.46049732451998737
390,1853,1372,0.7404209390178089,Human-Mid,0.2595790609821911
391,2981,1352,0.4535390808453539,Human-Mid,0.5464609191546461
392,3178,1896,0.5966016362492134,Human-Mid,0.40339836375078664
393,1081,784,0.7252543940795559,Human-Mid,0.27474560592044406
394,4163,3010,0.723036271919289,Human-Mid,0.276963728080711
395,229,86,0.37554585152838427,Human-Hard,0.6244541484716157
396,2127,1731,0.8138222849083215,Human-Easy,0.18617771509167846
397,3590,1566,0.4362116991643454,Human-Mid,0.5637883008356546
398,2430,1201,0.494238683127572,Human-Mid,0.505761316872428
399,249,131,0.5261044176706827,Human-Mid,0.4738955823293173
400,421,224,0.5320665083135392,Human-Mid,0.4679334916864608
401,1029,440,0.42759961127308066,Human-Mid,0.5724003887269193
402,2348,1099,0.4680579216354344,Human-Mid,0.5319420783645656
403,3154,1865,0.5913126188966392,Human-Mid,0.4086873811033608
404,3786,1911,0.5047543581616482,Human-Mid,0.49524564183835185
405,2975,2362,0.7939495798319328,Human-Mid,0.20605042016806718
406,3069,2143,0.6982730531117628,Human-Mid,0.3017269468882372
407,547,421,0.7696526508226691,Human-Mid,0.2303473491773309
408,180,135,0.75,Human-Mid,0.25
409,4717,2596,0.5503497986008056,Human-Mid,0.4496502013991944
410,2543,2031,0.798662996460873,Human-Mid,0.20133700353912698
411,2050,1334,0.6507317073170732,Human-Mid,0.3492682926829268
412,3744,2221,0.593215811965812,Human-Mid,0.40678418803418803
413,2271,1445,0.6362835755173932,Human-Mid,0.36371642448260677
414,1340,1115,0.832089552238806,Human-Easy,0.16791044776119401
415,907,397,0.43770672546857775,Human-Mid,0.5622932745314222
416,3206,1605,0.5006238303181535,Human-Mid,0.4993761696818465
417,2672,1322,0.49476047904191617,Human-Mid,0.5052395209580838
418,941,702,0.7460148777895855,Human-Mid,0.25398512221041447
419,332,220,0.6626506024096386,Human-Mid,0.3373493975903614
420,2342,1765,0.7536293766011956,Human-Mid,0.24637062339880444
421,4274,2953,0.6909218530650445,Human-Mid,0.3090781469349555
422,224,193,0.8616071428571429,Human-Easy,0.1383928571428571
423,2432,936,0.3848684210526316,Human-Hard,0.6151315789473684
424,2412,969,0.4017412935323383,Human-Mid,0.5982587064676617
425,779,313,0.4017971758664955,Human-Mid,0.5982028241335045
426,266,133,0.5,Human-Mid,0.5
427,248,195,0.7862903225806451,Human-Mid,0.21370967741935487
428,99,52,0.5252525252525253,Human-Mid,0.4747474747474747
429,764,438,0.5732984293193717,Human-Mid,0.4267015706806283
430,670,216,0.32238805970149254,Human-Hard,0.6776119402985075
431,2593,1980,0.7635942923254917,Human-Mid,0.2364057076745083
432,2054,1286,0.626095423563778,Human-Mid,0.373904576436222
433,2609,1303,0.4994250670755079,Human-Mid,0.5005749329244922
434,2657,1388,0.5223936770794129,Human-Mid,0.47760632292058713
