question_id,n_attempts,n_correct,mean_correct,human_bucket,human_diff_score,bridge
61,393,208,0.5292620865139949,Human-Mid,0.4707379134860051,EeDi
62,1917,1022,0.5331246739697444,Human-Mid,0.4668753260302556,EeDi
63,1346,478,0.3551263001485884,Human-Hard,0.6448736998514115,EeDi
64,2475,1790,0.7232323232323232,Human-Mid,0.2767676767676768,EeDi
65,3021,2490,0.8242303872889771,Human-Easy,0.1757696127110228,EeDi
66,1834,963,0.5250817884405671,Human-Mid,0.4749182115594329,EeDi
67,414,154,0.3719806763285024,Human-Hard,0.6280193236714976,EeDi
68,445,175,0.3932584269662921,Human-Hard,0.6067415730337078,EeDi
69,3450,1770,0.5130434782608696,Human-Mid,0.4869565217391304,EeDi
70,947,291,0.307286166842661,Human-Hard,0.692713833157339,EeDi
71,2718,1150,0.4231052244297277,Human-Mid,0.5768947755702722,EeDi
72,2208,1171,0.5303442028985508,Human-Mid,0.4696557971014492,EeDi
73,2149,1558,0.7249883666821778,Human-Mid,0.2750116333178222,EeDi
74,1483,862,0.5812542144302091,Human-Mid,0.4187457855697909,EeDi
75,3537,1885,0.5329375176703421,Human-Mid,0.4670624823296578,EeDi
76,2584,1395,0.5398606811145511,Human-Mid,0.4601393188854489,EeDi
77,2028,948,0.4674556213017751,Human-Mid,0.5325443786982249,EeDi
78,1754,1178,0.6716077537058153,Human-Mid,0.3283922462941847,EeDi
79,2857,1144,0.40042002100105,Human-Mid,0.59957997899895,EeDi
80,3214,2390,0.7436216552582452,Human-Mid,0.2563783447417548,EeDi
81,176,98,0.5568181818181818,Human-Mid,0.4431818181818182,EeDi
82,2790,1787,0.6405017921146954,Human-Mid,0.3594982078853046,EeDi
83,3165,1804,0.5699842022116903,Human-Mid,0.4300157977883097,EeDi
84,3048,1251,0.4104330708661417,Human-Mid,0.5895669291338583,EeDi
85,1683,739,0.4390968508615567,Human-Mid,0.5609031491384433,EeDi
86,2234,1679,0.7515666965085049,Human-Mid,0.248433303491495,EeDi
87,3186,1148,0.3603264281230383,Human-Hard,0.6396735718769617,EeDi
88,2390,1259,0.5267782426778242,Human-Mid,0.4732217573221757,EeDi
89,3064,2177,0.710509138381201,Human-Mid,0.289490861618799,EeDi
90,2844,1695,0.5959915611814346,Human-Mid,0.4040084388185654,EeDi
91,4238,2109,0.4976403964134026,Human-Mid,0.5023596035865974,EeDi
92,2439,1272,0.5215252152521526,Human-Mid,0.4784747847478474,EeDi
93,2536,659,0.2598580441640378,Human-Hard,0.7401419558359621,EeDi
94,1465,443,0.3023890784982935,Human-Hard,0.6976109215017066,EeDi
95,4549,2618,0.5755111013409541,Human-Mid,0.4244888986590459,EeDi
96,122,50,0.4098360655737705,Human-Mid,0.5901639344262295,EeDi
97,1555,940,0.6045016077170418,Human-Mid,0.3954983922829582,EeDi
98,922,524,0.5683297180043384,Human-Mid,0.4316702819956616,EeDi
99,1038,527,0.5077071290944123,Human-Mid,0.4922928709055877,EeDi
100,324,236,0.7283950617283951,Human-Mid,0.2716049382716049,EeDi
101,2761,1281,0.4639623324882289,Human-Mid,0.5360376675117711,EeDi
102,310,199,0.6419354838709678,Human-Mid,0.3580645161290322,EeDi
103,2451,1419,0.5789473684210527,Human-Mid,0.4210526315789473,EeDi
104,740,404,0.5459459459459459,Human-Mid,0.4540540540540541,EeDi
105,1880,1008,0.5361702127659574,Human-Mid,0.4638297872340425,EeDi
106,2514,1468,0.5839299920445505,Human-Mid,0.4160700079554494,EeDi
107,159,104,0.6540880503144654,Human-Mid,0.3459119496855346,EeDi
108,571,457,0.8003502626970228,Human-Easy,0.1996497373029772,EeDi
109,191,104,0.5445026178010471,Human-Mid,0.4554973821989528,EeDi
110,2232,1076,0.482078853046595,Human-Mid,0.5179211469534051,EeDi
111,2745,1850,0.6739526411657559,Human-Mid,0.326047358834244,EeDi
112,1262,570,0.4516640253565768,Human-Mid,0.5483359746434231,EeDi
113,299,206,0.6889632107023411,Human-Mid,0.3110367892976589,EeDi
114,323,200,0.6191950464396285,Human-Mid,0.3808049535603715,EeDi
115,1436,752,0.5236768802228412,Human-Mid,0.4763231197771588,EeDi
116,3694,2123,0.5747157552788306,Human-Mid,0.4252842447211694,EeDi
117,199,122,0.6130653266331658,Human-Mid,0.3869346733668342,EeDi
118,2530,1323,0.5229249011857707,Human-Mid,0.4770750988142292,EeDi
119,3029,1497,0.4942225156817431,Human-Mid,0.5057774843182569,EeDi
120,3750,1680,0.448,Human-Mid,0.552,EeDi
121,295,157,0.5322033898305085,Human-Mid,0.4677966101694915,EeDi
122,2355,1517,0.6441613588110403,Human-Mid,0.3558386411889597,EeDi
123,2495,1210,0.4849699398797595,Human-Mid,0.5150300601202404,EeDi
124,1418,596,0.4203102961918195,Human-Mid,0.5796897038081805,EeDi
125,2078,1281,0.6164581328200193,Human-Mid,0.3835418671799807,EeDi
126,141,58,0.4113475177304964,Human-Mid,0.5886524822695036,EeDi
127,156,76,0.4871794871794871,Human-Mid,0.5128205128205128,EeDi
128,995,790,0.7939698492462312,Human-Mid,0.2060301507537688,EeDi
129,2303,1106,0.4802431610942249,Human-Mid,0.5197568389057751,EeDi
130,2575,1095,0.4252427184466019,Human-Mid,0.5747572815533981,EeDi
131,522,258,0.4942528735632184,Human-Mid,0.5057471264367817,EeDi
132,1722,813,0.4721254355400697,Human-Mid,0.5278745644599303,EeDi
133,3753,2476,0.6597388755662137,Human-Mid,0.3402611244337863,EeDi
134,3154,2035,0.6452124286620164,Human-Mid,0.3547875713379835,EeDi
135,1296,588,0.4537037037037037,Human-Mid,0.5462962962962963,EeDi
136,1642,1190,0.7247259439707674,Human-Mid,0.2752740560292326,EeDi
137,2199,1219,0.5543428831286948,Human-Mid,0.4456571168713051,EeDi
138,2597,1821,0.7011936850211783,Human-Mid,0.2988063149788217,EeDi
139,128,79,0.6171875,Human-Mid,0.3828125,EeDi
140,1850,1277,0.6902702702702703,Human-Mid,0.3097297297297297,EeDi
141,176,76,0.4318181818181818,Human-Mid,0.5681818181818181,EeDi
142,4666,1753,0.3756965280754393,Human-Hard,0.6243034719245606,EeDi
143,2961,2092,0.7065180682201959,Human-Mid,0.2934819317798041,EeDi
144,220,133,0.6045454545454545,Human-Mid,0.3954545454545455,EeDi
145,2920,1634,0.5595890410958904,Human-Mid,0.4404109589041096,EeDi
146,1542,390,0.2529182879377432,Human-Hard,0.7470817120622568,EeDi
147,2616,1556,0.5948012232415902,Human-Mid,0.4051987767584097,EeDi
148,2526,994,0.393507521773555,Human-Hard,0.6064924782264449,EeDi
149,278,186,0.6690647482014388,Human-Mid,0.3309352517985612,EeDi
150,2536,1455,0.5737381703470031,Human-Mid,0.4262618296529968,EeDi
151,2507,1802,0.7187873952931791,Human-Mid,0.2812126047068208,EeDi
152,1641,616,0.3753808653260207,Human-Hard,0.6246191346739793,EeDi
153,1606,1139,0.7092154420921544,Human-Mid,0.2907845579078456,EeDi
154,2952,2392,0.8102981029810298,Human-Easy,0.1897018970189702,EeDi
155,1893,428,0.2260961436872688,Human-Hard,0.7739038563127312,EeDi
156,665,336,0.5052631578947369,Human-Mid,0.4947368421052631,EeDi
157,2551,1762,0.6907095256762054,Human-Mid,0.3092904743237946,EeDi
158,4294,2588,0.6027014438751747,Human-Mid,0.3972985561248253,EeDi
159,3401,1541,0.4531020288150544,Human-Mid,0.5468979711849455,EeDi
160,2294,1397,0.6089799476896252,Human-Mid,0.3910200523103748,EeDi
161,4474,1610,0.3598569512740277,Human-Hard,0.6401430487259723,EeDi
162,1624,642,0.3953201970443349,Human-Hard,0.604679802955665,EeDi
163,1795,1289,0.7181058495821727,Human-Mid,0.2818941504178273,EeDi
164,367,285,0.776566757493188,Human-Mid,0.2234332425068119,EeDi
165,3315,2184,0.6588235294117647,Human-Mid,0.3411764705882353,EeDi
166,561,232,0.4135472370766488,Human-Mid,0.5864527629233511,EeDi
167,1740,738,0.4241379310344828,Human-Mid,0.5758620689655172,EeDi
168,292,225,0.7705479452054794,Human-Mid,0.2294520547945205,EeDi
169,2691,929,0.345224823485693,Human-Hard,0.654775176514307,EeDi
170,2476,1502,0.6066235864297254,Human-Mid,0.3933764135702746,EeDi
171,2252,1175,0.5217584369449378,Human-Mid,0.4782415630550621,EeDi
172,2140,1415,0.6612149532710281,Human-Mid,0.3387850467289719,EeDi
173,251,83,0.3306772908366533,Human-Hard,0.6693227091633467,EeDi
174,1816,959,0.5280837004405287,Human-Mid,0.4719162995594713,EeDi
175,246,186,0.7560975609756098,Human-Mid,0.2439024390243902,EeDi
176,2680,1221,0.4555970149253731,Human-Mid,0.5444029850746268,EeDi
177,2602,1263,0.4853958493466564,Human-Mid,0.5146041506533436,EeDi
178,2958,2540,0.8586883029073699,Human-Easy,0.1413116970926301,EeDi
179,155,71,0.4580645161290322,Human-Mid,0.5419354838709678,EeDi
180,174,103,0.5919540229885057,Human-Mid,0.4080459770114942,EeDi
181,1617,839,0.5188620902906618,Human-Mid,0.4811379097093382,EeDi
182,2315,624,0.2695464362850971,Human-Hard,0.7304535637149028,EeDi
183,2745,1272,0.4633879781420765,Human-Mid,0.5366120218579236,EeDi
184,3786,2562,0.6767036450079239,Human-Mid,0.3232963549920761,EeDi
185,2903,1960,0.6751636238374096,Human-Mid,0.3248363761625904,EeDi
186,2654,1091,0.4110776186887717,Human-Mid,0.5889223813112283,EeDi
187,2520,1351,0.5361111111111111,Human-Mid,0.4638888888888889,EeDi
188,1328,866,0.6521084337349398,Human-Mid,0.3478915662650602,EeDi
189,1119,660,0.5898123324396782,Human-Mid,0.4101876675603217,EeDi
190,2793,1862,0.6666666666666666,Human-Mid,0.3333333333333333,EeDi
191,1304,652,0.5,Human-Mid,0.5,EeDi
192,171,78,0.4561403508771929,Human-Mid,0.543859649122807,EeDi
193,2398,1317,0.549207673060884,Human-Mid,0.450792326939116,EeDi
194,1481,737,0.4976367319378798,Human-Mid,0.5023632680621202,EeDi
195,3470,2518,0.7256484149855907,Human-Mid,0.2743515850144092,EeDi
196,1560,902,0.5782051282051283,Human-Mid,0.4217948717948717,EeDi
197,2226,793,0.3562443845462713,Human-Hard,0.6437556154537287,EeDi
198,397,195,0.491183879093199,Human-Mid,0.508816120906801,EeDi
199,3103,2422,0.780534966161779,Human-Mid,0.219465033838221,EeDi
200,1311,855,0.6521739130434783,Human-Mid,0.3478260869565217,EeDi
201,2384,1092,0.4580536912751677,Human-Mid,0.5419463087248322,EeDi
202,2378,1864,0.783851976450799,Human-Mid,0.216148023549201,EeDi
203,919,457,0.4972796517954298,Human-Mid,0.5027203482045701,EeDi
204,1970,866,0.4395939086294416,Human-Mid,0.5604060913705584,EeDi
205,528,273,0.5170454545454546,Human-Mid,0.4829545454545454,EeDi
206,2396,971,0.4052587646076794,Human-Mid,0.5947412353923205,EeDi
207,2272,1275,0.5611795774647887,Human-Mid,0.4388204225352112,EeDi
208,1787,1352,0.7565752658086178,Human-Mid,0.2434247341913822,EeDi
209,2877,2031,0.7059436913451512,Human-Mid,0.2940563086548488,EeDi
210,3855,1896,0.491828793774319,Human-Mid,0.5081712062256809,EeDi
211,2329,1610,0.691283812795191,Human-Mid,0.308716187204809,EeDi
212,2397,886,0.3696287025448477,Human-Hard,0.6303712974551523,EeDi
213,3294,1771,0.5376442015786278,Human-Mid,0.4623557984213722,EeDi
214,4183,1744,0.4169256514463303,Human-Mid,0.5830743485536696,EeDi
215,1232,648,0.525974025974026,Human-Mid,0.474025974025974,EeDi
216,2271,1331,0.5860854249229415,Human-Mid,0.4139145750770585,EeDi
217,2291,948,0.4137931034482758,Human-Mid,0.5862068965517242,EeDi
218,1672,510,0.3050239234449761,Human-Hard,0.6949760765550239,EeDi
219,2322,1067,0.4595176571920758,Human-Mid,0.5404823428079242,EeDi
220,1289,492,0.3816912335143522,Human-Hard,0.6183087664856478,EeDi
221,1324,848,0.6404833836858006,Human-Mid,0.3595166163141994,EeDi
222,1743,1044,0.5989672977624785,Human-Mid,0.4010327022375215,EeDi
223,801,388,0.484394506866417,Human-Mid,0.515605493133583,EeDi
224,1636,776,0.4743276283618582,Human-Mid,0.5256723716381417,EeDi
225,2484,1470,0.5917874396135265,Human-Mid,0.4082125603864734,EeDi
226,2199,839,0.3815370623010459,Human-Hard,0.6184629376989541,EeDi
227,2484,1744,0.7020933977455717,Human-Mid,0.2979066022544283,EeDi
228,2057,1341,0.6519202722411278,Human-Mid,0.3480797277588722,EeDi
229,2830,1729,0.6109540636042403,Human-Mid,0.3890459363957597,EeDi
230,1832,609,0.3324235807860262,Human-Hard,0.6675764192139738,EeDi
231,2340,1757,0.7508547008547009,Human-Mid,0.2491452991452991,EeDi
232,1332,962,0.7222222222222222,Human-Mid,0.2777777777777778,EeDi
233,2779,1410,0.5073767542281397,Human-Mid,0.4926232457718603,EeDi
234,2911,1211,0.4160082445894881,Human-Mid,0.5839917554105118,EeDi
235,2352,1118,0.4753401360544217,Human-Mid,0.5246598639455782,EeDi
236,2762,1602,0.5800144822592325,Human-Mid,0.4199855177407675,EeDi
237,2475,1111,0.4488888888888889,Human-Mid,0.5511111111111111,EeDi
238,2691,1531,0.5689334819769603,Human-Mid,0.4310665180230397,EeDi
239,136,52,0.3823529411764705,Human-Hard,0.6176470588235294,EeDi
240,420,250,0.5952380952380952,Human-Mid,0.4047619047619047,EeDi
241,3822,1973,0.5162218733647305,Human-Mid,0.4837781266352695,EeDi
242,2654,1035,0.3899773926149208,Human-Hard,0.6100226073850792,EeDi
243,3115,2349,0.7540930979133227,Human-Mid,0.2459069020866773,EeDi
244,1592,1298,0.8153266331658291,Human-Easy,0.1846733668341709,EeDi
245,1647,1133,0.6879174256223437,Human-Mid,0.3120825743776563,EeDi
246,1804,843,0.4672949002217295,Human-Mid,0.5327050997782705,EeDi
247,1208,712,0.5894039735099338,Human-Mid,0.4105960264900662,EeDi
248,2830,2045,0.7226148409893993,Human-Mid,0.2773851590106007,EeDi
249,3137,1766,0.562958240357029,Human-Mid,0.437041759642971,EeDi
250,3468,2406,0.6937716262975778,Human-Mid,0.3062283737024222,EeDi
251,1974,540,0.2735562310030395,Human-Hard,0.7264437689969605,EeDi
252,3018,2105,0.697481776010603,Human-Mid,0.302518223989397,EeDi
253,161,90,0.5590062111801242,Human-Mid,0.4409937888198758,EeDi
254,824,511,0.6201456310679612,Human-Mid,0.3798543689320388,EeDi
255,3023,1606,0.5312603374131657,Human-Mid,0.4687396625868343,EeDi
256,1560,1045,0.6698717948717948,Human-Mid,0.3301282051282052,EeDi
257,961,635,0.6607700312174818,Human-Mid,0.3392299687825182,EeDi
258,630,301,0.4777777777777778,Human-Mid,0.5222222222222221,EeDi
259,2295,1388,0.6047930283224401,Human-Mid,0.3952069716775599,EeDi
260,4239,2736,0.6454352441613588,Human-Mid,0.3545647558386412,EeDi
261,3448,1981,0.5745359628770301,Human-Mid,0.4254640371229699,EeDi
262,3661,2125,0.5804425020486206,Human-Mid,0.4195574979513794,EeDi
263,2600,1141,0.4388461538461538,Human-Mid,0.5611538461538461,EeDi
264,1852,1077,0.5815334773218143,Human-Mid,0.4184665226781857,EeDi
265,2758,1270,0.4604786076867295,Human-Mid,0.5395213923132705,EeDi
266,179,110,0.6145251396648045,Human-Mid,0.3854748603351955,EeDi
267,1968,888,0.4512195121951219,Human-Mid,0.5487804878048781,EeDi
268,2239,1073,0.4792317999106744,Human-Mid,0.5207682000893257,EeDi
269,386,271,0.7020725388601037,Human-Mid,0.2979274611398963,EeDi
270,120,67,0.5583333333333333,Human-Mid,0.4416666666666666,EeDi
271,958,389,0.406054279749478,Human-Mid,0.593945720250522,EeDi
272,2733,2015,0.7372850347603366,Human-Mid,0.2627149652396634,EeDi
273,2426,1263,0.5206100577081616,Human-Mid,0.4793899422918384,EeDi
274,2682,1553,0.5790454884414616,Human-Mid,0.4209545115585383,EeDi
275,3076,1925,0.6258127438231469,Human-Mid,0.3741872561768531,EeDi
276,3402,962,0.2827748383303939,Human-Hard,0.7172251616696061,EeDi
277,2640,1411,0.5344696969696969,Human-Mid,0.465530303030303,EeDi
278,3003,1672,0.5567765567765568,Human-Mid,0.4432234432234432,EeDi
279,2249,892,0.3966207203201423,Human-Hard,0.6033792796798577,EeDi
280,1513,690,0.4560475875743556,Human-Mid,0.5439524124256444,EeDi
281,2478,1683,0.6791767554479419,Human-Mid,0.3208232445520581,EeDi
282,3288,1059,0.3220802919708029,Human-Hard,0.6779197080291971,EeDi
283,2954,1633,0.552809749492214,Human-Mid,0.447190250507786,EeDi
284,2881,1827,0.634154807358556,Human-Mid,0.365845192641444,EeDi
285,3890,2565,0.6593830334190232,Human-Mid,0.3406169665809768,EeDi
286,780,354,0.4538461538461538,Human-Mid,0.5461538461538462,EeDi
287,434,326,0.7511520737327189,Human-Mid,0.2488479262672811,EeDi
288,888,456,0.5135135135135135,Human-Mid,0.4864864864864865,EeDi
289,2420,1215,0.5020661157024794,Human-Mid,0.4979338842975206,EeDi
290,3305,2038,0.616641452344932,Human-Mid,0.383358547655068,EeDi
291,3464,1915,0.5528290993071594,Human-Mid,0.4471709006928406,EeDi
292,2499,1434,0.5738295318127251,Human-Mid,0.4261704681872749,EeDi
293,3622,2069,0.5712313638873551,Human-Mid,0.4287686361126449,EeDi
294,998,573,0.5741482965931863,Human-Mid,0.4258517034068136,EeDi
295,2726,2170,0.7960381511371973,Human-Mid,0.2039618488628026,EeDi
296,106,53,0.5,Human-Mid,0.5,EeDi
297,2608,1260,0.4831288343558282,Human-Mid,0.5168711656441718,EeDi
298,2321,1286,0.5540715208961654,Human-Mid,0.4459284791038346,EeDi
299,66,47,0.7121212121212122,Human-Mid,0.2878787878787878,EeDi
300,2329,1185,0.5088020609703735,Human-Mid,0.4911979390296265,EeDi
301,2856,1378,0.4824929971988795,Human-Mid,0.5175070028011204,EeDi
302,1648,684,0.4150485436893203,Human-Mid,0.5849514563106797,EeDi
303,575,202,0.3513043478260869,Human-Hard,0.6486956521739131,EeDi
304,3879,2444,0.6300592936323794,Human-Mid,0.3699407063676205,EeDi
305,922,719,0.779826464208243,Human-Mid,0.220173535791757,EeDi
306,1488,1028,0.6908602150537635,Human-Mid,0.3091397849462365,EeDi
307,2265,654,0.2887417218543046,Human-Hard,0.7112582781456953,EeDi
308,786,241,0.3066157760814249,Human-Hard,0.693384223918575,EeDi
309,183,130,0.7103825136612022,Human-Mid,0.2896174863387978,EeDi
310,3234,1463,0.4523809523809524,Human-Mid,0.5476190476190477,EeDi
311,2763,1403,0.5077813970322114,Human-Mid,0.4922186029677886,EeDi
312,3084,2653,0.8602464332036317,Human-Easy,0.1397535667963683,EeDi
313,246,195,0.7926829268292683,Human-Mid,0.2073170731707316,EeDi
314,2864,1818,0.6347765363128491,Human-Mid,0.3652234636871508,EeDi
315,563,344,0.61101243339254,Human-Mid,0.38898756660746,EeDi
316,1045,502,0.4803827751196172,Human-Mid,0.5196172248803828,EeDi
317,2153,1229,0.5708313980492337,Human-Mid,0.4291686019507663,EeDi
318,153,113,0.738562091503268,Human-Mid,0.261437908496732,EeDi
319,4994,2914,0.5835002002402884,Human-Mid,0.4164997997597116,EeDi
320,482,335,0.6950207468879668,Human-Mid,0.3049792531120332,EeDi
321,847,599,0.7072018890200709,Human-Mid,0.2927981109799291,EeDi
322,878,414,0.4715261958997722,Human-Mid,0.5284738041002278,EeDi
323,1820,1242,0.6824175824175824,Human-Mid,0.3175824175824175,EeDi
324,1656,730,0.4408212560386473,Human-Mid,0.5591787439613527,EeDi
325,2644,1137,0.4300302571860817,Human-Mid,0.5699697428139183,EeDi
326,2173,984,0.4528301886792453,Human-Mid,0.5471698113207547,EeDi
327,2824,1260,0.4461756373937677,Human-Mid,0.5538243626062322,EeDi
328,3411,2092,0.613309879800645,Human-Mid,0.386690120199355,EeDi
329,226,95,0.4203539823008849,Human-Mid,0.5796460176991151,EeDi
330,842,551,0.6543942992874109,Human-Mid,0.3456057007125891,EeDi
331,929,513,0.5522066738428417,Human-Mid,0.4477933261571583,EeDi
332,3065,1893,0.6176182707993475,Human-Mid,0.3823817292006525,EeDi
333,2631,1408,0.5351577347016344,Human-Mid,0.4648422652983656,EeDi
334,760,371,0.4881578947368421,Human-Mid,0.5118421052631579,EeDi
335,3076,1503,0.4886215864759428,Human-Mid,0.5113784135240572,EeDi
336,450,235,0.5222222222222223,Human-Mid,0.4777777777777777,EeDi
337,4373,2598,0.5941001600731763,Human-Mid,0.4058998399268236,EeDi
338,3800,1528,0.4021052631578947,Human-Mid,0.5978947368421053,EeDi
339,1517,688,0.4535266974291364,Human-Mid,0.5464733025708636,EeDi
340,295,209,0.7084745762711865,Human-Mid,0.2915254237288135,EeDi
341,3361,2068,0.6152930675394228,Human-Mid,0.3847069324605772,EeDi
342,2907,1179,0.4055727554179567,Human-Mid,0.5944272445820433,EeDi
343,2414,1595,0.6607290803645401,Human-Mid,0.3392709196354598,EeDi
344,4866,3292,0.676531031648171,Human-Mid,0.323468968351829,EeDi
345,63,35,0.5555555555555556,Human-Mid,0.4444444444444444,EeDi
346,2744,1652,0.6020408163265306,Human-Mid,0.3979591836734694,EeDi
347,139,104,0.7482014388489209,Human-Mid,0.2517985611510791,EeDi
348,2124,1387,0.6530131826741996,Human-Mid,0.3469868173258004,EeDi
349,3309,2412,0.728921124206709,Human-Mid,0.271078875793291,EeDi
350,2148,1465,0.6820297951582868,Human-Mid,0.3179702048417132,EeDi
351,2309,988,0.4278908618449545,Human-Mid,0.5721091381550455,EeDi
352,1397,999,0.7151037938439513,Human-Mid,0.2848962061560487,EeDi
353,1787,1033,0.5780637940682708,Human-Mid,0.4219362059317292,EeDi
354,1187,571,0.481044650379107,Human-Mid,0.518955349620893,EeDi
355,626,352,0.5623003194888179,Human-Mid,0.4376996805111821,EeDi
356,216,82,0.3796296296296296,Human-Hard,0.6203703703703703,EeDi
357,1784,1455,0.8155829596412556,Human-Easy,0.1844170403587444,EeDi
358,1333,552,0.4141035258814703,Human-Mid,0.5858964741185296,EeDi
359,3888,1352,0.3477366255144033,Human-Hard,0.6522633744855967,EeDi
360,3273,2026,0.6190039718912312,Human-Mid,0.3809960281087687,EeDi
361,2541,1136,0.4470680834317198,Human-Mid,0.5529319165682802,EeDi
362,2152,990,0.4600371747211896,Human-Mid,0.5399628252788105,EeDi
363,3080,2154,0.6993506493506494,Human-Mid,0.3006493506493506,EeDi
364,1677,687,0.4096601073345259,Human-Mid,0.590339892665474,EeDi
365,2320,767,0.3306034482758621,Human-Hard,0.6693965517241379,EeDi
366,186,148,0.7956989247311828,Human-Mid,0.2043010752688172,EeDi
367,4050,2395,0.591358024691358,Human-Mid,0.408641975308642,EeDi
368,2740,1664,0.6072992700729927,Human-Mid,0.3927007299270073,EeDi
369,2759,1659,0.6013048205871693,Human-Mid,0.3986951794128307,EeDi
370,2991,1688,0.5643597459043798,Human-Mid,0.4356402540956202,EeDi
371,2906,1311,0.4511355815554026,Human-Mid,0.5488644184445974,EeDi
372,2951,1873,0.6347001016604541,Human-Mid,0.3652998983395459,EeDi
373,2371,1332,0.5617882749894559,Human-Mid,0.438211725010544,EeDi
374,191,117,0.612565445026178,Human-Mid,0.3874345549738219,EeDi
375,913,503,0.5509309967141293,Human-Mid,0.4490690032858707,EeDi
