question_id,n_attempts,human_correct_rate,human_bucket,designer_difficulty_str,datamap_region,llm_correct,llm_no_consensus
high18013.txt_q1,30,0.3333333333333333,hard,HIGH,ambiguous,True,0
high18046.txt_q0,30,0.7333333333333333,mid,HIGH,easy,True,0
high18178.txt_q0,30,0.26666666666666666,hard,HIGH,ambiguous,True,0
high18361.txt_q3,30,0.4666666666666667,mid,HIGH,easy,True,0
high18639.txt_q1,30,0.6333333333333333,mid,HIGH,easy,True,0
high18823.txt_q3,30,0.3333333333333333,hard,HIGH,ambiguous,True,0
high18890.txt_q2,30,0.6666666666666666,mid,HIGH,easy,True,0
high18894.txt_q1,30,0.23333333333333334,hard,HIGH,ambiguous,True,0
high19010.txt_q0,30,0.5,mid,HIGH,middle,True,0
high19103.txt_q2,30,0.36666666666666664,hard,HIGH,ambiguous,True,0
high19201.txt_q4,30,0.7333333333333333,mid,HIGH,easy,True,0
high19295.txt_q2,30,0.36666666666666664,hard,HIGH,middle,True,0
high19331.txt_q0,30,0.5,mid,HIGH,middle,True,0
high19344.txt_q0,30,0.06666666666666667,hard,HIGH,hard,False,0
high19544.txt_q2,30,0.23333333333333334,hard,HIGH,ambiguous,True,0
high19814.txt_q3,30,0.23333333333333334,hard,HIGH,ambiguous,True,0
high19902.txt_q1,30,0.36666666666666664,hard,HIGH,ambiguous,True,0
high20182.txt_q0,30,0.4,hard,HIGH,ambiguous,True,0
high20301.txt_q1,30,0.3333333333333333,hard,HIGH,middle,True,0
high20537.txt_q1,30,0.7333333333333333,mid,HIGH,easy,True,0
high20604.txt_q2,30,0.3333333333333333,hard,HIGH,middle,True,0
high20651.txt_q0,30,0.3,hard,HIGH,ambiguous,True,0
high2067.txt_q2,30,0.2,hard,HIGH,hard,True,0
high21029.txt_q3,30,0.6,mid,HIGH,easy,True,0
high21229.txt_q0,30,0.13333333333333333,hard,HIGH,hard,True,0
high21264.txt_q1,30,0.3,hard,HIGH,middle,True,0
high21484.txt_q1,30,0.36666666666666664,hard,HIGH,middle,True,0
high21603.txt_q3,30,0.5666666666666667,mid,HIGH,easy,True,0
high21620.txt_q0,30,0.2,hard,HIGH,hard,True,0
high21620.txt_q3,30,0.23333333333333334,hard,HIGH,ambiguous,True,0
high2176.txt_q3,30,0.7666666666666667,mid,HIGH,easy,True,0
high21774.txt_q0,30,0.6333333333333333,mid,HIGH,easy,True,0
high2186.txt_q4,30,0.13333333333333333,hard,HIGH,hard,True,0
high21936.txt_q0,30,0.5333333333333333,mid,HIGH,ambiguous,True,0
high22017.txt_q2,30,0.5,mid,HIGH,easy,True,0
high22062.txt_q0,30,0.5,mid,HIGH,easy,True,0
high2235.txt_q2,30,0.1,hard,HIGH,hard,True,0
high22654.txt_q1,30,0.3333333333333333,hard,HIGH,middle,True,0
high22807.txt_q1,30,0.4,hard,HIGH,middle,True,0
high23039.txt_q0,30,0.6,mid,HIGH,easy,True,0
high23713.txt_q3,30,0.5333333333333333,mid,HIGH,middle,True,0
high23728.txt_q1,30,0.03333333333333333,hard,HIGH,hard,True,0
high23742.txt_q2,30,0.1,hard,HIGH,hard,True,0
high23801.txt_q2,30,0.16666666666666666,hard,HIGH,ambiguous,True,0
high23828.txt_q0,30,0.13333333333333333,hard,HIGH,hard,True,0
high23865.txt_q2,30,0.13333333333333333,hard,HIGH,hard,True,0
high23889.txt_q2,30,0.36666666666666664,hard,HIGH,ambiguous,False,0
high2760.txt_q1,30,0.43333333333333335,mid,HIGH,ambiguous,True,0
high2775.txt_q0,30,0.6333333333333333,mid,HIGH,easy,True,0
high2855.txt_q2,30,0.5333333333333333,mid,HIGH,easy,True,0
high3765.txt_q3,30,0.7333333333333333,mid,HIGH,easy,True,0
high4095.txt_q1,30,0.16666666666666666,hard,HIGH,ambiguous,False,0
high4369.txt_q2,30,0.43333333333333335,mid,HIGH,ambiguous,True,0
high4520.txt_q1,30,0.5333333333333333,mid,HIGH,middle,True,0
high4613.txt_q2,30,0.26666666666666666,hard,HIGH,ambiguous,True,0
high4821.txt_q1,30,0.16666666666666666,hard,HIGH,hard,True,0
high4968.txt_q2,30,0.13333333333333333,hard,HIGH,hard,True,0
high5004.txt_q2,30,0.5333333333333333,mid,HIGH,middle,False,0
high5060.txt_q2,30,0.16666666666666666,hard,HIGH,hard,True,0
high5246.txt_q4,30,0.5666666666666667,mid,HIGH,middle,True,0
high5302.txt_q0,30,0.16666666666666666,hard,HIGH,ambiguous,True,0
high5436.txt_q2,30,0.2,hard,HIGH,middle,True,0
high5480.txt_q2,30,0.4666666666666667,mid,HIGH,middle,True,0
high598.txt_q2,30,0.26666666666666666,hard,HIGH,ambiguous,True,0
high6008.txt_q4,30,0.1,hard,HIGH,hard,True,0
high6087.txt_q2,30,0.6666666666666666,mid,HIGH,middle,True,0
high6326.txt_q0,30,0.2,hard,HIGH,hard,True,0
high6384.txt_q2,30,0.5,mid,HIGH,ambiguous,True,0
high6397.txt_q0,30,0.23333333333333334,hard,HIGH,hard,False,0
high6488.txt_q2,30,0.36666666666666664,hard,HIGH,ambiguous,True,0
high6614.txt_q0,30,0.13333333333333333,hard,HIGH,hard,True,0
high6702.txt_q3,30,0.2,hard,HIGH,hard,True,0
high7037.txt_q0,30,0.5666666666666667,mid,HIGH,easy,True,0
high7252.txt_q0,30,0.6,mid,HIGH,easy,True,0
high7462.txt_q2,30,0.4666666666666667,mid,HIGH,ambiguous,True,0
high7652.txt_q2,30,0.3,hard,HIGH,ambiguous,True,0
high7803.txt_q0,30,0.06666666666666667,hard,HIGH,hard,True,0
high7805.txt_q1,30,0.3,hard,HIGH,middle,True,0
high7944.txt_q3,30,0.3,hard,HIGH,middle,True,0
high8132.txt_q3,30,0.16666666666666666,hard,HIGH,hard,True,0
high8385.txt_q1,30,0.3,hard,HIGH,middle,True,0
high8453.txt_q2,30,0.7666666666666667,mid,HIGH,easy,True,0
high8527.txt_q2,30,0.36666666666666664,hard,HIGH,middle,True,0
high8561.txt_q1,30,0.06666666666666667,hard,HIGH,hard,True,0
high8811.txt_q1,30,0.7333333333333333,mid,HIGH,easy,True,0
high884.txt_q2,30,0.3,hard,HIGH,ambiguous,True,0
high9349.txt_q1,30,0.16666666666666666,hard,HIGH,hard,True,0
high9463.txt_q0,30,0.2,hard,HIGH,hard,True,0
high9579.txt_q1,30,0.3333333333333333,hard,HIGH,middle,True,0
high9737.txt_q1,30,0.8,easy,HIGH,easy,True,0
high9779.txt_q0,30,0.1,hard,HIGH,hard,True,0
high9779.txt_q3,30,0.5666666666666667,mid,HIGH,easy,True,0
high981.txt_q1,30,0.4,hard,HIGH,middle,True,0
middle1031.txt_q1,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle1031.txt_q2,30,0.4,hard,MIDDLE,middle,True,0
middle1061.txt_q1,30,0.5666666666666667,mid,MIDDLE,middle,True,0
middle1081.txt_q0,30,0.5,mid,MIDDLE,middle,True,0
middle1155.txt_q0,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle1160.txt_q0,30,0.16666666666666666,hard,MIDDLE,hard,True,0
middle1160.txt_q1,30,0.5666666666666667,mid,MIDDLE,middle,True,0
middle1163.txt_q0,30,0.4,hard,MIDDLE,ambiguous,True,0
middle1302.txt_q2,30,0.5,mid,MIDDLE,ambiguous,True,0
middle1381.txt_q2,30,0.6,mid,MIDDLE,easy,True,0
middle1422.txt_q0,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle1427.txt_q1,30,0.13333333333333333,hard,MIDDLE,hard,True,0
middle157.txt_q2,30,0.6,mid,MIDDLE,easy,True,0
middle157.txt_q3,30,0.6,mid,MIDDLE,middle,True,0
middle1584.txt_q3,30,0.5666666666666667,mid,MIDDLE,ambiguous,True,0
middle1638.txt_q2,30,0.16666666666666666,hard,MIDDLE,hard,True,0
middle1642.txt_q1,30,0.6333333333333333,mid,MIDDLE,easy,True,0
middle1689.txt_q2,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle175.txt_q0,30,0.5,mid,MIDDLE,ambiguous,True,0
middle1793.txt_q0,30,0.5,mid,MIDDLE,middle,True,0
middle1990.txt_q1,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle2118.txt_q2,30,0.13333333333333333,hard,MIDDLE,hard,True,0
middle217.txt_q3,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle2289.txt_q0,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle2289.txt_q3,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle2305.txt_q1,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle2333.txt_q2,30,0.36666666666666664,hard,MIDDLE,ambiguous,True,0
middle2356.txt_q1,30,0.6333333333333333,mid,MIDDLE,easy,True,0
middle2407.txt_q0,30,0.6333333333333333,mid,MIDDLE,easy,True,0
middle2473.txt_q3,30,0.5,mid,MIDDLE,middle,True,0
middle2507.txt_q1,30,0.7666666666666667,mid,MIDDLE,easy,True,0
middle2564.txt_q0,30,0.5666666666666667,mid,MIDDLE,middle,True,0
middle2624.txt_q0,30,0.8333333333333334,easy,MIDDLE,easy,True,0
middle2624.txt_q3,30,0.4666666666666667,mid,MIDDLE,ambiguous,True,0
middle2662.txt_q0,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle2679.txt_q1,30,0.06666666666666667,hard,MIDDLE,hard,True,0
middle2679.txt_q2,30,0.5,mid,MIDDLE,middle,True,0
middle2703.txt_q1,30,0.5333333333333333,mid,MIDDLE,ambiguous,True,0
middle2722.txt_q0,30,0.4666666666666667,mid,MIDDLE,ambiguous,True,0
middle2768.txt_q1,30,0.1,hard,MIDDLE,hard,True,0
middle291.txt_q0,30,0.16666666666666666,hard,MIDDLE,hard,True,0
middle2927.txt_q4,30,0.6666666666666666,mid,MIDDLE,easy,True,0
middle2946.txt_q3,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle3016.txt_q0,30,0.6,mid,MIDDLE,easy,True,0
middle3016.txt_q3,30,0.5333333333333333,mid,MIDDLE,middle,True,0
middle3028.txt_q0,30,0.5666666666666667,mid,MIDDLE,middle,True,0
middle3028.txt_q2,30,0.5,mid,MIDDLE,middle,True,0
middle3052.txt_q2,30,0.7666666666666667,mid,MIDDLE,easy,True,0
middle3103.txt_q1,30,0.7666666666666667,mid,MIDDLE,easy,True,0
middle3103.txt_q2,30,0.6,mid,MIDDLE,easy,True,0
middle3263.txt_q1,30,0.3333333333333333,hard,MIDDLE,ambiguous,True,0
middle3263.txt_q2,30,0.7,mid,MIDDLE,easy,True,0
middle3372.txt_q3,30,0.7,mid,MIDDLE,easy,True,0
middle3376.txt_q1,30,0.6333333333333333,mid,MIDDLE,easy,True,0
middle3476.txt_q0,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle3554.txt_q3,30,0.2,hard,MIDDLE,hard,True,0
middle3594.txt_q1,30,0.4,hard,MIDDLE,ambiguous,True,0
middle3625.txt_q0,30,0.16666666666666666,hard,MIDDLE,hard,True,0
middle3647.txt_q0,30,0.13333333333333333,hard,MIDDLE,hard,True,0
middle3647.txt_q1,30,0.4,hard,MIDDLE,ambiguous,True,0
middle3728.txt_q1,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle3751.txt_q3,30,0.5,mid,MIDDLE,ambiguous,True,0
middle3779.txt_q2,30,0.3333333333333333,hard,MIDDLE,hard,True,0
middle3828.txt_q2,30,0.6,mid,MIDDLE,easy,True,0
middle3828.txt_q3,30,0.6,mid,MIDDLE,easy,True,0
middle3841.txt_q0,30,0.5333333333333333,mid,MIDDLE,ambiguous,True,0
middle388.txt_q0,30,0.5333333333333333,mid,MIDDLE,middle,True,0
middle401.txt_q3,30,0.4,hard,MIDDLE,ambiguous,True,0
middle4032.txt_q2,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle4068.txt_q0,30,0.3333333333333333,hard,MIDDLE,ambiguous,True,0
middle4084.txt_q1,30,0.06666666666666667,hard,MIDDLE,hard,True,0
middle4132.txt_q3,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle4178.txt_q0,30,0.43333333333333335,mid,MIDDLE,middle,True,0
middle4240.txt_q1,30,0.5666666666666667,mid,MIDDLE,easy,True,0
middle4266.txt_q0,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle4287.txt_q1,30,0.8333333333333334,easy,MIDDLE,easy,True,0
middle4307.txt_q0,30,0.8,easy,MIDDLE,easy,True,0
middle4460.txt_q0,30,0.6333333333333333,mid,MIDDLE,easy,True,0
middle4520.txt_q3,30,0.26666666666666666,hard,MIDDLE,hard,True,0
middle4574.txt_q2,30,0.36666666666666664,hard,MIDDLE,ambiguous,True,0
middle4591.txt_q2,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle4669.txt_q1,30,0.5,mid,MIDDLE,middle,True,0
middle4704.txt_q3,30,0.3333333333333333,hard,MIDDLE,middle,True,0
middle4966.txt_q0,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle4988.txt_q1,30,0.2,hard,MIDDLE,hard,True,0
middle5018.txt_q0,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle5018.txt_q1,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle5064.txt_q1,30,0.36666666666666664,hard,MIDDLE,ambiguous,True,0
middle5148.txt_q1,30,0.5333333333333333,mid,MIDDLE,middle,True,0
middle5154.txt_q2,30,0.5,mid,MIDDLE,ambiguous,True,0
middle5154.txt_q3,30,0.4,hard,MIDDLE,ambiguous,True,0
middle516.txt_q2,30,0.1,hard,MIDDLE,hard,True,0
middle5162.txt_q2,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle5205.txt_q1,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle5339.txt_q0,30,0.7333333333333333,mid,MIDDLE,easy,False,0
middle5339.txt_q2,30,0.6666666666666666,mid,MIDDLE,easy,True,0
middle5339.txt_q3,30,0.5333333333333333,mid,MIDDLE,easy,True,0
middle5366.txt_q2,30,0.5333333333333333,mid,MIDDLE,ambiguous,True,0
middle5390.txt_q1,30,0.3,hard,MIDDLE,hard,True,0
middle5390.txt_q2,30,0.5,mid,MIDDLE,middle,True,0
middle5450.txt_q3,30,0.4,hard,MIDDLE,middle,True,0
middle5450.txt_q4,30,0.36666666666666664,hard,MIDDLE,middle,True,0
middle5625.txt_q1,30,0.3333333333333333,hard,MIDDLE,hard,False,0
middle5739.txt_q3,30,0.16666666666666666,hard,MIDDLE,hard,True,0
middle577.txt_q0,30,0.6,mid,MIDDLE,middle,True,0
middle6000.txt_q3,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle6023.txt_q0,30,0.26666666666666666,hard,MIDDLE,hard,True,0
middle6023.txt_q2,30,0.4666666666666667,mid,MIDDLE,ambiguous,True,0
middle6065.txt_q1,30,0.13333333333333333,hard,MIDDLE,hard,True,0
middle611.txt_q1,30,0.6,mid,MIDDLE,easy,True,0
middle6128.txt_q1,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle6190.txt_q1,30,0.6333333333333333,mid,MIDDLE,easy,True,0
middle6190.txt_q3,30,0.3333333333333333,hard,MIDDLE,middle,True,0
middle6374.txt_q2,30,0.16666666666666666,hard,MIDDLE,hard,False,0
middle6374.txt_q3,30,0.36666666666666664,hard,MIDDLE,ambiguous,True,0
middle6407.txt_q1,30,0.7,mid,MIDDLE,middle,True,0
middle6456.txt_q0,30,0.6,mid,MIDDLE,easy,True,0
middle6510.txt_q3,30,0.8333333333333334,easy,MIDDLE,easy,True,0
middle6637.txt_q0,30,0.36666666666666664,hard,MIDDLE,ambiguous,True,0
middle6704.txt_q4,30,0.5,mid,MIDDLE,ambiguous,True,0
middle6838.txt_q1,30,0.5,mid,MIDDLE,middle,True,0
middle6863.txt_q0,30,0.8,easy,MIDDLE,easy,True,0
middle6916.txt_q0,30,0.16666666666666666,hard,MIDDLE,hard,True,0
middle6921.txt_q0,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle6928.txt_q0,30,0.2,hard,MIDDLE,hard,True,0
middle705.txt_q2,30,0.1,hard,MIDDLE,hard,True,0
middle7063.txt_q1,30,0.5333333333333333,mid,MIDDLE,easy,True,0
middle7188.txt_q2,30,0.2,hard,MIDDLE,hard,True,0
middle7193.txt_q2,30,0.5,mid,MIDDLE,middle,True,0
middle7196.txt_q4,30,0.5333333333333333,mid,MIDDLE,middle,True,0
middle7209.txt_q0,30,0.43333333333333335,mid,MIDDLE,middle,True,0
middle7209.txt_q2,30,0.4666666666666667,mid,MIDDLE,ambiguous,True,0
middle728.txt_q2,30,0.7666666666666667,mid,MIDDLE,easy,True,0
middle7301.txt_q2,30,0.13333333333333333,hard,MIDDLE,hard,True,0
middle7301.txt_q3,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle7444.txt_q3,30,0.43333333333333335,mid,MIDDLE,middle,True,0
middle7475.txt_q3,30,0.5,mid,MIDDLE,ambiguous,True,0
middle758.txt_q1,30,0.06666666666666667,hard,MIDDLE,hard,True,0
middle7672.txt_q0,30,0.4666666666666667,mid,MIDDLE,ambiguous,True,0
middle7673.txt_q0,30,0.7,mid,MIDDLE,easy,True,0
middle7673.txt_q2,30,0.2,hard,MIDDLE,hard,True,0
middle7703.txt_q2,30,0.5333333333333333,mid,MIDDLE,middle,True,0
middle7722.txt_q4,30,0.5333333333333333,mid,MIDDLE,middle,True,0
middle7779.txt_q0,30,0.6,mid,MIDDLE,middle,True,0
middle7808.txt_q1,30,0.13333333333333333,hard,MIDDLE,hard,True,0
middle7923.txt_q0,30,0.3,hard,MIDDLE,ambiguous,True,0
middle8049.txt_q1,30,0.4,hard,MIDDLE,ambiguous,True,0
middle8073.txt_q2,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle8154.txt_q1,30,0.4666666666666667,mid,MIDDLE,middle,True,0
middle8160.txt_q1,30,0.6333333333333333,mid,MIDDLE,middle,True,0
middle8201.txt_q0,30,0.26666666666666666,hard,MIDDLE,hard,True,0
middle8248.txt_q2,30,0.4666666666666667,mid,MIDDLE,ambiguous,True,0
middle8248.txt_q4,30,0.6666666666666666,mid,MIDDLE,middle,True,0
middle909.txt_q3,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle928.txt_q4,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle93.txt_q4,30,0.4666666666666667,mid,MIDDLE,ambiguous,False,0
middle940.txt_q1,30,0.7333333333333333,mid,MIDDLE,easy,True,0
middle956.txt_q0,30,0.23333333333333334,hard,MIDDLE,hard,True,0
middle992.txt_q1,30,0.43333333333333335,mid,MIDDLE,ambiguous,True,0
middle992.txt_q2,30,0.9,easy,MIDDLE,easy,True,0
