token,path,class_guess,count
1200,revision/efficacy/e7_true_difficulty_proxy.csv,artifact_or_table,3
2050,revision/efficacy/e7_true_difficulty_proxy.csv,artifact_or_table,4
750,revision/manuscript/decision_letter_raw.txt,documentation,2
780,revision/manuscript/decision_letter_raw.txt,documentation,1
300,revision/manuscript/decision_letter_raw.txt,documentation,2
270,revision/manuscript/decision_letter_raw.txt,documentation,1
520,revision/manuscript/decision_letter_raw.txt,documentation,1
450,revision/manuscript/decision_letter_raw.txt,documentation,1
400,revision/manuscript/decision_letter_raw.txt,documentation,1
850,revision/manuscript/decision_letter_raw.txt,documentation,2
62.3,revision/manuscript/decision_letter_raw.txt,documentation,2
75.1,revision/manuscript/decision_letter_raw.txt,documentation,2
78.5,revision/manuscript/decision_letter_raw.txt,documentation,1
88.2,revision/manuscript/decision_letter_raw.txt,documentation,1
78.5,revision/manuscript/Response_to_Reviewers.md,documentation,1
780,revision/open_ended/e8_demo_scores_SIMULATED.csv,artifact_or_table,2
520,revision/open_ended/e8_demo_scores_SIMULATED.csv,artifact_or_table,2
780,revision/open_ended/e8_dual_grader_merged.csv,artifact_or_table,2
520,revision/open_ended/e8_dual_grader_merged.csv,artifact_or_table,2
780,revision/open_ended/e8_human_scores_TEMPLATE.csv,artifact_or_table,2
520,revision/open_ended/e8_human_scores_TEMPLATE.csv,artifact_or_table,2
780,revision/open_ended/e8_ollama_scores.csv,artifact_or_table,2
300,revision/open_ended/e8_ollama_scores.csv,artifact_or_table,1
520,revision/open_ended/e8_ollama_scores.csv,artifact_or_table,2
780,revision/open_ended/e8_open_ended_pilot_items.csv,artifact_or_table,2
300,revision/open_ended/e8_open_ended_pilot_items.csv,artifact_or_table,2
520,revision/open_ended/e8_open_ended_pilot_items.csv,artifact_or_table,2
400,revision/open_ended/e8_open_ended_pilot_items.csv,artifact_or_table,1
2050,revision/open_ended/e8_open_ended_pilot_items.csv,artifact_or_table,2
780,revision/open_ended/e8_second_grader_scores.csv,artifact_or_table,2
520,revision/open_ended/e8_second_grader_scores.csv,artifact_or_table,2
400,revision/protocols/e4d_no_consensus_qualitative_sample.csv,artifact_or_table,1
1200,revision/tables/table_e10_before_after_power.csv,artifact_or_table,1
1200,revision/tables/table_e10_machine_panel_summary.csv,artifact_or_table,1
1200,revision/tables/table_e10_powered_dif_summary.csv,artifact_or_table,1
780,revision/tables/table_e11_paper1_1pl_alignment.csv,artifact_or_table,1
520,revision/tables/table_e11_paper1_1pl_alignment.csv,artifact_or_table,2
850,revision/tables/table_e11_paper1_2pl_robustness.csv,artifact_or_table,1
270,revision/tables/table_e11_paper1_by_band.csv,artifact_or_table,1
520,revision/tables/table_e11_paper1_by_band.csv,artifact_or_table,1
450,revision/tables/table_e1c_length_truncation_by_band.csv,artifact_or_table,1
780,revision/tables/table_e4a_agreement_kappa.csv,artifact_or_table,1
400,revision/tables/table_e4a_agreement_kappa.csv,artifact_or_table,1
750,revision/tables/table_e4b_cartography_sensitivity.csv,artifact_or_table,1
780,revision/tables/table_e4b_cartography_sensitivity.csv,artifact_or_table,1
450,revision/tables/table_e4b_cartography_sensitivity.csv,artifact_or_table,1
270,revision/tables/table_e4c_grade_band_inversion.csv,artifact_or_table,1
300,revision/tables/table_e5_min_attempts_sweep.csv,artifact_or_table,1
780,revision/tables/table_e5_threshold_sensitivity.csv,artifact_or_table,1
300,revision/tables/table_e5_threshold_sensitivity.csv,artifact_or_table,1
2050,revision/tables/table_e5_threshold_sensitivity.csv,artifact_or_table,24
300,revision/tables/table_e7a_offline_policy_metrics.csv,artifact_or_table,1
270,revision/tables/table_e7a_offline_policy_metrics.csv,artifact_or_table,1
750,revision/tables/table_e9_e0_1pl_alignment_test.csv,artifact_or_table,2
300,revision/tables/table_e9_e0_1pl_alignment_test.csv,artifact_or_table,2
520,revision/tables/table_e9_e0_1pl_alignment_test.csv,artifact_or_table,1
400,revision/tables/table_e9_e0_1pl_alignment_test.csv,artifact_or_table,1
300,revision/tables/table_e9_e0_1pl_b_by_designer.csv,artifact_or_table,1
400,revision/tables/table_e9_e0_1pl_b_by_designer.csv,artifact_or_table,1
270,revision/tables/table_e9_e1_lr_tests_eedi.csv,artifact_or_table,1
750,revision/tables/table_e9_e2_2pl_robustness.csv,artifact_or_table,1
300,revision/tables/table_e9_e3_linking.csv,artifact_or_table,1
750,revision/tables/table_e9_e5_3pl_sensitivity.csv,artifact_or_table,1
400,revision/tables/table_region_medians.csv,artifact_or_table,2
3360,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,1
1640,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,1
1300,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,1
750,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,27
780,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,9
300,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,14
270,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,13
520,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,9
450,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,13
400,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,3
850,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,80
1200,revision/artifacts/irt/bridge_b_1pl_vs_3pl.csv,artifact_or_table,1
5000,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,38
3360,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,1
1640,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,1
1300,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,2
750,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,30
1150,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,2
1530,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,1
780,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,27
300,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,21
270,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,20
520,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,19
450,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,48
400,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,12
850,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,85
1200,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,1
2050,revision/artifacts/irt/bridge_item_params_1pl2pl3pl.csv,artifact_or_table,1
5000,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,2
3360,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,2
1640,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,1
1300,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,7
750,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,28
1530,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,1
780,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,9
300,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,29
270,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,10
520,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,22
450,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,17
400,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,6
850,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,18
1200,revision/artifacts/irt/e10_linked_difficulties.csv,artifact_or_table,1
5000,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,3
3360,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,1
1640,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,2
750,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,5
780,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,9
300,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,4
270,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,8
520,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,12
450,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,10
400,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,9
850,revision/artifacts/irt/e10_mh_dif.csv,artifact_or_table,11
300,revision/artifacts/irt/E10_POWERED_DIF_REPORT.md,documentation,1
1200,revision/artifacts/irt/E10_POWERED_DIF_REPORT.md,documentation,1
3360,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,1
1800,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,1
750,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,47
1150,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,2
1530,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,1
780,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,11
300,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,39
270,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,12
520,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,32
450,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,33
400,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,6
850,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,2
1200,revision/artifacts/irt/e10_residual_dif.csv,artifact_or_table,1
780,revision/artifacts/irt/e11_human_anchors.csv,artifact_or_table,2
270,revision/artifacts/irt/e11_human_anchors.csv,artifact_or_table,1
520,revision/artifacts/irt/e11_human_anchors.csv,artifact_or_table,2
400,revision/artifacts/irt/e11_human_anchors.csv,artifact_or_table,1
1300,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,1
750,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,4
1150,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,1
780,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,10
300,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,7
270,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,6
520,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,11
450,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,6
400,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,8
850,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,5
1200,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,2
2050,revision/artifacts/irt/e11_joint_item_params.csv,artifact_or_table,1
1800,revision/artifacts/irt/e11_llm_items.csv,artifact_or_table,4
300,revision/artifacts/irt/e11_llm_items.csv,artifact_or_table,3
450,revision/artifacts/irt/e11_llm_items.csv,artifact_or_table,2
400,revision/artifacts/irt/e11_llm_items.csv,artifact_or_table,4
750,revision/artifacts/irt/e11_llm_item_responses_all.csv,artifact_or_table,80
300,revision/artifacts/irt/e11_llm_item_responses_all.csv,artifact_or_table,240
520,revision/artifacts/irt/e11_llm_item_responses_all.csv,artifact_or_table,80
450,revision/artifacts/irt/e11_llm_item_responses_all.csv,artifact_or_table,160
2050,revision/artifacts/irt/e11_llm_item_responses_all.csv,artifact_or_table,80
300,revision/artifacts/irt/e11_llm_item_responses_encoder_sims.csv,artifact_or_table,120
450,revision/artifacts/irt/e11_llm_item_responses_encoder_sims.csv,artifact_or_table,120
750,revision/artifacts/irt/e11_llm_item_responses_llm_sims.csv,artifact_or_table,80
300,revision/artifacts/irt/e11_llm_item_responses_llm_sims.csv,artifact_or_table,120
520,revision/artifacts/irt/e11_llm_item_responses_llm_sims.csv,artifact_or_table,80
450,revision/artifacts/irt/e11_llm_item_responses_llm_sims.csv,artifact_or_table,40
2050,revision/artifacts/irt/e11_llm_item_responses_llm_sims.csv,artifact_or_table,80
1640,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,1
1300,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,1
750,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,8
780,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,2
300,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,6
270,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,2
520,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,3
450,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,1
400,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,3
850,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,3
1200,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,1
2050,revision/artifacts/irt/e11_logits_allenai_longformer-base-4096.csv,artifact_or_table,2
5000,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,1
3360,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,2
1640,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,2
750,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,4
780,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,2
300,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,4
270,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,7
520,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,4
450,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,7
400,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,6
2050,revision/artifacts/irt/e11_logits_bert-base-uncased.csv,artifact_or_table,1
270,revision/artifacts/irt/E11_PAPER1_REPORT.md,documentation,1
750,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,23
780,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,24
300,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,9
270,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,17
520,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,4
450,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,21
850,revision/artifacts/irt/e3_linked_difficulties.csv,artifact_or_table,16
5000,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,22
750,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,41
780,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,3
300,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,11
270,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,16
520,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,13
450,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,11
400,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,5
850,revision/artifacts/irt/e4_or_proxy_dif.csv,artifact_or_table,15
750,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,77
780,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,7
300,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,10
270,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,1
520,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,21
450,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,9
400,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,1
850,revision/artifacts/irt/e4_residual_dif.csv,artifact_or_table,25
5000,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,1
1300,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,1
750,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,5
1150,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,1
780,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,4
300,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,4
270,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,3
520,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,2
450,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,5
400,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,67
850,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,4
1200,revision/artifacts/irt/eedi_item_params_1pl2pl3pl.csv,artifact_or_table,1
750,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,320
780,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,120
300,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,320
270,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,40
520,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,480
450,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,80
