path,bytes,mtime_utc,sha256
LLM_out/gpt4o_1124/race_llm_prompts_val_gpt_high_fill.jsonl,790371,2026-07-26T06:43:30.202051+00:00,e4e099baf8d1b0bb145093a9caee09f6ba5d4b1cef35aa731cc37cbe408dd021
LLM_out/gpt4o_1124/race_llm_prompts_val_gpt_merged.jsonl,2955029,2026-07-26T13:16:24.297191+00:00,3bd255e0595858877b5bfdc0181655c0b1cade251a6e82dbd5e7f5b476a4783a
_revision_materials/sn-article.tex,98150,2026-08-01T15:00:46.804715+00:00,3f8d66545f566343747d5c303104fa60e6541955f02603dfde320ab527874c58
data/RACE/dev_high.jsonl,2648062,2025-12-05T02:19:16+00:00,2a0ea82a37321be8f159f44341fc378f6e271c8e2ed923a99f0e0f86e7515ff9
data/RACE/dev_mid.jsonl,662205,2025-12-05T02:19:16+00:00,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72
data/RACE/test_high.jsonl,2704872,2025-12-05T02:19:16+00:00,03986151c4778180fd375d5bfd2fabf774c40845fe294cadffe1e9b88886df72
data/RACE/test_mid.jsonl,664778,2025-12-05T02:19:16+00:00,50a43fac57ce50448ce753eb8d689005471ecfd7e8360f6241633637401b7cb0
data/RACE/train_high.jsonl,48913593,2025-12-05T02:19:16+00:00,5a1d23eafcf5f3ce1be2d0d43c38fec345e9f133c8ae138175c329dfdda5e665
data/RACE/train_mid.jsonl,11604958,2025-12-05T02:19:16+00:00,82493615e496c85a99b981795d71ecbe7b009f9d451cc817e6dd5ce928cd728d
data/eedi/train_data/train_task_3_4.csv,31731601,2025-12-05T02:19:14+00:00,8bdbe55a310641f9e59caffbff2eac85da0b2f6c6b2bb99fa69922296f52a4e1
race_prepared/race_designer_difficulty_bar.png,73021,2026-07-25T03:45:12+00:00,38f9560fd37047089e677e884697755b34721dc17da3b862f55263c9f94a652b
race_prepared/race_llm_prompts_test.jsonl,9849142,2026-07-25T03:45:12+00:00,c5ccc859fa9d91092acd67fb905876217323aeb1b4f168912f64a0f22f462d38
race_prepared/race_llm_prompts_val.jsonl,9709971,2026-07-25T03:45:12+00:00,6fa576c992937766773e5228646bb5e64ad91065ff8c3afe333d06fbcb5742d8
race_prepared/race_mcq_all.csv,361251176,2026-07-25T03:45:08+00:00,SKIPPED_LARGE_FILE
race_prepared/race_mcq_test.csv,18140864,2026-07-25T03:45:12+00:00,d202f95afa9106ba810d4519810e8e9e4ad80a249e23228e139bba4f248e3177
race_prepared/race_mcq_train.csv,325238078,2026-07-25T03:45:12+00:00,SKIPPED_LARGE_FILE
race_prepared/race_mcq_val.csv,17872534,2026-07-25T03:45:12+00:00,97fae40fa8b535288a8c829432b7eacc666601cb4b4df0645cfd59a04b52df4e
revision/STATUS.md,536,2026-08-01T15:00:46.804140+00:00,e211fe3e51da96745e8c0e3273f79f73e0e48691af9aad7cdeecf91fb481412a
revision/artifacts/.bytedance_ak,32,2026-07-25T11:42:00.001457+00:00,5fedc21e424ff5fbb4d840ddc4c37261e0094ff2d16b18be1c0b5e40b3e6110b
revision/artifacts/.zero_idle.lock,4,2026-07-26T12:38:22.952381+00:00,04e17d3132b946c48d0a3c708526055e7cd184f9a6b792995f309dd65c4c3d24
revision/artifacts/datamap_cuts_tercile.json,237,2026-07-26T13:16:26.882179+00:00,f93bbd62acb962238e1e46b535de499416bbaa4ea57a466f688b6cc97e45d830
revision/artifacts/e1_legacy_encoder_diagnosis.json,289,2026-07-26T12:04:09.709086+00:00,be739a3625435aaa0b778fcabbe038b1ebb6e70d17c2a377016870fcb538bde0
revision/artifacts/eedi_attempt_distribution_raw.csv,30209,2026-07-26T12:04:14.136108+00:00,31d64fa760b1f410b63a4d3277ceab9d5f76f4375b415fda5b1169d060108753
revision/artifacts/eedi_difficulty_min30_main.csv,65030,2026-07-26T12:04:14.145118+00:00,a77669bde79b7477f1ca658b23ceb4003e867c653a0d7118df6c9c1b342e3c2e
revision/artifacts/eedi_irt_b_proxy.csv,60451,2026-07-26T12:04:14.153116+00:00,f0725486ff66d2bec779fa40af11a5eedf12a9d86efd5ead64f716b02f309867
revision/artifacts/llm_deepseek_val.jsonl,10731354,2026-07-26T06:48:22.503227+00:00,876bae7776d3701b2ad0dbf78c2881424f669e0fe2ddfafdd26c15b56d4990e8
revision/artifacts/llm_deepseek_val_TODO.jsonl,0,2026-07-26T13:16:26.158488+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
revision/artifacts/llm_high_only_prompts.jsonl,7880125,2026-07-25T18:01:26.558937+00:00,748c6c8ed2871ac406a7d27bda47897a4ac380a8ef42fc932f99c3d0c7259166
revision/artifacts/llm_vote_val.csv,370698,2026-07-26T13:16:26.154288+00:00,f51adb218e8952108707bacd94dcaeb437ddc90ce050625ace6044de79789fb5
revision/artifacts/race_val_integrated.csv,18511733,2026-07-26T13:16:27.036953+00:00,44fde6a9bd3cfe3c171aa97a69b4d34082051fb779f21af45674641253fa2e8d
revision/artifacts/val_token_lengths.csv,154118,2026-07-26T12:04:09.076816+00:00,55a09ed49cf58d7d7f339bfc011500526c00230c61b9d5bf681f8a68d147d538
revision/audit/e6_arm_key_HIDDEN.csv,3909,2026-07-27T03:31:11.615760+00:00,032363b7ca89d5ebf0ffea4bd73bb07c6b429a8adfb9c80a491567b8608609ce
revision/audit/e6_blind_items_for_raters.csv,94124,2026-07-27T03:31:11.614756+00:00,5bf9f28b83dca5d1df24cabf30bf42018c8b43b802c5cbeccf5ae3ce445b8a1f
revision/audit/e6_coding_rubric.json,485,2026-07-27T03:31:11.615760+00:00,4a943fe9b2fa688ecf594de2892eebd8772bcc5a1723207743b0ba469ab4c954
revision/audit/e6_disagreement_rule.json,231,2026-07-27T03:31:11.630770+00:00,88515978728a5685cd3b57270851756bb4ed62231722400fe488001fcf8ca1a3
revision/audit/e6_ratings.csv,5070,2026-07-27T03:24:54+00:00,740e4383de9b978460b22830c0260a15dbebf9bb3aabcceddd29800497957bdf
revision/audit/e6_ratings_R1.csv,2594,2026-07-27T03:24:54+00:00,9e7e061218f8ade2b70830176e60f2b3a5e5c4c33bb95cd215cba1832ff847e5
revision/audit/e6_ratings_R2.csv,2632,2026-07-27T03:24:54+00:00,9afdf4082eb93f4b8fad6476149bd437acee876e3f2cd44a4f597a6e62c64e76
revision/audit/e6_ratings_TEMPLATE.csv,1908,2026-07-27T03:31:11.616760+00:00,98077924d3ae29e3f70116ccb526c00e253ca7df2b4b6335788f8dbc8a99c29b
revision/bridge/PROTOCOL_bridge_eedi.json,336,2026-07-27T03:31:12.431182+00:00,d3d4144f43a186efd2f9d59066273919e5cde70fa098a1518fa2edd9d8c1bb2a
revision/bridge/PROTOCOL_bridge_race.json,488,2026-07-27T03:31:12.367964+00:00,ff116747783f9dc8dc20405090e86297c392bb79cb5f9e5b77d2b76cdc5267c7
revision/bridge/bridge_eedi_items_with_human_labels.csv,1829543,2026-07-27T03:31:12.419676+00:00,4dd6ce0e1ec4356382203093d15ec68aaf7edf72a2a6b8a37ca49b788957c781
revision/bridge/bridge_eedi_model_prompts_TODO.jsonl,753890,2026-07-27T03:31:12.431182+00:00,4c23d61eda49f055092b8bc1bff470280081db8a4479c6e5d68b298563882a31
revision/bridge/bridge_race_gold_HIDDEN.jsonl,18322,2026-07-27T03:31:12.366964+00:00,5fb4b8d94970d69ccdc2181c9044d80b54d9f32a9cabc161cdfc45d62ffe8193
revision/bridge/bridge_race_human_rates.csv,19434,2026-07-27T03:31:12.575249+00:00,1a380c7dd9ef7be6f11302acf07414f17b58791b27a4632a70103cc8da4fa37a
revision/bridge/bridge_race_items.csv,506908,2026-07-27T03:31:12.359960+00:00,079605ee60c2ac22a9228c69faabeda030fc983aeae6c0ba50d5c4401ea8e68d
revision/bridge/bridge_race_public_items.jsonl,531751,2026-07-27T03:31:12.366964+00:00,276dc32914ec3ef7286ff86c7925605d9d62c5d8e765edb12811c511a0ed71fb
revision/bridge/bridge_race_responses.csv,530525,2026-07-27T03:25:42+00:00,ca1eb89df522b965a170e7e252031a699e7b4c3dfa7cd9f40860db593229e28a
revision/bridge/bridge_race_responses_TEMPLATE.csv,66,2026-07-27T03:31:12.367964+00:00,b9751a2addc3f7c744db45198e5f2726a06e955ac6aa3479922e12624b35676f
revision/manuscript/Response_to_Reviewers.md,5568,2026-08-01T15:00:46.804140+00:00,8043429a71e19a7f63ecac53248fbe62fed65e66b0a5bdb9b7e6a8b50b91cf7c
revision/manuscript/decision_letter_raw.txt,19824,2026-07-27T03:32:10.689850+00:00,8608a45e277445c8c2a61818c36798595cfe5d2b2b67555f46e9222170beb823
revision/tables/manifest.json,1210,2026-07-26T13:16:27.055954+00:00,eddc8a4f00f416ebb60ec86ef4271febd0a1ee7f3b4198802d2e6a8386994ca0
revision/tables/table_a1_official_split_counts.csv,96,2026-07-26T13:16:27.038956+00:00,964b0ebdb03465befc2ace085057d44ca0b361f8feb0de12fc1855d3f6bd9c3f
revision/tables/table_accuracy_by_grade_band_consensus.csv,170,2026-07-26T13:16:27.054954+00:00,a8eaabb688cd88cb22343afdfd914f1ef78e2a8869efac44c3e16082209ef20e
revision/tables/table_designer_x_region.csv,143,2026-07-26T13:16:27.047954+00:00,ecf867ecab7b7fbee150031df089276e9547533162aa8489d8e5a12f4dc5228e
revision/tables/table_e10_before_after_power.csv,393,2026-07-27T13:40:07.320569+00:00,af4e8402e9f7a06366aca9b5d2835dbbba6130168e4c53b8a9a9e73427d85f3c
revision/tables/table_e10_dif_by_designer_band.csv,122,2026-07-27T13:40:07.319570+00:00,fd9cfe0bd46582d530704ea134c03e56c813f2cf3fbcc2118a52684e3e5f30b6
revision/tables/table_e10_e3_linking_powered.csv,345,2026-07-27T13:40:07.287956+00:00,d8805ff0904f95514229ad1ce5e853fe8e6ed94d40a519a99d076306c26d37d9
revision/tables/table_e10_machine_panel_summary.csv,117,2026-07-27T13:39:37.936796+00:00,ef3b4842bf750ed361fd7d4a904b53a26f442d6cc067db3f440cacdcc5e24b42
revision/tables/table_e10_powered_dif_summary.csv,259,2026-07-27T13:40:07.316562+00:00,031bb7bb24906f92f4769a1c9ca77967ccc65bacd67acc57ec519a2b6998f46f
revision/tables/table_e11_classical_accuracy_by_source.csv,98,2026-07-27T17:21:01.249800+00:00,6b6e2a38c96f72766c6c2b490e453eb51127df840d9e9988a29fdfaaceab8c55
revision/tables/table_e11_paper1_1pl_alignment.csv,583,2026-07-27T17:21:01.246802+00:00,6b9818e4234d51f1e3b2ec11015b2dc97fd5e740a3f91e377daad564c192c30c
revision/tables/table_e11_paper1_2pl_robustness.csv,195,2026-07-27T17:21:01.247803+00:00,973a785a660b5b9c8c93e3199579f8c9be8a8a77461a9cf1ab1fdb049ca0cbf0
revision/tables/table_e11_paper1_by_band.csv,407,2026-07-27T17:21:01.247803+00:00,46534813672788fc16758b67f12fdb3f00e31e9c43dadf267ab46b98200aade4
revision/tables/table_e1b_train_vs_val_cartography.csv,122,2026-07-26T12:04:09.709086+00:00,1debf8609dd4a18214ca180888d8891afdac433a93210d4162dd0121b8a4ee8a
revision/tables/table_e1c_length_truncation_by_band.csv,196,2026-07-26T12:04:09.083817+00:00,ac3cfe7f9184ea55a394bb360d61078ad9b02c46e130a4c92d194eb397d6601d
revision/tables/table_e3a_bridge_race_alignment.csv,206,2026-07-27T03:31:12.574391+00:00,b5241dcf5051512a009d21a8b014863bcf9f4b3523faf7bb6fd8b360235c4fb9
revision/tables/table_e3a_bridge_race_sample_design.csv,176,2026-07-27T03:31:12.369965+00:00,ef72c82ed41641603e09b1269bedf37c6019ed981113e83348f740badcf780d8
revision/tables/table_e3a_recruitment_calculator.csv,91,2026-07-27T03:31:12.577358+00:00,240b62d21a65b7246637e67815669bcf39a0106a5ca24b55d595d491c5924b74
revision/tables/table_e4a_agreement_kappa.csv,491,2026-07-26T13:16:28.871661+00:00,7dea8d477e81867bd5bf3503a1b7fb5de76e9aeff76aaa695be3beb0241ee53f
revision/tables/table_e4b_cartography_sensitivity.csv,903,2026-07-26T13:16:28.932892+00:00,38fb98684ddbc0adefbf023dc8449bbaa44e287a35dd55ac30d77cabf2a14cfe
revision/tables/table_e4c_grade_band_inversion.csv,587,2026-07-26T13:16:28.944337+00:00,733f1ce1985b531db6d99cdf041bc11db541a5b35fac9cc60ad81efed8b0f1a9
revision/tables/table_e4d_no_consensus.csv,406,2026-07-26T13:16:28.950073+00:00,342840cd094c0525d9346f3de883be6cb62db008061ce1744c6792c213c64add
revision/tables/table_e5_attempt_count_distribution.csv,100,2026-07-26T12:04:14.137113+00:00,f083a2431aac578e8d80de86fdfa69722060feb97a60118be2948b9f79c1ddd2
revision/tables/table_e5_irt_proxy_correlation.csv,54,2026-07-26T12:04:14.154115+00:00,fa1e571c93093517304950544ca324f98610bd2d31a5bc865154067a6e1d0f06
revision/tables/table_e5_min_attempts_sweep.csv,293,2026-07-26T12:04:14.151116+00:00,27ab8e44af2f0acfc858f3bb1f5e46f6224e63d4a97648469ee1e09078989044
revision/tables/table_e5_threshold_sensitivity.csv,3177,2026-07-26T12:04:14.150115+00:00,c12e652aa91df3de93a45779688dfdb72853fbbfaf3e4779a0251beab0940702
revision/tables/table_e6_flaw_by_arm.csv,63,2026-07-27T03:31:11.622780+00:00,e2a396cb3ca7e5c915ea30ffd60cfd266df29d73bee4442b97af4ef025f3e12f
revision/tables/table_e6_interrater_kappa.csv,106,2026-07-27T03:31:11.630770+00:00,cacb3a1020748b79c99b428d235272e667c92bdd2a69fb41fa30cb404f69c360
revision/tables/table_e6_sample_ready.csv,99,2026-07-26T13:16:29.726408+00:00,737b3a5f406d374a0d904a59d04e3a5bccd8bbab179e9ee84957edb83c7586a3
revision/tables/table_e7a_offline_policy_metrics.csv,428,2026-07-26T13:16:30.430187+00:00,6677a6ca5061c02e7884ae7ec60762b5d826caf137453b16e814f78b92483c69
revision/tables/table_e7a_rank_correlation.csv,202,2026-07-26T13:16:30.437187+00:00,daf6e41f0aa6d4df1f9a287a31ea98a3cdc1dca575520c36ad21e5f5d2f1c10d
revision/tables/table_e7b_ab_status.csv,65,2026-07-26T13:16:30.438189+00:00,4ee4efc60d421f42751bef2e9a8d4c476e498451209137b204aff0115a872597
revision/tables/table_e8_ollama_summary.json,462,2026-07-27T06:10:51.524613+00:00,8cb33c520fe24793a7298515dbf1b13260068fea6e8489d21c937dee8ecd1153
revision/tables/table_e8_open_ended_pilot_summary.csv,369,2026-07-27T06:10:51.524097+00:00,ea1a72cfaa7901472c2979cbacfce4478cab47bbf37126bf1107258975c41b50
revision/tables/table_e9_bridge_model_ic.csv,291,2026-07-27T12:48:03.334687+00:00,34123436851e39d553c42cea66bebf1533844b3d766e69d004ddf3e034229070
revision/tables/table_e9_e0_1pl_alignment_test.csv,357,2026-07-27T12:48:03.320684+00:00,5fdb62e0b20c0f46bda68dd5427da7694c40f517345234b8936dd19aafbaa98b
revision/tables/table_e9_e0_1pl_b_by_designer.csv,219,2026-07-27T12:48:03.320684+00:00,24c14de33a54b22023391da10cc837a58494e9398e2dc1768bfa813e0c38fbc8
revision/tables/table_e9_e1_lr_tests_eedi.csv,222,2026-07-27T12:48:11.593437+00:00,9a88821d786c8adb8af431b64644704b334013f0ae50a98c64c06a7c991fe015
revision/tables/table_e9_e1_model_ic_eedi.csv,342,2026-07-27T12:48:11.592925+00:00,18ce2387d80ce5c91bb0b1be73cc7bbd0d22f93b96893dfff958b3c8764e1d7e
revision/tables/table_e9_e1_model_recommendation.csv,203,2026-07-27T12:48:11.593437+00:00,d0c6b17f967b5f36e03ffe2760f4f7f8c7e0a1f8e025bc60e3ae1c94a6abae6a
revision/tables/table_e9_e2_2pl_robustness.csv,295,2026-07-27T12:48:03.325684+00:00,1549af6100eab03ae9514bb23732962a1fb3f8655359b14ef70a3108bb7dbad1
revision/tables/table_e9_e3_linking.csv,385,2026-07-27T12:49:23.311913+00:00,3856304bd80fe5727334b2d58de3c461c8ea1586f820b62a1e9a33feb4e6dd4a
revision/tables/table_e9_e4_dif_by_designer_band.csv,127,2026-07-27T12:49:23.344913+00:00,1a550176f5195c164979d71d9ab62561e1fc78c487cb7de26f84aad3cb352dd0
revision/tables/table_e9_e4_dif_summary.csv,335,2026-07-27T12:49:23.324914+00:00,06c395747cf7a77649e5310fd0b969f845bf62d2bf2c2ed75238481ee863725d
revision/tables/table_e9_e4_or_dif_summary.csv,159,2026-07-27T12:49:23.340914+00:00,1fc57470ac90800ef3bd731e5dc170a8976a02ae18775b6f2acd1ac488f82022
revision/tables/table_e9_e5_3pl_sensitivity.csv,373,2026-07-27T12:48:03.327686+00:00,42f1fa5be5a3c590b8e0774486b6604022509ea6b2b0c2ff2773fc086f4ff918
revision/tables/table_encoder_class_pr.csv,302,2026-07-26T13:16:27.049954+00:00,54f13b16dd1f143e0ec84eb579540f482a181500a92a99f98d70861d9df977fc
revision/tables/table_llm_coverage_gap.csv,176,2026-07-26T13:16:26.159010+00:00,04f75ccbdf727905ad2d164e5b39fc44a172d56ae744476a4f5eba6237f86bfe
revision/tables/table_llm_reproducibility.csv,859,2026-07-26T13:16:26.156887+00:00,64cb2d1e3a81e3a9cfe849dd2e9be9b449cfe3e7f8ab9da32e80d3bc9f28fbc0
revision/tables/table_llm_retry_and_consensus.csv,243,2026-07-26T13:16:26.156362+00:00,6414a71793f4885262530a07988f37c2c49989995dd2f790dd38385dda32b98f
revision/tables/table_region_medians.csv,251,2026-07-26T13:16:27.048959+00:00,8b1db6d6cc8c85b303e3eefd16dd363c3a9736ba5c748d7701bf401be2dd1a48
revision/tables/table_region_sizes.csv,154,2026-07-26T13:16:27.039954+00:00,1bfd3156fdc62fa7b8b660e9416c8e92925a352fc1148f09a845f118a2492bbd
revision/tables/table_subset_denominators.csv,268,2026-07-26T13:16:27.052956+00:00,a63f4228e2a76e9908d3f9c14855376fd82ce999b23b669f0bb81de416d9be88
scripts/RACE_analyze_views_with_datamap.py,15710,2026-03-01T11:19:28+00:00,6cd49ea7d5acbe3c24b5b8298369a37b9d5fd7e8a8d4e468c17b4cbe94ec83a7
scripts/RACE_audit_datamap.py,11370,2026-03-01T11:17:56+00:00,219c764312d9c0c9c3219e753bcd63a3f4fa8fddee6c9da23fce20998ff6d1d2
scripts/RACE_prepare_and_designer_stats.py,7351,2026-07-25T03:44:50+00:00,38180df3983a7a2e8a88b89c0eae6d331abcf82f9f258adcc42a2ac5ddb7d6f1
scripts/RACE_process_data.py,769,2025-12-05T02:19:14+00:00,3290908b1dbdcf47dc6b629542665f4535a84d664dd963fc64377dfffcf86303
scripts/RACE_train_bert_models_trainer.py,17011,2026-08-01T15:00:46.804715+00:00,4b7ef6d70e644133704b7864f97b698e9ae58a4ecbc06e10c1910069c251e6a1
scripts/revision/__init__.py,0,2026-07-25T03:49:36+00:00,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
scripts/revision/_finalize_mcq_only.py,13961,2026-08-01T15:00:46.804715+00:00,087e719f9a33cd7207e1cca7d2d02a11afc318f24185fd5d43983c23fe9270b1
scripts/revision/_patch_manuscript_full.py,30565,2026-08-01T15:00:46.804140+00:00,61f4514767d04deb92f81fad9a12b65eb4381bce96cded1578b8e609310e9e3d
scripts/revision/_smoke_gpt_ak.py,1146,2026-08-01T15:00:46.804140+00:00,63e4775d45b93043135392d22d96b022a5d55694ad829ae84e220ff878c99d98
scripts/revision/common.py,5220,2026-07-25T03:45:30+00:00,31db9280f11daa489a0dd94bc3d68b1e49632a4b0a20065816dc16777c35e31a
scripts/revision/e0_build_integrated_table.py,11463,2026-07-25T03:46:28+00:00,5403900010fb028e1d4c852c53d8a11bb736836c2e9de32174fc463162b185bd
scripts/revision/e10_expand_machine_students.py,32835,2026-08-01T15:00:46.804715+00:00,a68d1490ded72e12f172bc30df97d42ad9cff1703cf7488062a4cf2b53a5b046
scripts/revision/e11_paper1_llm_vs_human_items.py,26917,2026-08-01T15:00:46.804140+00:00,a9a0a72a3e1e6b45b881851a75ebd6bec36924093c8302564a9cb4eee50ecaf5
scripts/revision/e1_dataloader_learn.py,1828,2026-08-01T15:00:46.804140+00:00,e416688bfb09a9c507fdb3b267284bd59b9a7fb214f2d3d6ac4b5427ff996007
scripts/revision/e1_encoder_cartography.py,11515,2026-07-25T03:47:00+00:00,8b047136183391ffa5de9866c7eb2c2d782e882e605f35cb84de0bfc447d3e5f
scripts/revision/e1_mc_debug.py,3947,2026-08-01T15:00:46.804715+00:00,cf1a39d5056d94491937ba0714006d77b4fdf9a95f0b6d63a62e247b6f552647
scripts/revision/e1_mc_smoke.py,3273,2026-08-01T15:00:46.804715+00:00,c99c2e46ec2e979448f1f8fd848e34bee7140823f03bc4576275d94861d27685
scripts/revision/e1_mirror_raw.py,1793,2026-08-01T15:00:46.804715+00:00,ba0a3cda5bea421103351d6ad5d6d9e00c30a2741d14800e893b268e695e8f74
scripts/revision/e1_raw_exact_replay.py,1645,2026-08-01T15:00:46.804140+00:00,c47514e2fcad89033ca2d197a147365f8ccbf8eb28224f0538e084a1707a29cc
scripts/revision/e1_raw_full_smoke.py,1997,2026-08-01T15:00:46.804715+00:00,aac5418d63eea19bef59eea983da6ddadf8275b9802bbcaeeea8f0054886abbe
scripts/revision/e1_raw_pt_smoke.py,1974,2026-08-01T15:00:46.804140+00:00,a4b0a0aa4a047e710d17eaf2257790bcd0c3d629abf1b3b05ae2ace3afe73047
scripts/revision/e1_seq_qo_smoke.py,3348,2026-08-01T15:00:46.804140+00:00,67fcbc75825a988d352c82e33d59ded4d500a49ba2d7c24daec833deb1db1334
scripts/revision/e1_smoke_learn.py,4895,2026-08-01T15:00:46.804715+00:00,59b503f7f747eb7f0c06f2b77771693a5f7892f9dce8d95fc1589440c016ba31
scripts/revision/e1_smoke_trainer_fix.py,3225,2026-08-01T15:00:46.804140+00:00,85e951ad3c6fc23549caa9b07e21f8b3d8ebd42d7e071ea809681ef055464fe8
scripts/revision/e1_train_custom.py,11083,2026-08-01T15:00:46.804715+00:00,fa87763710ef24bcd4335bcc296fd8da4cdf109d6ac4da8065adf94923111fdb
scripts/revision/e1_train_mc.py,10849,2026-08-01T15:00:46.804715+00:00,fe4ddd432b00de5d0bed6c806803fc599a9f74c408953324b738e4ccb97577b6
scripts/revision/e2_fill_missing_doubao.py,5313,2026-08-01T15:00:46.804140+00:00,6959d74c96cb95b03dbbb566e1bf98ccf84a8cf522bd1a5d4e3af8d874099c83
scripts/revision/e2_fill_missing_gpt.py,8964,2026-08-01T15:00:46.804140+00:00,a84e18cf84aba648ede19bee5001fe19431b41a0bf70c45531e5f0f1eaf66d7d
scripts/revision/e2_llm_vote_aggregate.py,14815,2026-08-01T15:00:46.804715+00:00,81c0c2cbab262f4da6f6d1d41c8bd65d096426495413f5b455d440b4ad1c3938
scripts/revision/e2_merge_doubao_fills.py,1570,2026-08-01T15:00:46.804715+00:00,69f244ba7f406c3a885239e7743bec2d9127c753d924453caaa0729835a9f97c
scripts/revision/e2_merge_gpt_fills.py,1650,2026-08-01T15:00:46.804715+00:00,5556575611a1caf530e6c9c10903e7cf18a65983807c4f8b2edefeefc0cf4240
scripts/revision/e2_run_deepseek_backend.py,4175,2026-07-25T03:49:58+00:00,1a130244c6d6c3d7121522f4e69dbb30b1e8521a35b96acf0f22cf8851e1c698
scripts/revision/e3_bridge_collect_app.py,2784,2026-08-01T15:00:46.804715+00:00,c75261e1c2f8047f4d8b4f5359039c26ff7ece308a0af39b6a53cb41c4a0c91a
scripts/revision/e3_human_machine_bridge.py,11866,2026-07-25T03:50:38+00:00,6e2f304b236217326ff8b5720c5f09e8fdeeb047b567ebd1e2a3ab2814c5b0f9
scripts/revision/e4_agreement_sensitivity.py,11053,2026-07-25T03:48:12+00:00,4368c128ddebf74f1aae46a8a16d2d04c7430e4ca6c7159aa115cacabbbabfa0
scripts/revision/e5_eedi_reliability.py,6289,2026-07-25T03:51:20+00:00,a40131219885372873486e9640605c5c570c5bf979decfa22037144b544214af
scripts/revision/e6_content_audit.py,7648,2026-07-25T03:48:32+00:00,0eceb52663ca181acab26a32abd289b97e4a3484f7ea6c13ead4a71a70caecb9
scripts/revision/e6_rating_app.py,3666,2026-08-01T15:00:46.804140+00:00,588a588d8cf4f5e460e196756472853b9e9287db134c8c8a8d1cac292e109646
scripts/revision/e7_review_efficacy.py,9116,2026-07-25T03:52:20+00:00,f78bc210be27c4e75680436d80698dc1eb90020b4c1b87d9c73ac3ce6bb894f6
scripts/revision/e8_open_ended_pilot.py,5533,2026-07-25T03:49:36+00:00,aee482f1376229a1229fcdc6f344724849da7f51f3a351959f60f967e7d5808d
scripts/revision/e8_run_ollama_pilot.py,4048,2026-08-01T15:00:46.804715+00:00,fb63f2dc616f6c63ccda28f8f63741e384e07a11d0df402527d0e47572602162
scripts/revision/e9_irt_model_family.py,38576,2026-08-01T15:00:46.804715+00:00,3463143502ac9a5ff4d5dcf2bc595587b0d51f8a8776ea8bafe777c948c8c70e
scripts/revision/monitor_and_drive.py,9433,2026-08-01T15:00:46.804715+00:00,27cacbb8b693b5399b210daecd032c2a91f15bf97f3160bd3c01dc90d0beb3a6
scripts/revision/run_all_local.py,1073,2026-07-25T03:49:36+00:00,9b88592d886a6df6c5745d306775215cc22028dc7705c62e140845fb0e3bd3c2
scripts/revision/watch_e1_then_rebuild.py,2420,2026-08-01T15:00:46.804715+00:00,516e6023d107eb8e14c50e6f26a72725e32327826ad916fe17e77230c271191f
scripts/revision/zero_idle_orchestrator.py,19456,2026-08-01T15:00:46.804140+00:00,64d61234dd6d8e9a512cdbdd05935b0d5832a0f3d99d11d0d84aab6bc356d915
