question_id,split,grade_band,source_file,question_index,gold_option,passage_length_tokens,truncated,raw_data_sha256,region_seed0,region_seed1,region_seed2,region_majority,encoder_correct_mean,encoder_correct_majority,last_correct_seed0,last_correct_seed1,last_correct_seed2,pred_correct_seed0,pred_correct_seed1,pred_correct_seed2,backend_vote_1,backend_vote_2,backend_vote_3,consensus_option,consensus_status,llm_correct,vote_source,designer_difficulty_str,datamap_region,passage_approx_tokens,likely_truncated_2048,legacy_datamap_region,region_label,enc_correct,encoder_correct
middle909.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,A,254,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,254,0,easy,easy,1.0,1.0
middle909.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,254,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,254,0,easy,easy,1.0,1.0
middle909.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,C,254,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,254,0,easy,easy,1.0,1.0
middle3334.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,316,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,316,0,ambiguous,ambiguous,1.0,1.0
middle3334.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,316,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,hard,middle,0.6666666666666666,1,1,1,0,1,1,0,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,316,0,ambiguous,middle,0.6666666666666666,0.6666666666666666
middle3334.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,316,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,D,D,D,D,consensus,0,frozen_v1_two_of_three,MIDDLE,hard,316,0,hard,hard,0.0,0.0
middle3334.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,A,316,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,hard,ambiguous,0.6666666666666666,1,1,1,0,1,1,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,316,0,ambiguous,ambiguous,0.6666666666666666,0.6666666666666666
middle1292.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,130,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,130,0,easy,easy,1.0,1.0
middle1292.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,130,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,130,0,easy,easy,1.0,1.0
middle1292.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,130,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,130,0,easy,easy,1.0,1.0
middle1292.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,A,130,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,130,0,easy,easy,1.0,1.0
middle1292.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,130,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,middle,hard,hard,0.0,0,0,0,0,0,0,0,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,130,0,middle,hard,0.0,0.0
middle5625.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,201,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,0.6666666666666666,1,0,1,1,0,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,201,0,ambiguous,middle,0.6666666666666666,0.6666666666666666
middle5625.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,201,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,C,C,D,C,consensus,0,frozen_v1_two_of_three,MIDDLE,hard,201,0,hard,hard,0.0,0.0
middle7998.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,296,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,296,0,easy,easy,1.0,1.0
middle7998.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,296,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,0.6666666666666666,1,0,1,1,0,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,296,0,middle,middle,0.6666666666666666,0.6666666666666666
middle7998.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,296,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,296,0,middle,middle,1.0,1.0
middle7740.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,394,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,easy,middle,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,394,0,easy,middle,1.0,1.0
middle7740.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,B,394,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,394,0,hard,ambiguous,1.0,1.0
middle7740.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,C,394,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,394,0,easy,easy,1.0,1.0
middle1641.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,196,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,196,0,easy,easy,1.0,1.0
middle1641.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,196,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,0.3333333333333333,0,0,1,0,0,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,196,0,hard,middle,0.3333333333333333,0.3333333333333333
middle1641.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,196,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,196,0,easy,easy,1.0,1.0
middle1641.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,196,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,hard,ambiguous,ambiguous,0.3333333333333333,0,0,0,1,0,0,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,196,0,ambiguous,ambiguous,0.3333333333333333,0.3333333333333333
middle4088.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,94,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,94,0,easy,middle,1.0,1.0
middle4088.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,94,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,94,0,ambiguous,ambiguous,1.0,1.0
middle4088.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,C,94,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,94,0,middle,middle,1.0,1.0
middle4088.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,94,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,94,0,middle,ambiguous,1.0,1.0
middle5396.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,194,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,0,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,194,0,ambiguous,ambiguous,1.0,1.0
middle5396.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,194,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,194,0,hard,hard,0.0,0.0
middle5396.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,194,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,hard,ambiguous,0.0,0,0,0,0,0,0,0,B,B,C,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,194,0,hard,ambiguous,0.0,0.0
middle5396.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,A,194,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,194,0,hard,hard,0.0,0.0
middle5396.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,A,194,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,194,0,easy,easy,1.0,1.0
middle6107.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,220,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,ambiguous,middle,middle,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,220,0,ambiguous,middle,1.0,1.0
middle6107.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,220,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,ambiguous,middle,middle,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,220,0,easy,middle,1.0,1.0
middle6107.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,220,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,220,0,ambiguous,easy,1.0,1.0
middle6107.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,220,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,220,0,easy,easy,1.0,1.0
middle2407.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,D,151,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,middle,middle,middle,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,151,0,easy,middle,1.0,1.0
middle2407.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,151,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,151,0,easy,easy,1.0,1.0
middle2407.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,151,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,151,0,easy,easy,1.0,1.0
middle2407.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,151,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,151,0,ambiguous,ambiguous,1.0,1.0
middle2407.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,151,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,151,0,ambiguous,ambiguous,1.0,1.0
middle4704.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,317,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,317,0,ambiguous,ambiguous,1.0,1.0
middle4704.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,B,317,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,317,0,ambiguous,middle,1.0,1.0
middle4704.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,A,317,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,middle,middle,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,317,0,ambiguous,middle,1.0,1.0
middle4704.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,317,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,0.6666666666666666,1,1,1,0,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,317,0,middle,ambiguous,0.6666666666666666,0.6666666666666666
middle4704.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,A,317,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,317,0,hard,hard,0.0,0.0
middle1132.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,166,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,ambiguous,hard,hard,0.0,0,0,0,0,0,0,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,166,0,hard,hard,0.0,0.0
middle1132.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,166,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,166,0,easy,easy,1.0,1.0
middle1132.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,166,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,ambiguous,middle,middle,0.6666666666666666,1,0,1,1,0,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,166,0,middle,middle,0.6666666666666666,0.6666666666666666
middle1132.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,166,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,166,0,easy,easy,1.0,1.0
middle1132.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,166,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,166,0,easy,middle,1.0,1.0
middle5426.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,136,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,ambiguous,ambiguous,0.6666666666666666,1,1,0,1,1,0,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,136,0,ambiguous,ambiguous,0.6666666666666666,0.6666666666666666
middle5426.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,136,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,136,0,middle,middle,1.0,1.0
middle5426.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,136,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,136,0,ambiguous,ambiguous,1.0,1.0
middle897.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,D,227,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,227,0,ambiguous,ambiguous,1.0,1.0
middle897.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,227,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,227,0,easy,easy,1.0,1.0
middle897.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,C,227,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,0,frozen_v1_two_of_three,MIDDLE,ambiguous,227,0,middle,ambiguous,1.0,1.0
middle897.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,227,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,1.0,1,1,1,1,1,1,0,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,227,0,ambiguous,middle,1.0,1.0
middle897.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,227,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,ambiguous,hard,0.0,0,0,0,0,0,0,0,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,227,0,hard,hard,0.0,0.0
middle8248.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,318,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,ambiguous,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,318,0,middle,middle,1.0,1.0
middle8248.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,318,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,hard,ambiguous,0.6666666666666666,1,1,1,0,1,1,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,318,0,ambiguous,ambiguous,0.6666666666666666,0.6666666666666666
middle8248.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,318,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,318,0,ambiguous,ambiguous,1.0,1.0
middle8248.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,C,318,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,C,A,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,318,0,ambiguous,ambiguous,1.0,1.0
middle8248.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,318,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,easy,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,318,0,middle,middle,1.0,1.0
middle511.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,374,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,middle,middle,0.3333333333333333,0,1,0,0,1,0,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,374,0,hard,middle,0.3333333333333333,0.3333333333333333
middle511.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,B,374,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,374,0,easy,easy,1.0,1.0
