question_id,n_attempts,n_students,n_correct,empirical_correctness,empirical_difficulty,eb_correctness,eb_difficulty,posterior_lower_95,posterior_upper_95,irt_item_difficulty,irt_se,irt_ci_lower,irt_ci_upper
36,827,827,337,0.407496977025393,0.592503022974607,0.4085900784302093,0.5914099215697908,0.5579129415530393,0.624492710271248,0.51700157,0.0823448,0.35560575,0.6783974
37,2274,2274,1377,0.6055408970976254,0.3944591029023746,0.6051453729463614,0.3948546270536386,0.37489766595507934,0.4149860657251372,-0.4827958,0.046105176,-0.57316196,-0.39242965
38,2482,2482,1231,0.4959709911361805,0.5040290088638195,0.4960120421353932,0.5039879578646068,0.48435682400420366,0.5236130266443308,0.0752486,0.04549456,-0.013920739,0.16441794
39,2607,2607,1189,0.45607978519370923,0.5439202148062907,0.45625877607841425,0.5437412239215857,0.5246286869959274,0.5627904156708696,0.35999912,0.04506578,0.2716702,0.44832805
40,2599,2599,910,0.3501346671796845,0.6498653328203154,0.35068690379248785,0.6493130962075122,0.6308965799402166,0.6675127190998267,0.7260916,0.04960111,0.62887347,0.8233098
41,628,628,210,0.3343949044585987,0.6656050955414012,0.3368820447144485,0.6631179552855515,0.6259774071975375,0.6992885771392585,0.9313601,0.10313881,0.72920805,1.1335123
42,166,166,60,0.3614457831325301,0.6385542168674698,0.36907557154285153,0.6309244284571485,0.5583493324046694,0.700667425828126,0.66621864,0.19476922,0.28447098,1.0479662
44,2169,2169,707,0.3259566620562471,0.6740433379437529,0.3267197621752255,0.6732802378247744,0.6534399735693996,0.6928191042387606,1.0053674,0.055545337,0.89649856,1.1142362
45,2644,2644,1128,0.4266263237518911,0.573373676248109,0.4269046733765021,0.5730953266234979,0.5542271732060904,0.5918591012336508,0.3960534,0.0458421,0.3062029,0.48590392
46,2554,2554,674,0.2638997650743931,0.7361002349256069,0.2647703823951003,0.7352296176048997,0.7179804916315449,0.7521310554596284,1.2505826,0.056008283,1.1408063,1.3603588
47,2884,2884,1716,0.59500693481276,0.40499306518724,0.5947282096798054,0.40527179032019456,0.3874489942917545,0.42321863495045564,-0.31801215,0.040810917,-0.39800155,-0.23802274
48,851,851,325,0.381903642773208,0.618096357226792,0.3832392381352453,0.6167607618647547,0.5840413364204229,0.6489658939789366,0.6472683,0.083639234,0.48333538,0.8112012
49,2607,2607,1181,0.45301112389719983,0.5469888761028001,0.4532008767947491,0.5467991232052509,0.5276950250041499,0.5658354478490437,0.37486684,0.04515148,0.28636995,0.46336374
50,2907,2907,1711,0.5885792913656691,0.4114207086343309,0.5883229877342111,0.4116770122657889,0.39387691277995696,0.4295918603993909,-0.35339496,0.040758625,-0.43328187,-0.27350804
51,1737,1737,919,0.5290731145653426,0.47092688543465744,0.5289577478698942,0.47104225213010575,0.4476708786964927,0.4944764561821615,-0.11966276,0.053501014,-0.22452475,-0.014800772
52,2393,2393,984,0.411199331383201,0.588800668616799,0.4115656888024455,0.5884343111975545,0.5686909721867466,0.6080381724018953,0.47844228,0.048962884,0.38247502,0.57440954
53,2332,2332,1105,0.47384219554030876,0.5261578044596913,0.47397259988184154,0.5260274001181584,0.5057863950723709,0.54622628523075,0.09956439,0.04731394,0.006829068,0.19229971
54,2165,2165,917,0.4235565819861432,0.5764434180138568,0.4239092102154998,0.5760907897845002,0.5552591475372779,0.5967898367828645,0.3919805,0.05100019,0.29202014,0.49194086
55,1487,1487,646,0.4344317417619368,0.5655682582380632,0.4348774748242456,0.5651225251757543,0.5399325608523637,0.5901475805037351,0.27476126,0.06048437,0.1562119,0.3933106
56,2614,2614,1350,0.5164498852333589,0.4835501147666411,0.5164172412391264,0.48358275876087364,0.46447617104802486,0.5027130581696385,0.07059334,0.04365201,-0.014964595,0.15615128
57,104,104,40,0.38461538461538464,0.6153846153846154,0.3945465906780741,0.6054534093219259,0.5142201208577644,0.693155408964033,0.71331537,0.2408907,0.2411696,1.1854612
58,78,78,33,0.4230769230769231,0.5769230769230769,0.431922067396327,0.568077932603673,0.46347074862597504,0.6697249954022216,0.48536673,0.26996684,-0.043768257,1.0145017
59,2555,2555,2076,0.8125244618395303,0.1874755381604697,0.8114316549515217,0.1885683450484783,0.17366360824301696,0.2039332050594389,-1.6714716,0.047573518,-1.7647157,-1.5782275
60,192,192,78,0.40625,0.59375,0.41085029739739687,0.5891497026026031,0.5205685783991956,0.656051548585284,0.52132803,0.17145658,0.18527314,0.8573829
61,78,78,18,0.23076923076923078,0.7692307692307692,0.2598546079109468,0.7401453920890533,0.6437263451200146,0.8261327030492467,1.1232506,0.33643135,0.46384513,1.7826561
62,869,869,390,0.4487917146144994,0.5512082853855006,0.4494010923482517,0.5505989076517483,0.5176167781949281,0.5833627303379693,0.33319497,0.07862817,0.17908376,0.48730618
63,1178,1178,364,0.3089983022071307,0.6910016977928692,0.31052946683043686,0.6894705331695632,0.6628644017906129,0.7154720055474248,1.0962808,0.07691768,0.9455222,1.2470394
64,2195,2195,1688,0.7690205011389522,0.23097949886104785,0.7679302998601628,0.2320697001398372,0.21468314478945383,0.24991677121667788,-1.2479839,0.049031477,-1.3440857,-1.1518822
65,2855,2855,2373,0.8311733800350263,0.16882661996497372,0.8301352961136047,0.1698647038863953,0.15633548002411268,0.1838305919558898,-1.804932,0.04617313,-1.8954313,-1.7144327
66,1709,1709,885,0.5178466939730837,0.4821533060269163,0.5177893966762293,0.48221060332377075,0.45861295057104956,0.5058474833862019,0.0017014444,0.053657386,-0.10346703,0.10686992
67,367,367,135,0.3678474114441417,0.6321525885558583,0.3712442692969567,0.6287557307030434,0.579379764430143,0.6768348223303374,0.7153538,0.12977721,0.46099046,0.96971714
68,85,85,24,0.2823529411764706,0.7176470588235294,0.30425081482058275,0.6957491851794173,0.5996509664586953,0.7839728980567421,0.7915201,0.2944325,0.21443242,1.3686078
69,2627,2627,1380,0.525314046440807,0.47468595355919296,0.5252507120357245,0.4747492879642755,0.455710225789143,0.49382464030722384,-0.14031583,0.043549124,-0.22567213,-0.054959543
70,873,873,261,0.29896907216494845,0.7010309278350515,0.3011339256200578,0.6988660743799422,0.6681932322067466,0.7286848578534468,1.1237884,0.091117635,0.9451978,1.3023789
71,2549,2549,1014,0.39780306002353866,0.6021969399764613,0.3981951234737507,0.6018048765262494,0.5827652432462754,0.6206937358906721,0.5043369,0.04770155,0.41084185,0.59783196
72,2113,2113,1130,0.5347846663511595,0.4652153336488405,0.5346650463553789,0.4653349536446211,0.4441512668103489,0.4865805278909423,-0.2413652,0.048258957,-0.33595276,-0.14677763
73,170,170,100,0.5882352941176471,0.4117647058823529,0.5840814244709448,0.4159185755290552,0.3449290153853859,0.48868646677260763,-0.44028708,0.16847095,-0.77049017,-0.11008403
74,833,833,405,0.48619447779111646,0.5138055222088835,0.48642241830708244,0.5135775816929176,0.4798190775431438,0.5472750015179377,0.14318228,0.07783346,-0.0093713105,0.29573587
75,2616,2616,1547,0.5913608562691132,0.40863914373088683,0.5910664197432097,0.4089335802567903,0.39019773116656387,0.42780085741210994,-0.41732118,0.04284907,-0.50130534,-0.333337
76,2322,2322,1170,0.5038759689922481,0.49612403100775193,0.5038887248648595,0.49611127513514053,0.47582429034831586,0.5164045800123769,0.017138138,0.046917517,-0.0748202,0.109096475
77,579,579,196,0.3385146804835924,0.6614853195164077,0.3411447551575605,0.6588552448424395,0.6200782919547745,0.6966089204653028,1.0011542,0.10659359,0.7922307,1.2100776
78,1704,1704,1156,0.6784037558685446,0.3215962441314554,0.6774864090338442,0.32251359096615584,0.30058508363130554,0.3448346055452618,-0.7515005,0.05303508,-0.85544926,-0.6475517
79,1732,1732,584,0.3371824480369515,0.6628175519630485,0.33807791675584237,0.6619220832441577,0.6395357811488525,0.6839560551652617,0.8440403,0.061496537,0.72350705,0.9645735
80,2638,2638,1857,0.703942380591357,0.29605761940864295,0.7032601833719762,0.29673981662802384,0.2794882538937443,0.31428228354941457,-1.0035397,0.04309048,-1.0879971,-0.91908234
81,115,115,58,0.5043478260869565,0.4956521739130435,0.5045524309458841,0.4954475690541159,0.4080808631335058,0.5829532286970666,-0.077703506,0.21039069,-0.49006927,0.33466226
82,2471,2471,1554,0.6288951841359773,0.37110481586402266,0.6284446800223185,0.37155531997768154,0.35264161589239573,0.3906652337923051,-0.5829421,0.044062145,-0.66930395,-0.49658033
83,2905,2905,1552,0.5342512908777969,0.4657487091222031,0.5341658599106037,0.4658341400893963,0.4477497094176949,0.48396298940757965,-0.02509278,0.041220482,-0.105884925,0.055699363
85,1615,1615,701,0.4340557275541796,0.5659442724458204,0.4344684568724747,0.5655315431275253,0.5413589642578502,0.589551255659167,0.36769694,0.058058817,0.25390166,0.48149222
86,2185,2185,1654,0.7569794050343249,0.24302059496567507,0.7559345859077584,0.24406541409224158,0.2263207383297412,0.26225199503955077,-1.3222138,0.048822686,-1.4179063,-1.2265213
87,1548,1548,443,0.28617571059431524,0.7138242894056848,0.2874775297312431,0.7125224702687569,0.6897961203054098,0.7347317542082934,1.0522958,0.06916167,0.9167389,1.1878526
88,2286,2286,1199,0.5244969378827646,0.47550306211723536,0.524427460168715,0.475572539831285,0.4551679546324212,0.49601744809201076,-0.13689882,0.046759143,-0.22854674,-0.045250893
89,2948,2948,2078,0.7048846675712347,0.2951153324287653,0.7042710613354973,0.29572893866450267,0.27941562855522495,0.31230395256569965,-0.88631773,0.04083834,-0.96636087,-0.8062746
90,2477,2477,1431,0.5777149777957207,0.4222850222042793,0.5774544390357853,0.4225455609642147,0.40319338329679655,0.44201577169065,-0.31939808,0.044297405,-0.40622097,-0.23257516
91,2857,2857,1335,0.4672733636681834,0.5327266363318166,0.46740090966616005,0.53259909033384,0.5143161542343027,0.5508389349414455,0.23530461,0.042987265,0.15104957,0.31955963
92,2322,2322,1184,0.5099052540913006,0.4900947459086994,0.5098942797156105,0.4901057202843895,0.4698269762242384,0.5104005448701567,-0.08368635,0.046401355,-0.17463301,0.0072603077
93,2290,2290,522,0.2279475982532751,0.772052401746725,0.22906165423863217,0.7709383457613679,0.7535444890087021,0.7878857585775756,1.442623,0.06285429,1.3194286,1.5658175
94,1318,1318,336,0.2549317147192716,0.7450682852807284,0.2566751376418129,0.7433248623581872,0.7194922140279492,0.7664629214068956,1.3071188,0.07810736,1.1540284,1.4602091
95,1311,1311,504,0.38443935926773454,0.6155606407322655,0.3852919585916281,0.6147080414083719,0.5883059951105264,0.6407808904075797,0.5883371,0.06657426,0.4578516,0.71882266
96,81,81,32,0.3950617283950617,0.6049382716049383,0.40646308920385754,0.5935369107961425,0.49100668792440705,0.6921356052580545,0.64397913,0.2706275,0.11354923,1.174409
97,1271,1271,741,0.5830055074744296,0.4169944925255704,0.5824616083039503,0.41753839169604967,0.3906612178215876,0.4446596159489731,-0.3204387,0.061528012,-0.4410336,-0.19984381
98,174,174,81,0.46551724137931033,0.5344827586206897,0.46760094030333593,0.5323990596966641,0.46008914672483847,0.604038669414928,0.123753965,0.17393997,-0.21716839,0.46467632
99,136,136,63,0.4632352941176471,0.5367647058823529,0.4660086269531232,0.5339913730468768,0.452799818390786,0.6142955455962181,0.16505718,0.1987039,-0.22440246,0.5545168
100,99,99,66,0.6666666666666666,0.33333333333333337,0.6531341023030041,0.34686589769699594,0.2604717768645901,0.4386242222098806,-0.96981895,0.21669067,-1.3945327,-0.5451052
101,2587,2587,1132,0.4375724777734828,0.5624275222265172,0.4378182539954704,0.5621817460045295,0.5430577682775852,0.58121497970515,0.3196538,0.04589933,0.22969112,0.4096165
102,179,179,80,0.44692737430167595,0.553072625698324,0.449862118886307,0.550137881113693,0.4788234785416864,0.6204425609774751,0.22429724,0.1734541,-0.11567281,0.5642673
103,2389,2389,1381,0.5780661364587694,0.42193386354123064,0.5777946938533628,0.4222053061466372,0.4025049786253767,0.4420285355302276,-0.36358812,0.04509046,-0.45196542,-0.27521083
104,89,89,20,0.2247191011235955,0.7752808988764045,0.2511110407055168,0.7488889592944832,0.6590272352792164,0.8291507191087761,1.6673428,0.32167345,1.0368629,2.2978227
105,1703,1703,946,0.5554903112155021,0.4445096887844979,0.5552310905439384,0.4447689094560616,0.42130138009377993,0.46835865519613307,-0.14420095,0.05323878,-0.24854895,-0.03985294
106,2112,2112,1148,0.5435606060606061,0.4564393939393939,0.5434029694736311,0.4565970305263689,0.43544528461223697,0.47782630014490124,-0.06418729,0.04820139,-0.15866202,0.030287437
107,78,78,29,0.3717948717948718,0.6282051282051282,0.3860374115335589,0.613962588466441,0.5101430456022068,0.7128274937671732,0.30844223,0.2770582,-0.2345919,0.8514764
108,6,6,2,0.3333333333333333,0.6666666666666667,0.4384056343381861,0.5615943656618139,0.31599355473315716,0.7918231774549063,0.8729316,1.0078665,-1.1024867,2.84835
109,111,111,50,0.45045045045045046,0.5495495495495495,0.45477681441627377,0.5452231855837262,0.4560102772005339,0.6330098150328174,0.15934524,0.22074622,-0.27331737,0.5920079
110,1155,1155,315,0.2727272727272727,0.7272727272727273,0.2745745474696404,0.7254254525303596,0.6994393658383123,0.7506779399090214,1.2916952,0.0818297,1.131309,1.4520814
111,2610,2610,1775,0.6800766283524904,0.3199233716475096,0.6794707411970993,0.32052925880290073,0.30279177289870196,0.3385263489851671,-0.87665176,0.04303398,-0.96099836,-0.7923052
112,104,104,36,0.34615384615384615,0.6538461538461539,0.3592031309718378,0.6407968690281622,0.5506276108693378,0.7262517911495397,0.92106175,0.2498306,0.43139377,1.4107298
113,11,11,5,0.45454545454545453,0.5454545454545454,0.47845358254570397,0.5215464174542961,0.3092190665555685,0.7298247519269778,0.24377689,0.69978523,-1.1278021,1.615356
114,104,104,50,0.4807692307692308,0.5192307692307692,0.48290523994366497,0.517094760056335,0.42532291794411603,0.6082940866567145,0.22379027,0.22585133,-0.21887834,0.6664589
115,104,104,44,0.4230769230769231,0.5769230769230769,0.42989005038431044,0.5701099496156896,0.47830648635709405,0.6595654975837224,0.51366687,0.2337744,0.055469036,0.9718647
116,2122,2122,1130,0.532516493873704,0.46748350612629597,0.5324071439470839,0.4675928560529161,0.44644539971694,0.4887979244434475,-0.010982186,0.048242986,-0.10553844,0.08357407
117,10,10,3,0.3,0.7,0.3991035145240064,0.6008964854759936,0.37999570138898764,0.8018641063957292,1.8457929,0.86115164,0.15793562,3.5336502
118,2488,2488,1290,0.5184887459807074,0.4815112540192926,0.5184469636932663,0.48155303630673374,0.46197523731512213,0.501158822925744,-0.032283902,0.04498933,-0.12046299,0.055895187
119,2465,2465,1117,0.45314401622718053,0.5468559837728195,0.453344166775793,0.5466558332242071,0.5270100642892581,0.566230158214992,0.2810939,0.046790626,0.18938427,0.3728035
120,2143,2143,784,0.36584227718152124,0.6341577228184787,0.3664445565713265,0.6335554434286734,0.6130882389021355,0.6537875377957878,0.68850875,0.053970348,0.58272684,0.79429066
121,167,167,60,0.3592814371257485,0.6407185628742516,0.3669806356124103,0.6330193643875897,0.5607149844278334,0.7024626763342574,0.67586744,0.19452824,0.29459208,1.0571427
122,2146,2146,1407,0.6556383970177073,0.3443616029822927,0.6550061045193689,0.3449938954806311,0.32506766610147886,0.36519261570983974,-0.74560726,0.047410134,-0.83853114,-0.6526834
123,2144,2144,951,0.4435634328358209,0.5564365671641791,0.44383424705131913,0.5561657529486809,0.5351377273736784,0.5770949497606934,0.29207507,0.05052121,0.19305348,0.39109665
124,1260,1260,480,0.38095238095238093,0.6190476190476191,0.38186444880851267,0.6181355511914873,0.5912455524079638,0.6446728924147707,0.6622453,0.06921302,0.5265877,0.7979028
125,1274,1274,694,0.5447409733124019,0.4552590266875981,0.5444719493863487,0.4555280506136513,0.42835985793911724,0.48282755371562713,-0.14538756,0.06143049,-0.26579133,-0.024983793
126,83,83,21,0.25301204819277107,0.7469879518072289,0.27830565103028737,0.7216943489697126,0.6264361627943349,0.8078427383592225,0.97178054,0.31254032,0.3592015,1.5843596
127,109,109,47,0.43119266055045874,0.5688073394495412,0.4370874182214709,0.5629125817785291,0.47301413173274587,0.6507933003466209,0.48392266,0.22637405,0.04022953,0.92761576
128,78,78,22,0.28205128205128205,0.717948717948718,0.30573926377371485,0.6942607362262851,0.5941810089270879,0.7858983595779283,0.7977687,0.30900452,0.19211984,1.4034176
129,2258,2258,1083,0.4796279893711249,0.5203720106288752,0.4797392353410109,0.5202607646589892,0.4996857577267969,0.540801913540096,0.0743476,0.048078403,-0.019886069,0.16858128
130,1583,1583,551,0.34807327858496523,0.6519267214150348,0.34898978786159446,0.6510102121384056,0.6274287286020792,0.6742323573236625,0.818776,0.063192315,0.69491905,0.942633
131,113,113,52,0.46017699115044247,0.5398230088495575,0.46370208860693524,0.5362979113930648,0.4478244665569612,0.6236453070637332,0.12021983,0.21708563,-0.30526802,0.5457077
132,851,851,330,0.38777908343125733,0.6122209165687427,0.38905200803757095,0.610947991962429,0.5781505246498487,0.6432567683468262,0.7035342,0.08327329,0.54031855,0.8667498
133,2296,2296,1513,0.6589721254355401,0.34102787456445993,0.6583677078451966,0.3416322921548034,0.3224085282240007,0.36111634025489336,-0.77504003,0.04579606,-0.86480033,-0.6852797
134,2670,2670,1720,0.6441947565543071,0.35580524344569286,0.6437253193865862,0.35627468061341383,0.33824746197446387,0.3745051431656563,-0.66178715,0.042407405,-0.74490565,-0.57866865
135,1250,1250,559,0.4472,0.5528,0.44763659099808595,0.552363409001914,0.5248351671879337,0.5797340926912904,0.3186902,0.06508633,0.19112101,0.4462594
136,71,71,26,0.36619718309859156,0.6338028169014085,0.3823238137229124,0.6176761862770876,0.5094923459845979,0.720297219400819,0.6578183,0.289994,0.089430034,1.2262065
137,1288,1288,805,0.625,0.375,0.6241661955805856,0.3758338044194144,0.3496729834866329,0.40235728394015857,-0.5218787,0.06085181,-0.64114827,-0.40260917
138,2497,2497,1771,0.7092511013215859,0.29074889867841414,0.708511087745749,0.291488912254251,0.273860003087953,0.30943302958223695,-0.99961424,0.044474307,-1.0867839,-0.9124446
139,6,6,2,0.3333333333333333,0.6666666666666667,0.4384056343381861,0.5615943656618139,0.31599355473315716,0.7918231774549063,0.8729316,1.0078665,-1.1024867,2.84835
140,167,167,68,0.40718562874251496,0.592814371257485,0.41239000089082767,0.5876099991091723,0.5142753922886821,0.6590600927666368,0.42648497,0.18610924,0.061710835,0.7912591
141,86,86,39,0.45348837209302323,0.5465116279069768,0.45865829512925915,0.5413417048707408,0.4411605388950044,0.639876367106339,-0.08997935,0.24527907,-0.57072634,0.39076763
142,2457,2457,668,0.2718762718762719,0.728123728123728,0.2727514568123113,0.7272485431876887,0.7095020431898431,0.7446459395473422,1.2629557,0.056879494,1.1514719,1.3744395
143,2882,2882,2050,0.7113115891741846,0.2886884108258154,0.7106635797178574,0.28933642028214257,0.27295002141275293,0.3059988735090009,-0.98533785,0.041503664,-1.0666851,-0.9039907
144,139,139,67,0.48201438848920863,0.5179856115107914,0.48356875624438483,0.5164312437556151,0.43614412290332394,0.5962980934283075,0.08693333,0.19455504,-0.29439455,0.46826124
145,2241,2241,1071,0.4779116465863454,0.5220883534136547,0.4780307314209297,0.5219692685790702,0.5013182163892518,0.5425833302402585,0.12873694,0.04821291,0.034239642,0.22323424
146,1426,1426,323,0.226507713884993,0.773492286115007,0.22830165587401985,0.7716983441259802,0.7496370047071436,0.793042478686476,1.4893912,0.07984601,1.332893,1.6458894
147,2255,2255,1340,0.5942350332594235,0.4057649667405765,0.5938820047632755,0.40611799523672454,0.38597424258896584,0.4264188426153479,-0.45294902,0.046229903,-0.5435596,-0.36233842
148,2459,2459,933,0.3794225294835299,0.6205774705164702,0.3798972163790158,0.6201027836209843,0.6008682118232425,0.6391529964047634,0.65250206,0.049678434,0.5551323,0.7498718
149,104,104,34,0.3269230769230769,0.6730769230769231,0.3415314011187196,0.6584685988812804,0.5690250737003674,0.7426064369394834,1.0289562,0.25512606,0.5289091,1.5290033
150,2465,2465,1390,0.563894523326572,0.436105476673428,0.5636839720342777,0.43631602796572233,0.41682924044402625,0.45590033448442857,-0.2646217,0.044476174,-0.35179502,-0.17744839
151,487,487,240,0.4928131416837782,0.5071868583162218,0.49307764275588406,0.5069223572441159,0.4629684037883548,0.5508234480428595,0.124825895,0.10245828,-0.075992346,0.32564414
152,1491,1491,520,0.3487592219986586,0.6512407780013414,0.34972774203416745,0.6502722579658325,0.6259626856906829,0.6742023182446826,0.8284664,0.065581165,0.69992733,0.9570055
153,4,4,3,0.75,0.25,0.5808568948577416,0.4191431051422584,0.17879560518236504,0.6827075485589631,-1.1586305,1.1449274,-3.402688,1.0854272
154,2311,2311,1818,0.7866724361748161,0.21332756382518392,0.7855669364269164,0.21443306357308356,0.197972205965263,0.23136020686013647,-1.5345386,0.048426848,-1.6294552,-1.439622
155,1675,1675,276,0.1647761194029851,0.8352238805970149,0.16664113637613134,0.8333588636238687,0.8151968131189454,0.8507710883494131,2.0230913,0.086108886,1.8543179,2.1918647
156,591,591,286,0.48392554991539766,0.5160744500846024,0.4842800856034633,0.5157199143965367,0.4757356537540405,0.5556049334841825,0.2552551,0.093743056,0.071518704,0.4389915
157,1734,1734,1211,0.6983852364475202,0.30161476355247985,0.6973785056432515,0.30262149435674845,0.2812799644497457,0.3243920073772901,-0.9643109,0.053240925,-1.0686631,-0.85995865
158,2208,2208,885,0.4008152173913043,0.5991847826086957,0.4012551150227976,0.5987448849772024,0.5782648777160713,0.6190561577519156,0.50709975,0.051246602,0.4066564,0.6075431
