question_id,human_irt_difficulty,human_eb_difficulty,empirical_correctness,correct,error,solver_id
40,0.7260916,0.6493130962075122,0.3501346671796845,False,1,solver_1_qwen2vl7b
41,0.9313601,0.6631179552855515,0.3343949044585987,False,1,solver_1_qwen2vl7b
42,0.66621864,0.6309244284571485,0.3614457831325301,True,0,solver_1_qwen2vl7b
44,1.0053674,0.6732802378247744,0.3259566620562471,False,1,solver_1_qwen2vl7b
45,0.3960534,0.5730953266234979,0.4266263237518911,False,1,solver_1_qwen2vl7b
46,1.2505826,0.7352296176048997,0.2638997650743931,True,0,solver_1_qwen2vl7b
47,-0.31801215,0.40527179032019456,0.59500693481276,False,1,solver_1_qwen2vl7b
48,0.6472683,0.6167607618647547,0.381903642773208,True,0,solver_1_qwen2vl7b
49,0.37486684,0.5467991232052509,0.45301112389719983,True,0,solver_1_qwen2vl7b
50,-0.35339496,0.4116770122657889,0.5885792913656691,True,0,solver_1_qwen2vl7b
51,-0.11966276,0.47104225213010575,0.5290731145653426,True,0,solver_1_qwen2vl7b
52,0.47844228,0.5884343111975545,0.411199331383201,False,1,solver_1_qwen2vl7b
53,0.09956439,0.5260274001181584,0.47384219554030876,True,0,solver_1_qwen2vl7b
54,0.3919805,0.5760907897845002,0.4235565819861432,False,1,solver_1_qwen2vl7b
55,0.27476126,0.5651225251757543,0.4344317417619368,False,1,solver_1_qwen2vl7b
56,0.07059334,0.48358275876087364,0.5164498852333589,False,1,solver_1_qwen2vl7b
57,0.71331537,0.6054534093219259,0.38461538461538464,True,0,solver_1_qwen2vl7b
58,0.48536673,0.568077932603673,0.4230769230769231,False,1,solver_1_qwen2vl7b
59,-1.6714716,0.1885683450484783,0.8125244618395303,False,1,solver_1_qwen2vl7b
60,0.52132803,0.5891497026026031,0.40625,True,0,solver_1_qwen2vl7b
61,1.1232506,0.7401453920890533,0.23076923076923078,False,1,solver_1_qwen2vl7b
62,0.33319497,0.5505989076517483,0.4487917146144994,False,1,solver_1_qwen2vl7b
63,1.0962808,0.6894705331695632,0.3089983022071307,False,1,solver_1_qwen2vl7b
64,-1.2479839,0.2320697001398372,0.7690205011389522,True,0,solver_1_qwen2vl7b
65,-1.804932,0.1698647038863953,0.8311733800350263,True,0,solver_1_qwen2vl7b
66,0.0017014444,0.48221060332377075,0.5178466939730837,False,1,solver_1_qwen2vl7b
67,0.7153538,0.6287557307030434,0.3678474114441417,False,1,solver_1_qwen2vl7b
68,0.7915201,0.6957491851794173,0.2823529411764706,False,1,solver_1_qwen2vl7b
69,-0.14031583,0.4747492879642755,0.525314046440807,True,0,solver_1_qwen2vl7b
70,1.1237884,0.6988660743799422,0.29896907216494845,False,1,solver_1_qwen2vl7b
71,0.5043369,0.6018048765262494,0.39780306002353866,True,0,solver_1_qwen2vl7b
72,-0.2413652,0.4653349536446211,0.5347846663511595,False,1,solver_1_qwen2vl7b
73,-0.44028708,0.4159185755290552,0.5882352941176471,True,0,solver_1_qwen2vl7b
74,0.14318228,0.5135775816929176,0.48619447779111646,False,1,solver_1_qwen2vl7b
75,-0.41732118,0.4089335802567903,0.5913608562691132,False,1,solver_1_qwen2vl7b
76,0.017138138,0.49611127513514053,0.5038759689922481,True,0,solver_1_qwen2vl7b
77,1.0011542,0.6588552448424395,0.3385146804835924,False,1,solver_1_qwen2vl7b
78,-0.7515005,0.32251359096615584,0.6784037558685446,False,1,solver_1_qwen2vl7b
79,0.8440403,0.6619220832441577,0.3371824480369515,False,1,solver_1_qwen2vl7b
80,-1.0035397,0.29673981662802384,0.703942380591357,True,0,solver_1_qwen2vl7b
81,-0.077703506,0.4954475690541159,0.5043478260869565,False,1,solver_1_qwen2vl7b
82,-0.5829421,0.37155531997768154,0.6288951841359773,False,1,solver_1_qwen2vl7b
83,-0.02509278,0.4658341400893963,0.5342512908777969,False,1,solver_1_qwen2vl7b
85,0.36769694,0.5655315431275253,0.4340557275541796,True,0,solver_1_qwen2vl7b
86,-1.3222138,0.24406541409224158,0.7569794050343249,True,0,solver_1_qwen2vl7b
87,1.0522958,0.7125224702687569,0.28617571059431524,False,1,solver_1_qwen2vl7b
88,-0.13689882,0.475572539831285,0.5244969378827646,False,1,solver_1_qwen2vl7b
89,-0.88631773,0.29572893866450267,0.7048846675712347,True,0,solver_1_qwen2vl7b
90,-0.31939808,0.4225455609642147,0.5777149777957207,False,1,solver_1_qwen2vl7b
91,0.23530461,0.53259909033384,0.4672733636681834,True,0,solver_1_qwen2vl7b
92,-0.08368635,0.4901057202843895,0.5099052540913006,True,0,solver_1_qwen2vl7b
93,1.442623,0.7709383457613679,0.2279475982532751,False,1,solver_1_qwen2vl7b
94,1.3071188,0.7433248623581872,0.2549317147192716,False,1,solver_1_qwen2vl7b
95,0.5883371,0.6147080414083719,0.38443935926773454,True,0,solver_1_qwen2vl7b
96,0.64397913,0.5935369107961425,0.3950617283950617,True,0,solver_1_qwen2vl7b
97,-0.3204387,0.41753839169604967,0.5830055074744296,False,1,solver_1_qwen2vl7b
98,0.123753965,0.5323990596966641,0.46551724137931033,True,0,solver_1_qwen2vl7b
99,0.16505718,0.5339913730468768,0.4632352941176471,True,0,solver_1_qwen2vl7b
100,-0.96981895,0.34686589769699594,0.6666666666666666,False,1,solver_1_qwen2vl7b
101,0.3196538,0.5621817460045295,0.4375724777734828,False,1,solver_1_qwen2vl7b
102,0.22429724,0.550137881113693,0.44692737430167595,True,0,solver_1_qwen2vl7b
103,-0.36358812,0.4222053061466372,0.5780661364587694,False,1,solver_1_qwen2vl7b
104,1.6673428,0.7488889592944832,0.2247191011235955,True,0,solver_1_qwen2vl7b
105,-0.14420095,0.4447689094560616,0.5554903112155021,False,1,solver_1_qwen2vl7b
106,-0.06418729,0.4565970305263689,0.5435606060606061,True,0,solver_1_qwen2vl7b
107,0.30844223,0.613962588466441,0.3717948717948718,True,0,solver_1_qwen2vl7b
108,0.8729316,0.5615943656618139,0.3333333333333333,False,1,solver_1_qwen2vl7b
109,0.15934524,0.5452231855837262,0.45045045045045046,False,1,solver_1_qwen2vl7b
110,1.2916952,0.7254254525303596,0.2727272727272727,False,1,solver_1_qwen2vl7b
111,-0.87665176,0.32052925880290073,0.6800766283524904,True,0,solver_1_qwen2vl7b
112,0.92106175,0.6407968690281622,0.34615384615384615,True,0,solver_1_qwen2vl7b
113,0.24377689,0.5215464174542961,0.45454545454545453,False,1,solver_1_qwen2vl7b
114,0.22379027,0.517094760056335,0.4807692307692308,True,0,solver_1_qwen2vl7b
115,0.51366687,0.5701099496156896,0.4230769230769231,True,0,solver_1_qwen2vl7b
116,-0.010982186,0.4675928560529161,0.532516493873704,True,0,solver_1_qwen2vl7b
117,1.8457929,0.6008964854759936,0.3,False,1,solver_1_qwen2vl7b
118,-0.032283902,0.48155303630673374,0.5184887459807074,False,1,solver_1_qwen2vl7b
119,0.2810939,0.5466558332242071,0.45314401622718053,True,0,solver_1_qwen2vl7b
120,0.68850875,0.6335554434286734,0.36584227718152124,False,1,solver_1_qwen2vl7b
121,0.67586744,0.6330193643875897,0.3592814371257485,False,1,solver_1_qwen2vl7b
122,-0.74560726,0.3449938954806311,0.6556383970177073,True,0,solver_1_qwen2vl7b
123,0.29207507,0.5561657529486809,0.4435634328358209,True,0,solver_1_qwen2vl7b
124,0.6622453,0.6181355511914873,0.38095238095238093,True,0,solver_1_qwen2vl7b
125,-0.14538756,0.4555280506136513,0.5447409733124019,False,1,solver_1_qwen2vl7b
126,0.97178054,0.7216943489697126,0.25301204819277107,False,1,solver_1_qwen2vl7b
127,0.48392266,0.5629125817785291,0.43119266055045874,False,1,solver_1_qwen2vl7b
128,0.7977687,0.6942607362262851,0.28205128205128205,False,1,solver_1_qwen2vl7b
129,0.0743476,0.5202607646589892,0.4796279893711249,False,1,solver_1_qwen2vl7b
130,0.818776,0.6510102121384056,0.34807327858496523,False,1,solver_1_qwen2vl7b
131,0.12021983,0.5362979113930648,0.46017699115044247,False,1,solver_1_qwen2vl7b
132,0.7035342,0.610947991962429,0.38777908343125733,False,1,solver_1_qwen2vl7b
133,-0.77504003,0.3416322921548034,0.6589721254355401,True,0,solver_1_qwen2vl7b
134,-0.66178715,0.35627468061341383,0.6441947565543071,False,1,solver_1_qwen2vl7b
135,0.3186902,0.552363409001914,0.4472,False,1,solver_1_qwen2vl7b
136,0.6578183,0.6176761862770876,0.36619718309859156,False,1,solver_1_qwen2vl7b
137,-0.5218787,0.3758338044194144,0.625,False,1,solver_1_qwen2vl7b
138,-0.99961424,0.291488912254251,0.7092511013215859,True,0,solver_1_qwen2vl7b
139,0.8729316,0.5615943656618139,0.3333333333333333,True,0,solver_1_qwen2vl7b
140,0.42648497,0.5876099991091723,0.40718562874251496,True,0,solver_1_qwen2vl7b
141,-0.08997935,0.5413417048707408,0.45348837209302323,False,1,solver_1_qwen2vl7b
142,1.2629557,0.7272485431876887,0.2718762718762719,True,0,solver_1_qwen2vl7b
143,-0.98533785,0.28933642028214257,0.7113115891741846,True,0,solver_1_qwen2vl7b
144,0.08693333,0.5164312437556151,0.48201438848920863,False,1,solver_1_qwen2vl7b
145,0.12873694,0.5219692685790702,0.4779116465863454,False,1,solver_1_qwen2vl7b
146,1.4893912,0.7716983441259802,0.226507713884993,False,1,solver_1_qwen2vl7b
147,-0.45294902,0.40611799523672454,0.5942350332594235,False,1,solver_1_qwen2vl7b
148,0.65250206,0.6201027836209843,0.3794225294835299,True,0,solver_1_qwen2vl7b
149,1.0289562,0.6584685988812804,0.3269230769230769,True,0,solver_1_qwen2vl7b
150,-0.2646217,0.43631602796572233,0.563894523326572,False,1,solver_1_qwen2vl7b
151,0.124825895,0.5069223572441159,0.4928131416837782,False,1,solver_1_qwen2vl7b
152,0.8284664,0.6502722579658325,0.3487592219986586,True,0,solver_1_qwen2vl7b
153,-1.1586305,0.4191431051422584,0.75,False,1,solver_1_qwen2vl7b
154,-1.5345386,0.21443306357308356,0.7866724361748161,True,0,solver_1_qwen2vl7b
155,2.0230913,0.8333588636238687,0.1647761194029851,False,1,solver_1_qwen2vl7b
156,0.2552551,0.5157199143965367,0.48392554991539766,True,0,solver_1_qwen2vl7b
157,-0.9643109,0.30262149435674845,0.6983852364475202,True,0,solver_1_qwen2vl7b
158,0.50709975,0.5987448849772024,0.4008152173913043,True,0,solver_1_qwen2vl7b
159,0.6738838,0.6309611974551605,0.3684456928838951,True,0,solver_1_qwen2vl7b
160,-0.47887918,0.39690683624115064,0.6034868126955745,False,1,solver_1_qwen2vl7b
161,0.85389113,0.6679989369326755,0.331370239497448,False,1,solver_1_qwen2vl7b
162,0.6075388,0.6112683219444417,0.3880407124681934,True,0,solver_1_qwen2vl7b
163,-1.1255041,0.24801068490659128,0.7555555555555555,True,0,solver_1_qwen2vl7b
164,-1.1148211,0.3021721238213665,0.7130434782608696,False,1,solver_1_qwen2vl7b
165,-0.31812677,0.44048854647433855,0.5597210113339146,True,0,solver_1_qwen2vl7b
166,0.92106175,0.6407968690281622,0.34615384615384615,False,1,solver_1_qwen2vl7b
167,0.45264572,0.5785223299381252,0.42098688319800126,False,1,solver_1_qwen2vl7b
168,-0.86494875,0.3091540499391672,0.6990291262135923,False,1,solver_1_qwen2vl7b
169,1.2160097,0.7370805650362668,0.2619461337966985,False,1,solver_1_qwen2vl7b
170,-0.5516045,0.3699725617445998,0.6307592472420506,True,0,solver_1_qwen2vl7b
171,0.09878178,0.4900877351210938,0.5099243856332704,False,1,solver_1_qwen2vl7b
172,1.109535,0.6950408759041666,0.30194805194805197,True,0,solver_1_qwen2vl7b
173,0.69987535,0.6329549275059415,0.35766423357664234,False,1,solver_1_qwen2vl7b
174,0.73334515,0.6196823209391651,0.3791748526522593,False,1,solver_1_qwen2vl7b
175,0.9672705,0.6008964854759936,0.3,False,1,solver_1_qwen2vl7b
176,-0.2537118,0.42255650880789897,0.5779816513761468,True,0,solver_1_qwen2vl7b
177,0.1023529,0.5205290158606128,0.4793713163064833,False,1,solver_1_qwen2vl7b
178,-1.9853796,0.1430278885202294,0.8580778504994833,False,1,solver_1_qwen2vl7b
179,0.79776883,0.6942607362262851,0.28205128205128205,False,1,solver_1_qwen2vl7b
180,1.0091763,0.7235455722961344,0.25,False,1,solver_1_qwen2vl7b
181,1.0061446,0.6782221142401288,0.31881533101045295,False,1,solver_1_qwen2vl7b
182,1.2036109,0.7384174586038651,0.26057906458797325,False,1,solver_1_qwen2vl7b
183,0.19571018,0.5391277733773592,0.46070878274268107,True,0,solver_1_qwen2vl7b
184,-0.5249108,0.3810784062639473,0.6193365695792881,False,1,solver_1_qwen2vl7b
185,-0.8113723,0.32799736455658135,0.6725598526703499,False,1,solver_1_qwen2vl7b
186,0.63685596,0.6258756592516299,0.37359792924935287,True,0,solver_1_qwen2vl7b
187,0.057528883,0.5077215454837543,0.49221611721611724,False,1,solver_1_qwen2vl7b
188,0.5653318,0.5980683255955505,0.3968253968253968,True,0,solver_1_qwen2vl7b
189,0.6558449,0.6332159022253558,0.3595505617977528,False,1,solver_1_qwen2vl7b
190,-0.7001418,0.3525513397776405,0.6479473276529821,False,1,solver_1_qwen2vl7b
191,0.8406794,0.6530841623592252,0.34522439585730724,False,1,solver_1_qwen2vl7b
192,0.8539674,0.7011177899031831,0.275,False,1,solver_1_qwen2vl7b
193,-0.15546721,0.46060309820874346,0.5395248380129589,True,0,solver_1_qwen2vl7b
194,0.23272738,0.5404558267744463,0.459214501510574,True,0,solver_1_qwen2vl7b
195,-1.2629656,0.25223491531141584,0.7486296006264683,True,0,solver_1_qwen2vl7b
196,-0.24334049,0.4331004059816985,0.5672630881378397,False,1,solver_1_qwen2vl7b
197,0.76804054,0.6516819034957831,0.3476454293628809,True,0,solver_1_qwen2vl7b
198,0.066831514,0.5117392408967536,0.48773006134969327,True,0,solver_1_qwen2vl7b
199,-1.3708214,0.22537236702170305,0.7754551584625758,False,1,solver_1_qwen2vl7b
200,-0.6138333,0.35762331196348607,0.6433734939759036,True,0,solver_1_qwen2vl7b
201,0.62907994,0.5991658101476542,0.40037593984962405,True,0,solver_1_qwen2vl7b
202,-1.5033036,0.22342996965449335,0.7776781712236666,False,1,solver_1_qwen2vl7b
203,0.21521077,0.5282751736865343,0.47134502923976607,True,0,solver_1_qwen2vl7b
204,0.394136,0.5709036438818067,0.42872117400419285,True,0,solver_1_qwen2vl7b
205,0.3200178,0.5470655752213636,0.45176470588235296,False,1,solver_1_qwen2vl7b
207,-0.08180937,0.4558421598581849,0.5443155452436195,False,1,solver_1_qwen2vl7b
208,1.5150207,0.7286742281233611,0.24358974358974358,False,1,solver_1_qwen2vl7b
209,-1.0423106,0.2856779764538727,0.7150201983106867,True,0,solver_1_qwen2vl7b
210,0.6740865,0.6243065750682609,0.3752032520325203,False,1,solver_1_qwen2vl7b
211,-0.9329413,0.3114936997517076,0.6892430278884463,False,1,solver_1_qwen2vl7b
212,0.60294616,0.629992349935558,0.36947278911564624,True,0,solver_1_qwen2vl7b
213,-0.48942742,0.4006127026401146,0.5997458703939009,False,1,solver_1_qwen2vl7b
214,0.48576596,0.5710820434165214,0.4286701208981002,False,1,solver_1_qwen2vl7b
215,0.62219787,0.6119369486410096,0.38674698795180723,False,1,solver_1_qwen2vl7b
216,-0.26065424,0.41888989429785717,0.5814163283716735,False,1,solver_1_qwen2vl7b
217,0.4896602,0.5956321950944434,0.40392706872370265,True,0,solver_1_qwen2vl7b
218,1.1750599,0.7162109160386496,0.28251400124455506,False,1,solver_1_qwen2vl7b
219,0.22302456,0.5416339688215694,0.45816372682044326,False,1,solver_1_qwen2vl7b
220,0.021884203,0.5064384409137321,0.49264705882352944,False,1,solver_1_qwen2vl7b
221,-0.048588246,0.44959030144831535,0.5510534846029174,False,1,solver_1_qwen2vl7b
222,-0.5284691,0.399249407446701,0.6013157894736842,False,1,solver_1_qwen2vl7b
223,0.982268,0.7100726165733185,0.27,False,1,solver_1_qwen2vl7b
224,0.1629553,0.5153207865006605,0.4843205574912892,True,0,solver_1_qwen2vl7b
225,0.9387063,0.6405060316082463,0.34444444444444444,False,1,solver_1_qwen2vl7b
226,0.494876,0.616090053288839,0.3833729216152019,False,1,solver_1_qwen2vl7b
227,-0.7239145,0.32776699439149903,0.6731220657276995,False,1,solver_1_qwen2vl7b
228,0.70789975,0.6053873481096627,0.39285714285714285,False,1,solver_1_qwen2vl7b
229,0.8443831,0.6307631811086112,0.3670668953687822,False,1,solver_1_qwen2vl7b
230,1.1023617,0.6987408214290032,0.3,False,1,solver_1_qwen2vl7b
231,-1.0520762,0.2641961472921779,0.7367694431661298,True,0,solver_1_qwen2vl7b
232,0.13783392,0.4907580062458644,0.5092748735244519,False,1,solver_1_qwen2vl7b
233,0.024863556,0.5099170037458707,0.49002302379125096,False,1,solver_1_qwen2vl7b
234,0.39056256,0.578225819924887,0.4214749713412304,True,0,solver_1_qwen2vl7b
235,0.41555429,0.5753121472218334,0.4242902208201893,True,0,solver_1_qwen2vl7b
236,-0.20786458,0.42631587636490276,0.5739098300073909,False,1,solver_1_qwen2vl7b
237,0.91265,0.6718081392629545,0.3273209549071618,False,1,solver_1_qwen2vl7b
238,-0.28196773,0.43911112278548414,0.5610789980732177,False,1,solver_1_qwen2vl7b
239,-0.35487136,0.4688971033228837,0.5555555555555556,True,0,solver_1_qwen2vl7b
240,0.61662567,0.6284350907678944,0.36036036036036034,False,1,solver_1_qwen2vl7b
241,1.0100814,0.7096370434792831,0.28942398489140697,False,1,solver_1_qwen2vl7b
242,0.62538224,0.6252574853644215,0.3742690058479532,True,0,solver_1_qwen2vl7b
243,-0.6535413,0.3464413980943768,0.6543352601156069,True,0,solver_1_qwen2vl7b
244,1.0556608,0.6097943231180769,0.3076923076923077,True,0,solver_1_qwen2vl7b
245,1.5859,0.7685756357925506,0.22587719298245615,False,1,solver_1_qwen2vl7b
246,1.0208113,0.68948314023911,0.3090909090909091,False,1,solver_1_qwen2vl7b
247,-0.12429741,0.453294423555072,0.5470899470899471,False,1,solver_1_qwen2vl7b
248,-1.2207309,0.2561241145934322,0.7447983014861995,False,1,solver_1_qwen2vl7b
249,-0.3491048,0.4178752819360392,0.5824,False,1,solver_1_qwen2vl7b
250,-0.98681223,0.30096004890116135,0.6997876857749469,True,0,solver_1_qwen2vl7b
251,1.5952935,0.7773591989254578,0.2211259431224608,True,0,solver_1_qwen2vl7b
252,-0.8940954,0.30591375149849465,0.694672131147541,False,1,solver_1_qwen2vl7b
253,0.12021983,0.5362979113930648,0.46017699115044247,True,0,solver_1_qwen2vl7b
254,-0.31792936,0.38933847934786747,0.6176470588235294,True,0,solver_1_qwen2vl7b
255,-0.07478267,0.46851189684074157,0.5315660969654691,True,0,solver_1_qwen2vl7b
256,-0.7880503,0.33274948885129574,0.6682432432432432,False,1,solver_1_qwen2vl7b
257,-1.3197662,0.24918012952229918,0.7577639751552795,False,1,solver_1_qwen2vl7b
258,1.065246,0.6888923592249827,0.30718954248366015,False,1,solver_1_qwen2vl7b
259,-0.3924549,0.4146262363927584,0.58578856152513,True,0,solver_1_qwen2vl7b
260,-0.8893509,0.31992451550930545,0.6807675534234627,True,0,solver_1_qwen2vl7b
261,0.10464169,0.5372697752572861,0.46254071661237783,False,1,solver_1_qwen2vl7b
262,0.6760029,0.6214530498421795,0.37785588752196836,True,0,solver_1_qwen2vl7b
263,0.30077267,0.5607125273066944,0.4390435123480988,False,1,solver_1_qwen2vl7b
264,-0.18867978,0.4361390938300366,0.5641618497109827,False,1,solver_1_qwen2vl7b
265,0.4384624,0.559672503645406,0.4400921658986175,False,1,solver_1_qwen2vl7b
266,0.22401184,0.5572287599467022,0.4375,False,1,solver_1_qwen2vl7b
267,0.33208764,0.5586444379219888,0.44103648863035433,False,1,solver_1_qwen2vl7b
268,0.9827436,0.6766616130035091,0.32035398230088497,False,1,solver_1_qwen2vl7b
269,0.78054607,0.6416868876300634,0.3382352941176471,True,0,solver_1_qwen2vl7b
270,0.21250698,0.5370659581769426,0.45714285714285713,False,1,solver_1_qwen2vl7b
271,0.6418991,0.61132087803367,0.38748627881448955,True,0,solver_1_qwen2vl7b
272,-1.2089338,0.2672974329913338,0.7391304347826086,True,0,solver_1_qwen2vl7b
273,1.1429769,0.7050560846665579,0.2926829268292683,False,1,solver_1_qwen2vl7b
274,-0.21772775,0.423885207692306,0.5763546798029556,False,1,solver_1_qwen2vl7b
275,0.47878456,0.5683715812768952,0.4309500489715965,False,1,solver_1_qwen2vl7b
276,1.2477086,0.7342854780384054,0.26485436893203884,True,0,solver_1_qwen2vl7b
277,0.011691585,0.49118563187698094,0.5088235294117647,True,0,solver_1_qwen2vl7b
278,-0.18824798,0.45873338119476503,0.5413844996237773,False,1,solver_1_qwen2vl7b
279,0.5725107,0.6115330431712214,0.38796296296296295,True,0,solver_1_qwen2vl7b
280,0.5815852,0.6059092871903032,0.39325842696629215,True,0,solver_1_qwen2vl7b
281,-0.8947114,0.3134784308635089,0.6872117400419288,True,0,solver_1_qwen2vl7b
282,1.1909561,0.724803173055286,0.27436399217221136,False,1,solver_1_qwen2vl7b
283,-0.27686432,0.44619936912318847,0.5539622641509434,False,1,solver_1_qwen2vl7b
284,-0.6945065,0.35386945904358935,0.6466252909231963,True,0,solver_1_qwen2vl7b
285,-0.76066136,0.34913971256527265,0.6514188903007201,True,0,solver_1_qwen2vl7b
286,0.9044838,0.6639136410760061,0.3333333333333333,True,0,solver_1_qwen2vl7b
287,-0.72797203,0.4297996191072254,0.6666666666666666,False,1,solver_1_qwen2vl7b
288,0.099912465,0.5046444959542347,0.49522673031026254,True,0,solver_1_qwen2vl7b
289,0.00052812696,0.5155787387508988,0.4843238184370613,True,0,solver_1_qwen2vl7b
290,-0.76233184,0.34748104238673294,0.6530156366344005,False,1,solver_1_qwen2vl7b
291,0.7342293,0.6328413285396581,0.36631716906946266,False,1,solver_1_qwen2vl7b
292,-0.30488428,0.4339674201407787,0.5662599915860328,True,0,solver_1_qwen2vl7b
293,-0.33573768,0.43414537771223827,0.5660592255125285,False,1,solver_1_qwen2vl7b
294,0.14193271,0.49504378993515175,0.5,True,0,solver_1_qwen2vl7b
295,-1.402322,0.2080903907889572,0.7929061784897025,False,1,solver_1_qwen2vl7b
296,0.40489,0.5768991615085626,0.4117647058823529,True,0,solver_1_qwen2vl7b
297,0.20144457,0.532804603530207,0.467046379170057,False,1,solver_1_qwen2vl7b
298,-0.015504986,0.4698823417796535,0.530213539300318,False,1,solver_1_qwen2vl7b
299,-0.080910444,0.49659461586302656,0.5,False,1,solver_1_qwen2vl7b
300,0.011697084,0.4958378721566893,0.5041502839667977,False,1,solver_1_qwen2vl7b
301,1.1909376,0.7152627294165986,0.2822966507177033,False,1,solver_1_qwen2vl7b
302,0.609948,0.5948744685950913,0.4041916167664671,True,0,solver_1_qwen2vl7b
303,1.2390487,0.687773673594191,0.29213483146067415,True,0,solver_1_qwen2vl7b
304,-0.32695726,0.4386146793870107,0.5616020896821942,True,0,solver_1_qwen2vl7b
305,-1.3339719,0.21975567846037292,0.7831050228310502,True,0,solver_1_qwen2vl7b
306,-0.7385483,0.3257538829588109,0.6755186721991702,False,1,solver_1_qwen2vl7b
307,1.3634636,0.7314496631986991,0.2675336739433349,False,1,solver_1_qwen2vl7b
308,1.2921301,0.7251008372873237,0.27180232558139533,False,1,solver_1_qwen2vl7b
309,-0.5840069,0.38933847934786747,0.6176470588235294,True,0,solver_1_qwen2vl7b
310,0.66823506,0.6306623270424381,0.36875858909757214,True,0,solver_1_qwen2vl7b
311,-0.0054349303,0.4902053425546362,0.5098039215686274,False,1,solver_1_qwen2vl7b
312,-2.0355604,0.14171031803668843,0.8594420600858369,False,1,solver_1_qwen2vl7b
313,0.20047909,0.5239173979262615,0.4444444444444444,True,0,solver_1_qwen2vl7b
314,-0.72322774,0.3498333323154005,0.6506666666666666,False,1,solver_1_qwen2vl7b
315,-1.183965,0.35885651411612807,0.7777777777777778,False,1,solver_1_qwen2vl7b
316,1.099229,0.695154959563467,0.3020833333333333,False,1,solver_1_qwen2vl7b
317,-0.42207447,0.40659374692520667,0.593939393939394,True,0,solver_1_qwen2vl7b
318,0.044618756,0.487779784843829,0.5128205128205128,True,0,solver_1_qwen2vl7b
